,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,Class
0,23.98832516,-0.55209592,-0.33910283999999996,0.17024267999999998,-0.38261651999999996,-0.08498536,-0.11383140000000001,0.13353776,-0.002154839999999995,0.03789556,9.88e-06,-0.0378932,0.0021479600000000017,rain_light
1,23.634159440000005,-0.71358148,-0.38774312,0.39755447999999993,-0.47127487999999995,-0.028398919999999998,-0.11201868,0.09306644,-0.03871716,0.022899319999999997,9.840000000000002e-06,-0.02289691999999999,0.03871036,rain_light
2,22.618121040000002,-0.7295969199999999,-0.45755128,0.21502427999999998,-0.338989,-0.04884899999999999,-0.12401160000000001,0.18919327999999996,-0.07040388,0.05786932,9.28e-06,-0.05786708,0.07039740000000001,rain_light
3,22.96162528,-0.76848292,-0.5002944,0.22212527999999998,-0.45673527999999997,-0.08679268000000001,-0.13531340000000003,0.16754816000000003,-0.05181744,0.04283296,9.52e-06,-0.04283055999999999,0.05181088,rain_light
4,17.791061759999998,-0.60888924,-0.3862682,0.13157556000000004,-0.2636696,0.0473612,-0.03575908,0.04417892,-0.022618560000000003,0.015826519999999997,7.519999999999999e-06,-0.01582488000000001,0.02261352,rain_light
5,24.831857999999997,-0.18125252000000003,-0.11668336,-0.018784479999999992,-0.5741215599999999,-0.28420332000000004,-0.028569840000000006,0.14908124,0.05017312,0.05287468000000001,1.0120000000000001e-05,-0.05287204,-0.050179919999999996,rain_light
6,24.84960588,-0.31589544,-0.1382008,0.18653408,-0.45006012000000006,-0.04970328,0.038875639999999996,0.09833291999999999,0.029396000000000005,0.0267564,1.0240000000000002e-05,-0.026753879999999997,-0.029402960000000006,rain_light
7,24.598654199999995,-0.36903939999999996,-0.2040402,0.20505892000000003,-0.45694516,-0.14180092000000002,-0.027671800000000007,0.23596152000000004,-0.011240039999999993,0.05457451999999999,1.0120000000000001e-05,-0.054572119999999995,0.011233120000000001,rain_light
8,24.90788908,-0.6128336,-0.39628895999999997,0.09158532,-0.5662961200000001,-0.20110264,-0.060658239999999995,0.23761823999999998,-0.06918252,0.006119239999999998,1.0160000000000003e-05,-0.006116760000000003,0.06917548000000001,rain_light
9,25.554010279999996,-0.55673748,-0.34499792,0.17796015999999998,-0.50852984,-0.20379224,-0.03859248,0.33851052000000004,-0.11690587999999998,0.012470239999999999,1.0400000000000002e-05,-0.01246736,0.11689843999999999,rain_light
10,24.66088704,-0.54514836,-0.31742252,0.18267032,-0.46443816,-0.08891192,-0.048420160000000004,0.14190044000000002,-0.05778072000000001,-0.05280372,1.0160000000000003e-05,0.05280608,0.05777375999999999,rain_light
11,25.10999632,-0.30817595999999997,-0.22619148,-0.08155015999999998,-0.6183941199999999,-0.24570731999999995,0.03797492000000001,0.16118956,-0.0118702,0.01821048,1.036e-05,-0.018207880000000003,0.011862959999999999,rain_light
12,25.423933079999998,-0.40629212000000003,-0.22486092,0.09362364,-0.55780996,-0.18024728,0.017158400000000004,0.18665484,-0.03291308,-0.0015122799999999965,1.0440000000000002e-05,0.0015148400000000002,0.032905880000000005,rain_light
13,25.19481668,-0.32595791999999996,-0.2272226,0.03267276000000001,-0.45824492,-0.18627280000000002,0.004850839999999995,0.20861296000000004,-0.11169088,0.023376840000000003,1.0280000000000003e-05,-0.02337416,0.11168376,rain_light
14,24.756859640000002,-0.46508244000000004,-0.2628242,0.18936044,-0.44734024,-0.07448308,0.01642396,0.22252451999999998,-0.009575560000000004,0.007851960000000003,1.0200000000000002e-05,-0.00784948,0.0095684,rain_light
15,24.297333200000004,-0.53539308,-0.33958368,0.15044584,-0.55523964,-0.19280620000000004,-0.09920631999999997,0.16698304000000003,-0.03658059999999999,-0.0035561599999999974,9.960000000000001e-06,0.0035587200000000013,0.036573839999999996,rain_light
