Block,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13
0,28.313344,-1.246891,-0.360866,-0.240248,-0.462208,0.309032,0.420549,0.189275,0.317317,0.140294,0.000013,-0.140291,-0.317324
1,23.035583,-0.013346,0.014863,0.110240,-0.389751,-0.110559,0.016157,0.080421,0.112536,0.123112,0.000009,-0.123110,-0.112542
2,23.143310,-0.504048,-0.317869,0.252169,-0.195666,-0.043375,-0.049691,0.404281,-0.166082,-0.201290,0.000009,0.201292,0.166075
3,22.508691,-0.413079,-0.388425,-0.027297,-0.155697,-0.195305,-0.309507,0.074337,-0.330905,-0.121193,0.000009,0.121195,0.330899
4,22.560125,-0.305295,-0.053759,0.643096,-0.119349,-0.059040,-0.309791,0.181919,-0.048042,0.071190,0.000009,-0.071188,0.048036
5,22.470346,-0.611588,-0.414737,0.206461,-0.380514,0.017958,-0.099628,0.084460,0.167959,0.183654,0.000009,-0.183652,-0.167965
6,22.368108,-0.106545,-0.129229,-0.203637,-0.525640,0.053831,0.230693,-0.110433,0.177734,0.016058,0.000010,-0.016056,-0.177740
7,22.824321,0.230628,0.360291,0.518033,-0.274749,-0.352928,-0.254890,0.175097,-0.099538,-0.012902,0.000009,0.012905,0.099532
8,23.149875,-0.385190,-0.251428,0.163413,-0.426012,-0.240857,-0.334077,-0.234930,-0.261044,0.110221,0.000009,-0.110218,0.261038
9,23.245338,-0.307288,-0.159706,0.228019,-0.368222,-0.187572,-0.234762,0.107663,-0.148291,-0.322339,0.000010,0.322341,0.148285
10,22.586914,-0.041042,-0.140755,-0.172867,-0.090776,0.011156,-0.019588,0.125864,0.369185,0.309240,0.000009,-0.309238,-0.369191
11,22.846130,-0.138176,-0.112104,-0.103067,-0.573568,-0.069932,0.114116,-0.217253,-0.108621,0.089576,0.000010,-0.089574,0.108615
12,22.504480,-0.452043,-0.125129,0.705977,-0.197216,-0.057088,-0.311210,0.101092,-0.132565,0.105460,0.000009,-0.105458,0.132559
13,23.462602,-0.532115,-0.211354,0.549709,-0.477828,-0.037451,-0.153394,0.047982,-0.030243,0.031514,0.000010,-0.031512,0.030236
14,22.953950,-0.013265,0.016828,0.334700,0.226230,-0.011400,-0.209326,0.300042,-0.019787,0.085096,0.000009,-0.085094,0.019780
15,23.098554,-0.120357,-0.010016,0.224504,-0.478417,-0.181110,-0.090214,-0.017647,0.080781,0.181857,0.000009,-0.181855,-0.080787
16,23.844648,-0.724943,-0.531867,0.074233,-0.340193,0.012084,0.195118,0.477245,-0.076999,0.146608,0.000010,-0.146605,0.076993
17,23.489597,-0.094716,-0.132909,-0.089744,-0.365067,-0.223839,-0.053272,0.136837,0.075934,0.064841,0.000010,-0.064838,-0.075941
18,23.522480,-0.528498,-0.305937,0.353347,-0.327880,-0.049137,-0.308094,0.027965,0.119069,-0.130353,0.000010,0.130355,-0.119076
19,23.905868,-0.089444,-0.104553,-0.033948,-0.351053,-0.065385,-0.054646,-0.175372,-0.016491,0.031751,0.000010,-0.031749,0.016485
20,22.613918,-0.149999,-0.021476,0.257951,-0.196452,-0.205338,-0.032691,0.419403,-0.330343,-0.248401,0.000009,0.248403,0.330336
21,22.775211,-0.149203,-0.239813,-0.217358,-0.178307,-0.078191,-0.057017,0.160693,0.052118,0.070125,0.000009,-0.070123,-0.052124
22,22.976703,0.041491,-0.080781,-0.154482,-0.103805,-0.185457,-0.094282,0.301410,-0.036275,-0.078549,0.000009,0.078551,0.036268
23,23.047214,-0.363603,-0.312590,0.072079,-0.121544,-0.182791,-0.287570,0.069296,-0.334064,-0.064915,0.000009,0.064918,0.334057
24,23.539182,-0.185446,-0.070587,0.348737,0.087798,0.079360,-0.299896,-0.171040,-0.056922,-0.072152,0.000010,0.072154,0.056915
25,22.579856,-0.115925,-0.014542,0.333539,-0.224555,0.011268,0.018585,0.146396,0.094658,0.079803,0.000009,-0.079801,-0.094665
26,23.205593,-0.363185,-0.414969,-0.314905,-0.451332,-0.313228,-0.206356,0.094929,0.028337,0.318115,0.000009,-0.318112,-0.028344
27,23.040849,-0.192050,0.011155,0.407208,-0.559497,-0.131899,-0.039454,0.011682,-0.039851,0.082246,0.000009,-0.082244,0.039844
28,23.288692,-0.632570,-0.400270,0.320243,-0.314753,-0.114337,-0.334128,0.183422,0.139526,0.142575,0.000009,-0.142572,-0.139533
29,23.450239,-0.225251,-0.188208,0.006934,-0.465713,-0.194758,-0.102923,-0.033111,-0.065290,0.112031,0.000010,-0.112029,0.065284
30,22.628723,0.063683,-0.113261,-0.278792,-0.129974,-0.153440,-0.125020,-0.022979,0.032337,0.145935,0.000009,-0.145933,-0.032343
31,22.200576,-0.276055,-0.245478,-0.053059,-0.322349,0.077935,-0.097254,-0.436673,-0.055500,-0.096680,0.000010,0.096683,0.055494
32,23.905384,0.050277,0.256342,0.625881,-0.310794,-0.166164,-0.243477,0.055181,0.146042,-0.052919,0.000010,0.052921,-0.146048
33,22.629135,-0.229538,-0.106666,0.324954,-0.098717,0.077569,0.035946,0.235757,-0.014134,-0.000865,0.000009,0.000868,0.014128
34,22.499650,-0.260070,-0.013046,0.553059,-0.150000,0.342788,0.103696,-0.172175,0.007641,-0.092498,0.000010,0.092500,-0.007647
35,22.642589,-0.776175,-0.571915,0.074589,-0.448344,0.032620,-0.072991,-0.019830,-0.032830,-0.041456,0.000010,0.041458,0.032823
36,23.404094,-0.117181,-0.022118,0.316990,-0.133238,-0.030143,-0.273036,-0.257923,-0.125526,-0.085441,0.000010,0.085443,0.125520
37,22.335708,-0.056386,-0.105173,-0.124194,-0.320467,-0.125785,0.041583,0.180703,0.012208,-0.053456,0.000009,0.053458,-0.012215
38,22.040683,-0.062459,0.087126,0.509451,-0.053933,-0.015663,-0.135374,0.209301,-0.002296,-0.152381,0.000009,0.152383,0.002289
39,23.290168,-0.624323,-0.335690,0.319260,-0.702687,-0.096324,-0.144772,-0.086763,0.078829,0.164826,0.000010,-0.164823,-0.078835
40,23.150924,-0.156324,-0.127669,0.160833,-0.041014,0.052430,-0.121760,0.099414,0.089683,-0.138248,0.000010,0.138250,-0.089690
41,22.302394,0.180051,-0.045296,-0.333743,-0.192770,-0.230002,-0.153818,-0.002191,0.098096,0.016168,0.000009,-0.016166,-0.098102
42,22.614854,-0.182204,-0.178662,-0.103974,-0.532682,-0.244814,-0.026507,0.109763,0.036326,0.015970,0.000009,-0.015968,-0.036333
43,24.241895,-0.376821,-0.230015,0.166240,-0.457064,-0.032562,0.005158,-0.046557,-0.163927,0.056101,0.000010,-0.056099,0.163920
44,23.329742,-0.567232,-0.313247,0.355889,-0.506603,-0.072100,-0.151489,0.019774,-0.010816,0.040510,0.000010,-0.040508,0.010810
45,23.094484,-0.598058,-0.291686,0.523015,-0.316390,-0.161638,-0.261886,0.261336,0.106563,0.225874,0.000009,-0.225872,-0.106569
46,23.465877,-0.437436,-0.430276,-0.094419,-0.066233,0.020047,0.070904,0.457316,0.045246,0.215929,0.000010,-0.215926,-0.045253
47,22.980052,-0.112924,-0.034384,0.173907,-0.423309,-0.162113,-0.067859,0.079586,0.013519,0.092819,0.000009,-0.092817,-0.013525
48,22.226913,-0.146177,-0.012808,0.125264,-0.596081,-0.284872,0.084682,0.223640,-0.289697,-0.194808,0.000009,0.194810,0.289690
49,23.723979,-0.313004,-0.258638,0.073871,-0.161480,-0.044856,-0.120726,0.198232,0.233171,0.244230,0.000010,-0.244228,-0.233178
