0.000000,0.0000
62.500000,6621.0327
125.000000,16.7791
187.500000,30.9803
250.000000,9.6366
312.500000,11.5874
375.000000,16.8565
437.500000,13.3804
500.000000,19.6297
562.500000,26.6701
625.000000,23.9211
687.500000,60.9909
750.000000,81.0840
812.500000,39.9069
875.000000,15.8323
937.500000,20.2349
1000.000000,30.8872
1062.500000,43.3044
1125.000000,20.5791
1187.500000,12.4426
1250.000000,40.4612
1312.500000,89.4714
1375.000000,50.6973
1437.500000,88.6367
1500.000000,88.2395
1562.500000,65.0214
1625.000000,61.5716
1687.500000,46.8844
1750.000000,20.7751
1812.500000,13.2863
1875.000000,48.3057
1937.500000,59.3397
2000.000000,44.8539
2062.500000,62.7023
2125.000000,42.2060
2187.500000,8.2194
2250.000000,104.8220
2312.500000,142.2230
2375.000000,49.5580
2437.500000,70.5198
2500.000000,67.9163
2562.500000,31.5089
2625.000000,13.6390
2687.500000,14.9522
2750.000000,16.4395
2812.500000,29.8316
2875.000000,13.5226
2937.500000,11.8914
3000.000000,28.7751
3062.500000,28.8569
3125.000000,29.6794
3187.500000,37.6609
3250.000000,16.3930
3312.500000,10.8999
3375.000000,21.0294
3437.500000,17.8253
3500.000000,9.4855
3562.500000,35.1868
3625.000000,65.7420
3687.500000,26.4429
3750.000000,17.0657
3812.500000,25.7446
3875.000000,33.6100
3937.500000,18.6189
