0.000000,0.0000
62.500000,5116.0683
125.000000,27.2055
187.500000,11.6880
250.000000,2.3500
312.500000,4.8872
375.000000,2.9523
437.500000,4.6658
500.000000,1.1354
562.500000,11.6310
625.000000,31.7733
687.500000,48.6935
750.000000,48.8752
812.500000,14.2423
875.000000,3.6589
937.500000,8.0369
1000.000000,14.6076
1062.500000,23.1359
1125.000000,29.8303
1187.500000,31.0300
1250.000000,19.9805
1312.500000,23.6286
1375.000000,17.5241
1437.500000,6.5794
1500.000000,2.7714
1562.500000,11.6436
1625.000000,5.1713
1687.500000,6.9122
1750.000000,17.5654
1812.500000,8.2154
1875.000000,7.0051
1937.500000,1.9711
2000.000000,7.9510
2062.500000,8.2982
2125.000000,5.0544
2187.500000,2.7397
2250.000000,7.1572
2312.500000,4.9021
2375.000000,1.7044
2437.500000,0.7709
2500.000000,2.6275
2562.500000,1.6925
2625.000000,4.8777
2687.500000,4.4697
2750.000000,1.5121
2812.500000,3.0250
2875.000000,3.2020
2937.500000,5.3448
3000.000000,4.8077
3062.500000,4.8051
3125.000000,5.9438
3187.500000,1.6769
3250.000000,4.4425
3312.500000,2.0183
3375.000000,5.8871
3437.500000,6.5079
3500.000000,5.5281
3562.500000,5.6054
3625.000000,5.9344
3687.500000,7.1751
3750.000000,6.0909
3812.500000,3.6952
3875.000000,3.2619
3937.500000,1.5232
