0.000000,0.0000
62.500000,5278.7006
125.000000,23.5818
187.500000,9.5199
250.000000,13.0803
312.500000,2.9022
375.000000,4.0422
437.500000,3.0697
500.000000,0.0930
562.500000,23.6497
625.000000,44.2840
687.500000,23.6493
750.000000,6.2131
812.500000,2.4326
875.000000,4.3148
937.500000,3.6071
1000.000000,7.6387
1062.500000,4.1004
1125.000000,10.9631
1187.500000,14.3366
1250.000000,9.5507
1312.500000,9.8796
1375.000000,18.5944
1437.500000,20.0044
1500.000000,17.9197
1562.500000,9.5293
1625.000000,6.8264
1687.500000,13.6514
1750.000000,19.4724
1812.500000,18.8705
1875.000000,38.1550
1937.500000,39.1688
2000.000000,26.3120
2062.500000,10.1965
2125.000000,9.3759
2187.500000,7.6675
2250.000000,3.0615
2312.500000,9.5769
2375.000000,23.3862
2437.500000,11.4945
2500.000000,14.4271
2562.500000,15.8938
2625.000000,13.4518
2687.500000,14.4901
2750.000000,19.5950
2812.500000,38.1493
2875.000000,45.7867
2937.500000,30.8583
3000.000000,21.8330
3062.500000,22.6576
3125.000000,11.5673
3187.500000,19.7151
3250.000000,49.0776
3312.500000,50.9679
3375.000000,34.9694
3437.500000,19.4616
3500.000000,29.6077
3562.500000,30.0034
3625.000000,35.0451
3687.500000,44.1052
3750.000000,33.3662
3812.500000,15.3807
3875.000000,10.7534
3937.500000,20.7489
