Block,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13
0,28.633483,-1.284439,-0.504223,-0.203039,-0.470253,0.242255,0.425568,0.174122,0.252959,0.078074,0.000013,-0.078072,-0.252967
1,24.804058,-0.888750,-0.509672,0.355800,-0.722563,-0.266006,-0.151840,0.293880,-0.243602,-0.108202,0.000010,0.108205,0.243595
2,24.851552,-0.765444,-0.538935,-0.078534,-0.921232,-0.369292,-0.062299,0.208974,-0.019286,-0.183001,0.000010,0.183004,0.019279
3,25.103239,-0.110079,0.058759,0.434888,-0.296992,-0.031784,-0.004911,0.046976,-0.088316,0.049886,0.000010,-0.049884,0.088309
4,25.014856,-0.522010,-0.419930,-0.107668,-0.572366,-0.341819,-0.088188,0.347952,-0.137743,-0.165797,0.000010,0.165799,0.137735
5,23.943935,-0.908696,-0.648898,0.029209,-0.742387,-0.089547,-0.025984,0.162673,0.154615,0.133161,0.000010,-0.133159,-0.154621
6,24.016141,-0.269565,-0.366358,-0.252556,-0.023268,-0.277750,-0.328974,0.393275,-0.076052,-0.058679,0.000010,0.058681,0.076045
7,24.327915,-0.718584,-0.450481,0.212540,-0.707041,-0.422348,-0.215293,0.401524,-0.113961,0.096699,0.000010,-0.096697,0.113954
8,25.243232,-0.832828,-0.485390,0.296142,-0.553878,-0.045297,0.150373,0.534156,-0.144186,-0.048874,0.000010,0.048876,0.144179
9,24.571325,-1.129282,-0.741045,0.344087,-0.327770,0.063054,-0.014037,0.345945,-0.156136,0.178823,0.000010,-0.178820,0.156129
10,25.497570,-0.935514,-0.732495,-0.110272,-0.669842,-0.280170,-0.105453,0.253973,-0.133265,0.010363,0.000011,-0.010360,0.133258
11,25.083261,-0.658514,-0.507510,-0.169777,-0.877527,-0.457740,-0.154636,0.246482,0.132417,0.130579,0.000010,-0.130576,-0.132424
12,25.224061,0.067057,0.072859,-0.021091,-0.576420,-0.500680,-0.145719,0.279703,0.062146,-0.080350,0.000010,0.080353,-0.062153
13,25.608987,-0.873689,-0.486031,0.405622,-0.691785,-0.103691,-0.024092,0.341807,-0.118650,0.091596,0.000010,-0.091594,0.118643
14,26.232841,-0.699657,-0.357085,0.462379,-0.481649,-0.137589,-0.128865,0.278331,-0.377298,-0.172657,0.000011,0.172659,0.377290
15,25.107887,-0.538701,-0.292063,0.329113,-0.488343,-0.051710,-0.067393,0.008193,-0.144921,-0.026096,0.000010,0.026099,0.144915
16,25.452735,-0.408912,-0.304356,-0.172094,-0.865771,-0.557536,-0.054770,0.271500,-0.179096,0.044338,0.000010,-0.044335,0.179088
17,24.765991,-0.672260,-0.369736,0.304991,-0.648794,-0.054777,0.001770,0.064928,-0.223959,0.026822,0.000010,-0.026820,0.223952
18,24.539184,-0.446185,-0.248008,0.134604,-0.675842,-0.058286,0.133143,0.111760,0.207414,0.317536,0.000010,-0.317533,-0.207420
19,24.283128,-0.328232,-0.263790,0.167723,-0.123882,-0.103857,-0.201911,0.275980,-0.091785,0.088437,0.000010,-0.088435,0.091778
20,23.981983,-0.262405,-0.267054,-0.102736,-0.319964,-0.144967,0.001873,0.158355,-0.153755,-0.107541,0.000010,0.107543,0.153748
21,23.162546,-0.527680,-0.439179,-0.037632,-0.407539,-0.268723,-0.144801,0.391145,-0.154492,-0.087492,0.000009,0.087495,0.154485
22,24.428030,-0.388982,-0.036608,0.394350,-1.062403,-0.475433,-0.212908,0.030340,0.031867,-0.160457,0.000010,0.160459,-0.031874
23,24.329238,-0.455628,-0.396232,-0.053380,-0.419145,-0.173997,-0.075738,0.170360,0.081073,0.137489,0.000010,-0.137486,-0.081080
24,24.490049,-0.761861,-0.673763,-0.273036,-0.510747,-0.119876,-0.021371,0.148122,-0.095551,-0.031676,0.000010,0.031679,0.095544
25,24.662839,-0.648342,-0.413393,0.274429,-0.435973,-0.091894,-0.129827,0.147963,-0.132202,-0.003589,0.000010,0.003592,0.132194
26,24.704816,-0.208703,-0.000856,0.429959,-0.421979,-0.224936,-0.203308,-0.041824,-0.261041,-0.120126,0.000010,0.120129,0.261034
27,26.011095,-0.445671,-0.335467,0.000756,-0.570550,-0.250295,-0.009392,0.475344,0.165950,0.178049,0.000011,-0.178046,-0.165957
28,26.226648,-0.341767,-0.400844,-0.470979,-0.600294,-0.339933,0.133348,0.378128,-0.019149,0.084520,0.000011,-0.084517,0.019141
29,25.076652,-0.436792,-0.370335,-0.173665,-0.658550,-0.519754,-0.156970,0.442445,0.020993,0.110142,0.000010,-0.110139,-0.021001
30,25.224338,-0.050342,-0.017936,0.100466,-0.310457,-0.083951,-0.058404,0.083019,0.365839,0.360149,0.000010,-0.360146,-0.365845
31,24.029233,-0.584490,-0.570909,-0.376491,-0.510129,-0.259069,0.009162,0.358892,0.021503,-0.076088,0.000010,0.076091,-0.021510
32,25.767427,-0.639922,-0.591853,-0.507146,-0.759779,-0.507112,0.092606,0.624322,-0.020640,-0.041923,0.000011,0.041926,0.020631
33,24.409679,-0.551395,-0.264430,0.352794,-0.732896,-0.335298,-0.178562,0.204577,-0.101759,0.021084,0.000010,-0.021082,0.101752
34,24.174150,-0.315500,-0.158108,0.262286,-0.400211,-0.087638,-0.031618,0.138923,-0.026328,-0.092890,0.000010,0.092892,0.026321
35,22.902822,-0.934178,-0.570029,0.393630,-0.296952,0.020228,-0.036414,0.322436,-0.180591,0.044513,0.000009,-0.044510,0.180585
36,25.718172,-0.828848,-0.452540,0.622173,-0.125130,-0.088408,-0.277595,0.428401,-0.217048,0.112809,0.000010,-0.112806,0.217040
37,28.959436,-1.165365,-0.729276,0.451705,-0.111841,0.132883,0.104869,0.646981,-0.632936,-0.086336,0.000012,0.086339,0.632928
38,28.844762,-1.007411,-0.645466,0.357302,-0.328507,-0.113654,0.171735,0.896093,-0.535477,0.134601,0.000011,-0.134597,0.535469
39,26.568458,-0.306177,-0.085274,0.469805,-0.321760,-0.022613,0.027496,0.269681,-0.197450,0.019823,0.000011,-0.019820,0.197443
40,25.083885,-0.131259,-0.285656,-0.417460,-0.053538,0.039950,0.117063,-0.073292,-0.281747,-0.007790,0.000010,0.007793,0.281740
41,24.705829,-0.359066,-0.283492,-0.116740,-0.699371,-0.442077,-0.050005,0.261309,-0.112629,-0.034698,0.000010,0.034701,0.112622
42,25.052541,-0.430264,-0.266142,0.084196,-0.712586,-0.281428,-0.059064,0.149094,-0.108702,0.051385,0.000010,-0.051382,0.108695
43,25.048265,-0.622155,-0.237003,0.511967,-0.758841,-0.023556,-0.009861,-0.008108,-0.098608,-0.143228,0.000011,0.143230,0.098601
44,26.537101,-0.176037,0.097509,0.450346,-0.643460,-0.445731,-0.096668,0.570665,-0.017268,-0.065941,0.000011,0.065945,0.017260
45,25.792293,-0.881759,-0.476166,0.280180,-0.850250,-0.338727,-0.026509,0.479698,-0.200280,-0.247978,0.000011,0.247981,0.200272
46,25.873535,-0.702067,-0.356417,0.527078,-0.488363,-0.081739,-0.058077,0.462707,0.008244,0.151643,0.000010,-0.151640,-0.008252
47,25.401447,-0.507044,-0.291538,0.131201,-0.691265,-0.315158,0.004117,0.508040,0.176966,-0.000077,0.000010,0.000079,-0.176973
48,25.502857,-0.783907,-0.526660,0.259402,-0.407665,-0.211627,-0.178196,0.395561,-0.268260,0.014514,0.000010,-0.014512,0.268252
49,26.571977,-0.859976,-0.392667,0.551810,-0.822899,-0.223269,-0.064738,0.341708,-0.270027,-0.050812,0.000011,0.050815,0.270019
