Block,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13
0,28.326404,-1.315203,-0.446776,-0.298488,-0.502572,0.306361,0.451577,0.137686,0.264864,0.138612,0.000013,-0.138610,-0.264872
1,23.283872,-0.603401,-0.573553,-0.290468,-0.507063,-0.170168,-0.143581,0.016049,0.205954,0.169875,0.000010,-0.169873,-0.205960
2,23.664531,-0.277555,0.011918,0.597839,-0.479248,0.048875,0.011954,0.054538,0.056824,0.037445,0.000010,-0.037443,-0.056830
3,24.446634,-0.293222,-0.050230,0.528159,-0.373726,-0.169946,-0.192907,0.195427,0.022326,0.062262,0.000010,-0.062260,-0.022333
4,22.786371,-0.575191,-0.530376,-0.185587,-0.411560,-0.080072,-0.196260,-0.061270,0.120183,0.013141,0.000010,-0.013139,-0.120189
5,22.852222,-1.118726,-0.717934,0.372540,-0.390754,-0.192383,-0.294046,0.425890,-0.158274,0.011771,0.000009,-0.011768,0.158267
6,25.899002,-0.827175,-0.338937,0.843105,-0.150790,-0.197098,-0.429098,0.438991,-0.415840,-0.118594,0.000010,0.118596,0.415832
7,25.008440,-0.186159,-0.100136,0.072195,-0.439939,-0.142712,0.159707,0.484792,0.114892,0.001269,0.000010,-0.001266,-0.114899
8,24.367504,0.259881,0.111477,-0.139761,-0.113315,0.152049,0.257795,-0.042912,0.071813,-0.076929,0.000010,0.076931,-0.071820
9,24.423385,-0.364874,-0.219859,0.059731,-0.622790,0.059818,0.206201,0.020385,0.171217,0.182680,0.000010,-0.182677,-0.171224
10,24.889739,-0.003464,0.142425,0.340828,-0.507112,-0.126706,0.015070,-0.021977,-0.093549,0.156738,0.000010,-0.156735,0.093542
11,24.417930,-0.423987,-0.292685,0.029129,-0.286203,0.082859,0.193861,0.234616,-0.184120,-0.265260,0.000010,0.265262,0.184113
12,22.484870,-0.848386,-0.787887,-0.416521,-0.349468,0.084369,0.000878,-0.073010,0.228963,0.174251,0.000010,-0.174249,-0.228969
13,21.963584,-0.634840,-0.558746,-0.085493,-0.231073,-0.068326,-0.169055,0.087298,-0.101134,0.005454,0.000009,-0.005452,0.101127
14,22.350654,-0.660388,-0.435771,0.103480,-0.723748,-0.292809,-0.019786,0.320505,-0.037617,0.178815,0.000009,-0.178813,0.037610
15,21.692888,-1.111918,-0.813582,0.075892,-0.572512,-0.133949,-0.256231,0.090694,-0.053721,0.005188,0.000009,-0.005185,0.053715
16,21.558715,-1.155738,-0.888186,-0.002067,-0.484938,-0.204767,-0.430231,0.011317,-0.197610,0.004776,0.000009,-0.004773,0.197603
17,22.363779,-0.719829,-0.460623,0.267305,-0.498139,-0.098279,-0.122618,0.172634,-0.106848,0.013580,0.000009,-0.013578,0.106841
18,23.406438,-0.904550,-0.561126,0.388933,-0.359585,-0.047234,-0.306850,0.096907,0.010460,0.005926,0.000010,-0.005924,-0.010466
19,26.075532,-1.172156,-0.525030,0.951192,-0.083810,-0.074453,-0.468239,0.340402,-0.215132,-0.027515,0.000011,0.027517,0.215124
20,26.511157,-0.053510,-0.058172,0.108281,-0.208970,-0.395269,-0.303952,0.357776,-0.109387,0.092185,0.000010,-0.092182,0.109379
21,25.348575,0.316746,0.240322,0.058964,-0.207737,-0.367154,-0.390488,0.070109,0.217455,0.089054,0.000010,-0.089052,-0.217462
22,24.819610,0.008759,0.162998,0.547510,-0.167127,0.000251,-0.201315,-0.082552,0.122761,-0.070211,0.000010,0.070214,-0.122768
23,24.212520,-0.576051,-0.350589,0.259494,-0.549891,-0.029209,-0.170262,-0.135940,0.014327,-0.029302,0.000010,0.029305,-0.014334
24,22.553773,-0.561461,-0.436513,0.069875,-0.343343,-0.068682,-0.047909,0.200089,-0.002678,0.192178,0.000009,-0.192176,0.002672
25,24.283243,-0.905132,-0.381756,0.753364,-0.746832,-0.164426,-0.385702,0.058461,0.260739,0.095285,0.000010,-0.095283,-0.260746
26,24.323635,-0.598795,-0.400792,0.017025,-0.681597,-0.151950,0.079362,0.219232,-0.077605,-0.225173,0.000010,0.225176,0.077599
27,22.823755,-0.902492,-0.613601,0.126114,-0.500146,-0.044365,-0.037353,0.074986,-0.289421,-0.220422,0.000010,0.220425,0.289414
28,21.928783,-0.869094,-0.649842,0.040455,-0.443636,-0.000811,-0.053819,0.142692,-0.010986,0.099492,0.000009,-0.099490,0.010979
29,23.471050,-1.148115,-0.814139,0.118991,-0.567381,-0.144732,-0.140893,0.396672,0.186132,0.105461,0.000010,-0.105459,-0.186139
30,24.305900,-0.235529,-0.173378,0.209545,0.015812,0.057428,-0.132426,0.070557,-0.021606,0.046822,0.000010,-0.046820,0.021599
31,24.039358,-0.485799,-0.161590,0.637691,-0.327384,0.009853,-0.173455,0.194515,0.201325,0.170833,0.000010,-0.170831,-0.201332
32,26.228704,-0.914351,-0.189958,1.220928,-0.508761,0.277118,-0.074769,-0.141753,-0.083333,0.000156,0.000011,-0.000153,0.083326
33,25.830165,-0.337332,0.269310,1.302288,-0.234272,0.203852,-0.141907,-0.170757,-0.074120,0.264196,0.000010,-0.264193,0.074113
34,24.903759,-0.409325,-0.198303,0.272513,-0.681136,-0.238529,-0.171090,-0.007302,0.101304,-0.026119,0.000010,0.026122,-0.101311
35,23.105848,-0.776845,-0.403862,0.482168,-0.596915,-0.064620,-0.217464,0.055021,0.046675,-0.150118,0.000010,0.150120,-0.046682
36,23.512865,-0.868630,-0.422111,0.601827,-0.503091,0.035150,-0.094314,0.064189,-0.328203,-0.123572,0.000010,0.123575,0.328197
37,22.674360,-0.912182,-0.427752,0.599207,-0.707475,-0.010238,-0.055782,0.116077,-0.007638,-0.069773,0.000010,0.069775,0.007631
38,23.867937,-0.311056,-0.100192,0.361388,-0.546084,-0.198062,-0.070579,0.230312,-0.031898,0.063128,0.000010,-0.063125,0.031892
39,22.216445,-0.989491,-0.620992,0.323711,-0.357868,0.025670,-0.145665,-0.007937,-0.299403,-0.077176,0.000009,0.077178,0.299396
40,22.639291,-0.846145,-0.561033,0.260741,-0.056701,0.256479,0.015336,0.053057,-0.267967,-0.170074,0.000010,0.170076,0.267960
41,21.196521,-1.250530,-0.700618,0.657672,-0.338193,0.153543,-0.188635,0.090013,-0.085513,0.161588,0.000009,-0.161586,0.085507
42,23.046413,-0.549882,-0.275538,0.371017,-0.516355,0.028278,-0.039876,-0.103860,-0.011547,-0.030899,0.000010,0.030901,0.011540
43,23.388538,-0.443829,-0.208475,0.372149,-0.367091,0.077595,0.046877,0.047901,-0.062985,-0.153006,0.000010,0.153009,0.062979
44,23.482439,-1.013373,-0.788505,0.016256,-0.484840,-0.261363,-0.170206,0.362516,-0.175951,0.336595,0.000009,-0.336593,0.175944
45,23.760410,-0.994824,-0.397826,0.743387,-0.774654,0.193475,-0.023952,-0.266384,-0.002189,0.235868,0.000010,-0.235866,0.002182
46,24.281101,-1.005450,-0.563899,0.433595,-0.793171,-0.028484,-0.072048,0.110911,0.090173,0.105019,0.000010,-0.105017,-0.090180
47,23.433807,-0.338013,-0.179691,0.339139,-0.235479,-0.168569,-0.261110,0.086825,-0.038235,0.116687,0.000009,-0.116685,0.038228
48,23.872282,-0.275783,-0.332751,-0.209859,-0.230440,-0.229309,-0.115129,0.424610,0.011140,0.008266,0.000010,-0.008263,-0.011147
49,24.237377,-0.457540,-0.396284,-0.112450,-0.598182,-0.322956,-0.175868,0.226107,0.003183,0.009419,0.000010,-0.009416,-0.003190
