Block,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13
0,28.283714,-1.419530,-0.533579,-0.241852,-0.406372,0.335161,0.522660,0.364216,0.372503,0.156191,0.000013,-0.156188,-0.372511
1,25.117733,-0.209990,-0.080188,0.289587,-0.409138,-0.111955,-0.100842,0.075862,0.066176,0.070382,0.000010,-0.070379,-0.066183
2,23.858463,-0.528372,-0.381257,0.146358,-0.342927,-0.126240,-0.100944,0.119820,-0.196508,0.072475,0.000010,-0.072473,0.196502
3,24.838539,-0.319260,-0.130796,0.208792,-0.481228,-0.016913,0.167514,0.097208,-0.222372,-0.047714,0.000010,0.047716,0.222365
4,25.309757,-0.666896,-0.504036,-0.148062,-0.788553,-0.074197,0.105454,-0.070208,-0.006293,0.023951,0.000011,-0.023948,0.006287
5,25.222522,-0.287418,-0.102073,0.026605,-0.890120,-0.375741,0.107177,0.334000,0.154113,-0.146433,0.000010,0.146435,-0.154120
6,24.217752,-0.292164,-0.255576,-0.060417,-0.504066,-0.336401,-0.108684,0.337532,-0.006489,0.094398,0.000010,-0.094395,0.006482
7,23.572868,-0.124418,0.107268,0.572026,-0.329540,-0.122960,-0.094218,0.020062,-0.340979,-0.156811,0.000010,0.156814,0.340972
8,25.160713,-0.457662,-0.159534,0.496188,-0.558975,-0.139534,-0.121328,0.269792,0.253742,0.203226,0.000010,-0.203223,-0.253749
9,25.524148,-0.488520,-0.444453,-0.043538,-0.068317,-0.070851,-0.365503,-0.060964,-0.169735,-0.043846,0.000011,0.043849,0.169728
10,24.524955,-0.133725,-0.086714,-0.051532,-0.625778,-0.294654,0.095802,0.229282,-0.077093,-0.004324,0.000010,0.004327,0.077086
11,25.265727,-0.522887,-0.321227,0.145006,-0.681060,-0.287414,-0.097230,0.250314,-0.054477,-0.057275,0.000010,0.057278,0.054470
12,24.651811,-0.219922,-0.203225,-0.016555,-0.220367,0.131730,0.185069,0.060822,0.101126,0.209032,0.000010,-0.209030,-0.101133
13,24.419374,-0.711230,-0.489988,0.206253,-0.216821,0.225262,0.122494,0.210688,0.037993,0.133565,0.000010,-0.133562,-0.038000
14,24.183645,-0.685877,-0.393096,0.446271,-0.356027,-0.136807,-0.235358,0.280959,-0.052100,0.170236,0.000010,-0.170233,0.052093
15,24.049655,-0.173140,0.151483,0.565679,-0.736610,-0.481347,-0.309606,0.161180,0.153496,0.032801,0.000010,-0.032798,-0.153502
16,24.630020,-0.260221,-0.278571,-0.005803,-0.055016,-0.200331,-0.410086,0.030723,-0.152593,0.066535,0.000010,-0.066532,0.152586
17,24.598361,-0.367481,-0.445179,-0.362263,-0.257041,-0.011435,0.025768,0.100596,0.070826,0.046912,0.000010,-0.046910,-0.070833
18,23.483283,-0.369344,-0.373191,-0.087013,-0.303626,-0.289939,-0.299849,0.119336,-0.238814,0.087962,0.000009,-0.087959,0.238807
19,24.804883,-0.564758,-0.277530,0.348790,-0.619565,-0.244789,-0.004664,0.413870,-0.032130,0.062113,0.000010,-0.062111,0.032123
20,23.722213,-0.309659,-0.133203,0.415757,-0.256578,-0.165854,-0.165046,0.216411,-0.195066,0.094053,0.000009,-0.094050,0.195059
21,24.673784,-0.388304,-0.287396,0.076301,-0.355975,-0.134927,-0.023523,0.353556,-0.163440,-0.089885,0.000010,0.089887,0.163433
22,24.894910,-0.324753,-0.130254,-0.001464,-0.808120,-0.214219,0.331228,0.412467,0.049143,-0.025144,0.000010,0.025147,-0.049150
23,24.244743,-0.349335,-0.149547,0.274313,-0.592697,-0.146024,-0.068113,-0.027935,-0.086847,-0.057346,0.000010,0.057348,0.086841
24,24.574502,-0.292817,-0.223558,0.088475,-0.462936,-0.510123,-0.341241,0.202319,-0.351592,0.125365,0.000010,-0.125362,0.351585
25,24.238399,-0.101647,-0.077899,0.022192,-0.451187,-0.153436,-0.022432,0.014623,0.119265,0.132161,0.000010,-0.132158,-0.119272
26,24.647706,0.036898,0.105317,0.231057,-0.306959,-0.024974,-0.014061,-0.256433,-0.160364,0.060637,0.000010,-0.060634,0.160358
27,23.667148,-0.925463,-0.635916,0.204855,-0.563717,-0.142357,-0.260083,0.181196,0.098997,0.170458,0.000010,-0.170455,-0.099004
28,23.520397,-0.321544,-0.223089,0.125855,-0.417450,-0.169707,-0.183558,0.171259,-0.033470,-0.133499,0.000010,0.133502,0.033463
29,24.533185,-0.750022,-0.522500,0.182021,-0.307898,0.018695,-0.123494,0.131639,0.017794,-0.119867,0.000010,0.119870,-0.017801
30,23.431266,-0.281335,-0.160757,-0.045829,-0.683890,-0.167696,0.296039,0.345331,0.060239,-0.019462,0.000010,0.019464,-0.060245
31,23.450265,-0.908057,-0.508609,0.459699,-0.400544,0.181762,-0.140688,-0.139534,-0.069365,-0.073486,0.000010,0.073488,0.069359
32,23.566329,-0.295836,-0.343555,-0.171449,-0.000560,0.163028,0.048616,0.147061,0.193232,0.066815,0.000010,-0.066812,-0.193239
33,23.577173,-1.020056,-0.830831,-0.118510,-0.387064,-0.213441,-0.305328,0.212716,-0.019375,0.024301,0.000010,-0.024299,0.019368
34,23.365917,-0.341522,-0.253068,0.057167,-0.488458,-0.280035,-0.297891,-0.044090,0.025450,0.111458,0.000010,-0.111456,-0.025456
35,23.672739,-0.541363,-0.427929,-0.030179,-0.632528,-0.407724,-0.398519,0.080292,0.083008,0.050988,0.000010,-0.050986,-0.083015
36,23.855878,-0.755836,-0.520732,0.296982,-0.025194,0.108479,-0.002693,0.498039,-0.041271,0.233132,0.000010,-0.233129,0.041264
37,24.163494,-0.515506,-0.200437,0.639813,-0.250127,0.017687,-0.070227,0.297653,-0.164997,0.101935,0.000010,-0.101932,0.164989
38,23.273189,-0.427515,-0.457140,-0.253632,-0.318323,-0.186183,-0.303744,-0.120032,0.032014,0.080337,0.000010,-0.080334,-0.032021
39,23.890365,-0.684807,-0.474119,0.205621,-0.161992,0.075030,-0.180311,-0.138036,-0.175914,0.082903,0.000010,-0.082901,0.175907
40,23.296270,-0.539519,-0.312498,0.441402,0.084356,0.028110,-0.180366,0.423632,0.117026,0.264175,0.000009,-0.264173,-0.117033
41,24.591588,-0.824984,-0.487487,0.275399,-0.729277,-0.140049,-0.028307,0.061509,-0.237928,-0.038131,0.000010,0.038134,0.237921
42,25.265081,-0.353418,-0.307188,0.016348,-0.203399,-0.144006,-0.174440,0.289276,0.085718,-0.125721,0.000010,0.125723,-0.085725
43,23.940088,-0.803978,-0.676836,-0.147273,-0.542034,-0.237289,-0.182699,0.157614,-0.077707,-0.005966,0.000010,0.005968,0.077700
44,24.800594,-0.304850,-0.178665,0.112681,-0.622248,-0.359224,-0.194745,0.093612,-0.174908,-0.105397,0.000010,0.105400,0.174901
45,24.706369,-0.708302,-0.614741,-0.405785,-0.510064,-0.151355,0.299208,0.523118,-0.186701,-0.179339,0.000010,0.179341,0.186694
46,24.604469,-0.613172,-0.336526,0.033966,-1.009263,-0.302388,0.101046,0.268498,0.025695,-0.161846,0.000010,0.161848,-0.025702
47,26.524751,-0.739048,-0.472389,0.285890,-0.410860,-0.503665,-0.272871,0.818446,-0.308381,0.079098,0.000010,-0.079095,0.308373
48,25.093940,-0.605386,-0.241822,0.533568,-0.718641,-0.381270,-0.282619,0.307365,-0.120939,0.048348,0.000010,-0.048345,0.120932
49,24.190391,-0.100390,-0.022993,0.139147,-0.410973,-0.120747,0.065662,0.053064,-0.209700,-0.123856,0.000010,0.123858,0.209694
