mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,label
-296.59213,36.575237,-21.498793,-5.238017,-17.3201,14.068398,-6.5350175,-3.9606392,-1.9305632,10.83793,0.97295207,16.680683,13.788272,2
-292.39325,43.128822,-18.713425,-5.2605624,-16.024473,15.590366,-3.4438229,-1.7073352,1.7467351,13.151761,3.125328,19.783995,16.739729,2
-301.32547,47.545918,-18.624477,-5.041349,-14.380189,12.871167,-3.8352017,-2.3471131,0.8392181,13.065116,4.8061295,19.485527,16.482546,2
-280.99252,47.0974,-23.419266,-9.994445,-12.818579,9.910219,-3.9347358,-5.411764,2.7632074,12.985167,3.8008785,21.524252,19.266247,2
-294.38568,52.069485,-21.355282,-11.607433,-14.548593,11.100097,-2.460524,-4.5715337,2.7247746,12.992764,4.6074376,20.207546,18.369362,2
-304.246,45.03389,-18.257227,-4.1515574,-15.198661,14.117539,-3.227376,-1.1346265,1.0386281,13.381167,4.3329506,19.602262,16.48268,2
-287.97455,48.12035,-20.596798,-9.758935,-16.536375,13.747928,-3.6931846,-4.691102,1.3475348,14.177258,3.8629096,19.841833,17.791727,2
-302.6343,41.222042,-20.515598,-6.1880717,-17.238132,13.462954,-4.895872,-4.271555,-1.2408161,12.819149,2.113054,16.748232,13.263019,2
-296.18817,47.524082,-18.966743,-8.02299,-15.633764,14.13221,-2.6957524,-1.7757126,2.763398,13.402006,4.6045203,18.99332,17.17044,2
-295.69543,42.477863,-19.287855,-4.3856835,-15.595885,14.239347,-4.3266506,-2.3496275,0.40365237,13.070156,3.1512985,19.082535,15.969377,2
-323.22528,66.89894,-12.450881,-1.4527973,-3.6762524,1.3913497,-8.525866,-0.82008284,1.9499254,6.1676407,10.046354,14.481881,16.683348,2
-289.0622,41.790108,-15.392464,-2.0174243,-14.4964075,17.938068,-2.1106355,-0.48181337,3.0353734,14.613928,4.434402,20.275833,17.043427,2
-287.0244,68.01393,-15.705097,-6.2877803,-5.073458,0.21809104,-15.379193,-2.263498,2.6713545,4.9474,11.860878,14.8875265,17.857964,2
-300.31735,46.762474,-18.621733,-6.8540382,-15.594743,14.068428,-2.3040192,-2.229869,1.9801736,13.667643,4.4001784,19.76148,17.044931,2
-290.84525,43.4474,-20.688347,-7.5147314,-16.230768,14.645833,-4.6529317,-3.5832605,0.502343,12.374435,2.6059854,19.053867,16.062483,2
-289.11426,47.553734,-19.855658,-9.150848,-15.72346,15.869439,-3.2150145,-4.047922,1.2957512,13.141091,3.5320888,19.041277,17.796461,2
-299.5775,45.25682,-20.240143,-6.81025,-15.312204,13.826628,-4.614612,-3.4817407,-0.84268403,11.215333,2.7701964,17.267082,14.712442,2
-300.52713,41.701347,-16.282696,-1.9533718,-15.002324,13.658876,-2.836034,-2.3097038,1.6175494,14.059644,3.4444318,21.169104,16.351986,2
-302.03888,47.17052,-18.944939,-6.858686,-15.772222,13.888652,-4.5815873,-2.9396656,0.889164,13.178447,4.8882613,19.089607,16.697407,2
-303.9819,44.166836,-17.200249,-2.5896595,-14.846968,15.019699,-3.477448,-2.4728832,0.3303384,13.592044,3.187566,19.498034,14.953729,2
-301.85214,40.46657,-15.841038,-1.5007585,-15.806754,14.746337,-2.8592603,-1.3575844,1.8665665,14.422091,3.961845,20.740007,16.31386,2
-297.1096,41.219364,-19.860332,-5.54117,-16.963745,13.988848,-5.766943,-3.7846036,-0.8891936,12.080393,2.093093,17.94443,14.888401,2
-300.44266,50.817146,-20.274778,-8.763153,-13.595191,13.349106,-2.3020606,-2.580488,1.9059507,13.051325,5.374123,18.752079,17.616531,2
-294.6867,42.67967,-19.632214,-5.75036,-16.649347,14.133341,-5.009013,-3.2484448,-0.06188763,12.565746,2.648939,18.138561,15.209856,2
-291.21463,44.852776,-18.989897,-6.610777,-15.926854,14.012059,-3.9853024,-2.9299212,2.4480808,13.731387,3.1382215,19.669882,17.557253,2
-303.05655,66.94036,-13.464235,-3.625132,-4.9040117,0.55283785,-13.045278,-2.3026626,2.0980053,6.906103,11.671377,14.122582,17.643162,2
-295.58435,47.438023,-19.564686,-8.263786,-15.524965,15.158674,-2.4696455,-2.1896565,1.2548201,12.494493,3.6915855,18.550085,18.120863,2
-304.02594,45.25156,-20.93911,-7.297636,-15.09582,13.5846815,-4.8388214,-4.2917466,-0.73627234,11.800176,3.2236853,17.284746,15.116059,2
-300.00613,46.524246,-17.972841,-5.643691,-14.250394,14.679286,-2.3698218,-2.5053594,1.254944,13.417244,5.156281,19.223534,17.262075,2
-299.8424,44.486954,-19.703472,-6.059799,-15.132509,14.822166,-4.0811114,-3.472674,0.45344582,13.021131,3.1580958,18.477922,16.022537,2
-293.61322,43.97217,-17.076231,-5.4304404,-17.436039,14.868314,-3.7005146,-1.6788224,1.8354486,13.747255,4.712335,19.998606,17.3547,2
-309.98257,44.25606,-16.476965,-0.5083035,-13.864787,13.967331,-3.8902702,0.5539136,-0.025504205,12.682832,5.2846656,18.252226,14.735203,2
-302.3292,43.167236,-15.899125,-2.788816,-15.628926,13.837944,-2.352331,-2.8144195,1.9730109,15.048944,4.139034,21.903847,15.995416,2
-300.33255,47.525852,-18.174976,-6.0011806,-14.345918,12.935331,-2.9681551,-3.3336215,2.3026364,14.349201,5.2283764,19.779139,17.188066,2
-309.63474,43.66723,-16.666508,-0.22041015,-14.529666,12.816806,-2.9102337,1.3815176,-0.16281994,12.577801,4.718741,17.827497,14.240966,2
-298.0446,44.014122,-17.299147,-4.839195,-16.488564,14.318304,-2.0563939,-2.544644,0.8090006,14.911364,5.175675,20.390043,16.66548,2
-297.36386,44.531532,-19.763346,-4.949124,-14.700597,13.038479,-4.092418,-3.889192,-0.29288077,13.554975,3.6044803,19.033716,15.913249,2
-295.127,47.41734,-18.712172,-7.1834292,-15.5439005,13.980005,-2.0590405,-2.4973574,1.3746859,13.748441,5.0726085,19.659336,18.072872,2
-294.88138,42.77653,-21.546303,-8.281124,-16.460033,15.3067465,-4.3953104,-3.06932,0.994043,12.701077,2.9575546,17.450716,15.212301,2
-299.40292,45.05577,-17.505823,-5.7371798,-16.006985,16.047102,-2.970925,-1.7353785,2.3998728,14.142818,4.253465,19.09582,17.018349,2
-294.53287,49.161522,-15.1787,-4.052482,-13.856147,16.00263,-2.1338217,-1.1055584,2.0391488,12.947625,5.4609833,20.180336,18.875883,2
-301.7508,52.206295,-15.352241,-3.2373688,-11.979978,13.003274,-3.2269504,-0.4839048,2.1735916,12.808827,7.900156,20.504826,18.27549,2
-296.47885,50.411404,-16.865839,-4.0082054,-11.092107,14.26758,-1.7860205,-0.83605397,2.7391443,12.716469,5.407757,19.412222,17.831575,2
-316.49014,46.471363,-13.797652,1.7438073,-11.590404,15.534102,-1.8392256,2.9416714,1.5781293,12.515682,6.5780478,18.580864,15.225307,2
-294.78308,46.14498,-18.726751,-6.7099714,-15.735036,13.794432,-2.4092886,-2.7553167,1.6491579,13.792441,4.757003,20.267092,17.121344,2
-310.9063,46.94103,-15.916491,-1.2268735,-12.443903,15.799337,-2.5224895,0.93235284,1.562718,12.758853,5.1154747,18.801552,15.391872,2
-316.20328,45.94727,-12.657619,2.8361845,-11.599621,14.698858,-1.8203888,2.058092,1.0232351,12.882099,6.5858974,19.129179,16.007149,2
-311.65646,51.661644,-16.277836,-2.5547268,-10.691531,13.310014,-2.399403,2.2512472,2.4538448,11.820269,7.5234885,18.404625,17.331173,2
-308.48813,45.058483,-15.965876,1.0107259,-12.272179,13.447421,-2.7369049,2.2754,0.9981914,12.358304,5.4491496,19.25144,15.1147585,2
-293.0537,49.42081,-19.185053,-7.828271,-15.520113,11.300151,-2.6437445,-4.11792,1.6121672,14.368479,4.7650104,20.255653,17.541828,2
-305.44418,48.17932,-18.325787,-2.6426766,-8.938058,15.258214,-2.0432694,1.1080859,4.1441402,12.894946,4.717807,18.13441,15.94241,2
-294.23315,49.332607,-16.490276,-3.775098,-12.116504,15.708039,-2.1034057,-0.79801446,2.2590652,12.78815,5.2824936,19.584124,17.71628,2
-307.18027,48.102295,-15.903345,-1.2024908,-10.6992855,15.520327,-0.9309558,2.2546065,2.248884,12.115508,6.436104,19.243723,17.487854,2
-289.04138,52.441273,-17.799421,-8.353226,-13.683708,14.958975,-2.0935981,-1.1842054,4.7468257,13.998602,5.049573,18.785051,18.227354,2
-295.50815,50.111015,-15.57093,-3.4077547,-12.852235,14.225322,-2.5389292,-0.33452648,2.8301256,13.502202,6.0023994,19.810236,18.23157,2
-305.35828,47.341408,-14.765009,-0.47199076,-11.861046,14.361392,-2.5069895,0.479674,1.858322,13.068647,6.766137,20.154152,16.840189,2
-311.07227,46.746784,-15.42657,-1.1841575,-14.658469,14.12637,-3.4144287,0.8197741,0.6976638,12.796268,5.35516,19.274036,15.00751,2
-283.7019,50.948315,-22.194208,-12.374196,-15.129799,13.319154,-2.1337996,-4.4981775,2.7947476,13.009022,3.055715,19.328194,18.60634,2
-312.65826,41.849915,-13.7658415,4.439432,-12.586995,14.802218,-2.490354,2.0534194,0.4306406,13.471096,4.9756193,19.750456,14.161543,2
-308.70056,47.195026,-20.79105,-4.2861233,-7.523726,15.851615,-1.3276845,1.0452255,4.6498494,11.931761,4.2068505,18.472647,17.233408,2
