Block,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13
0,30.095937,-1.611739,-0.913117,0.026424,-0.411665,0.016884,0.042101,0.317709,0.238215,0.390349,0.000013,-0.390347,-0.238224
1,25.802206,-0.966015,-1.045256,-0.841851,-0.441726,-0.336812,-0.250045,0.186051,-0.072615,0.155715,0.000011,-0.155713,0.072608
2,25.571954,-1.117157,-1.315744,-1.377086,0.379293,-0.119788,-0.412438,0.311971,0.083783,0.394343,0.000011,-0.394340,-0.083791
3,23.897464,-0.355532,-0.718095,-1.116719,-0.106090,-0.478406,-0.475636,0.125246,0.126754,0.280952,0.000010,-0.280950,-0.126761
4,23.681352,-0.209391,-0.565214,-1.028693,-0.316241,-0.428597,-0.374468,-0.152555,-0.049541,0.036034,0.000010,-0.036032,0.049535
5,22.712518,-0.431838,-0.705985,-0.962914,0.204326,-0.181883,-0.337139,0.286480,0.353345,0.494046,0.000009,-0.494044,-0.353352
6,27.111061,-1.455336,-1.013753,0.158545,-0.567448,-0.399495,-0.414283,0.484957,-0.070246,0.142333,0.000011,-0.142330,0.070238
7,29.750831,-1.772096,-1.352098,-0.131180,-0.141946,0.023894,-0.298189,0.189467,-0.115155,0.214111,0.000013,-0.214107,0.115146
8,29.525497,-1.729432,-1.423037,-0.562660,-0.017610,-0.002469,-0.451337,-0.126190,-0.038992,0.308188,0.000013,-0.308185,0.038984
9,26.601867,-1.161360,-1.115745,-0.625774,0.081833,-0.116327,-0.413502,0.216249,0.046668,0.277087,0.000011,-0.277084,-0.046675
10,26.607324,-1.466031,-1.178517,-0.270798,0.095499,0.089336,-0.294827,0.109173,-0.011619,0.355024,0.000011,-0.355021,0.011612
11,28.479402,-1.469510,-1.214238,-0.381413,-0.300287,-0.014466,-0.272535,-0.050593,0.054317,0.290925,0.000012,-0.290922,-0.054325
12,26.742221,-1.092329,-0.851070,-0.019345,0.128035,-0.160027,-0.592102,0.253104,0.046076,0.352897,0.000011,-0.352894,-0.046083
13,29.046047,-2.278371,-1.615755,0.029162,-0.614534,0.032684,-0.231378,0.174253,-0.214022,0.078606,0.000013,-0.078603,0.214013
14,30.788787,-1.716471,-1.193553,0.193662,-0.246269,0.133622,-0.250963,0.094934,-0.384220,-0.089699,0.000013,0.089702,0.384210
15,27.585811,-0.983636,-0.725188,0.101807,-0.244598,0.091141,-0.011269,0.170315,-0.160188,0.094279,0.000012,-0.094277,0.160180
16,26.681293,-0.884178,-0.909472,-0.527354,-0.203104,-0.417698,-0.535849,0.162591,-0.146705,0.347528,0.000011,-0.347525,0.146697
17,23.872838,-0.512862,-0.602789,-0.348186,0.050647,-0.293733,-0.484614,0.174005,-0.175003,0.209161,0.000010,-0.209159,0.174996
18,23.692518,-0.895399,-0.779556,-0.200128,-0.097937,-0.071916,-0.417377,-0.074344,-0.109049,0.082102,0.000010,-0.082100,0.109043
19,23.988773,-0.367796,-0.597118,-0.637895,0.268764,-0.156191,-0.362212,0.213412,-0.038531,0.280144,0.000010,-0.280141,0.038524
20,23.168596,0.211107,0.020747,-0.229785,0.172260,-0.307159,-0.620970,-0.119012,0.163411,0.304885,0.000009,-0.304883,-0.163418
21,25.946931,-1.261543,-0.873651,0.231388,-0.167994,0.061469,-0.227480,0.066130,-0.359045,0.049635,0.000011,-0.049632,0.359037
22,28.872922,-1.995569,-1.450607,-0.012085,-0.291788,0.091187,-0.219246,0.430762,0.095781,0.112385,0.000012,-0.112382,-0.095790
23,26.552913,-1.416586,-1.080658,0.029978,-0.413660,-0.257486,-0.378528,0.482991,-0.168116,0.168861,0.000011,-0.168859,0.168107
24,28.702833,-2.066991,-1.486760,-0.011693,0.001647,-0.104598,-0.624369,0.285478,-0.112787,0.236142,0.000012,-0.236139,0.112778
25,30.390005,-2.114291,-1.411055,0.240955,-0.547731,0.033363,-0.307719,0.276818,-0.024181,-0.183418,0.000013,0.183421,0.024172
26,28.668708,-1.713649,-1.156576,0.263399,-0.080415,0.052935,-0.478596,0.026350,-0.239510,0.064841,0.000012,-0.064838,0.239501
27,27.771270,-1.689146,-1.437595,-0.718641,0.436265,0.172346,-0.371412,0.073893,-0.034281,0.356552,0.000012,-0.356549,0.034273
28,25.676589,-0.711132,-0.765317,-0.583863,0.398523,-0.328866,-0.801719,0.122057,0.079602,0.376731,0.000010,-0.376728,-0.079609
29,24.781410,-0.658662,-0.482513,0.002844,0.675602,-0.210336,-0.860086,0.134355,0.129113,0.492699,0.000010,-0.492696,-0.129120
30,23.264469,-0.733932,-0.793427,-0.634305,0.351015,-0.386853,-0.802058,0.420117,0.206846,0.410525,0.000009,-0.410522,-0.206853
31,28.844835,-1.946229,-1.495963,-0.193833,-0.547601,-0.245234,-0.426812,0.263141,-0.068126,0.257887,0.000012,-0.257885,0.068117
32,31.315093,-1.448020,-1.084377,-0.026144,-0.565035,-0.145165,-0.299646,0.121163,0.044951,0.264844,0.000013,-0.264841,-0.044960
33,28.258460,-1.227492,-0.872980,0.125022,-0.260971,-0.401977,-0.663826,0.214449,0.086972,0.544461,0.000011,-0.544458,-0.086980
34,28.705734,-1.233560,-0.791977,0.338464,-0.294731,-0.081598,-0.512986,-0.065263,0.188921,0.229479,0.000012,-0.229476,-0.188929
35,27.880340,-0.902427,-0.554125,0.308636,0.171611,-0.103124,-0.556696,0.215708,0.374712,0.579356,0.000011,-0.579353,-0.374720
36,26.202198,-1.105843,-0.840136,-0.125012,0.127905,-0.412251,-0.869194,0.277250,0.309787,0.561224,0.000011,-0.561222,-0.309794
37,24.375465,-0.447391,-0.605240,-0.719410,-0.209345,-0.401540,-0.613699,0.082749,0.390873,0.210196,0.000010,-0.210193,-0.390880
38,26.343200,-0.933930,-0.807046,-0.284758,-0.547407,-0.333202,-0.415241,0.015879,0.190355,0.228671,0.000011,-0.228668,-0.190362
39,29.974393,-1.469799,-1.135563,-0.140347,-0.482330,-0.217923,-0.349960,0.453754,0.015189,-0.074488,0.000013,0.074492,-0.015198
40,28.082540,-1.206939,-1.070924,-0.410515,-0.141929,-0.304604,-0.550061,0.088558,-0.032390,0.321426,0.000012,-0.321422,0.032382
41,29.735622,-2.143835,-1.653598,-0.629953,0.476814,-0.182374,-0.830174,0.397250,0.237369,0.542729,0.000013,-0.542726,-0.237378
42,28.579963,-1.296222,-0.956611,0.014070,-0.352266,0.045062,-0.281700,-0.059991,0.089335,0.212153,0.000012,-0.212151,-0.089342
43,27.734437,-1.828903,-1.156152,0.416078,-0.110104,0.064292,-0.470500,0.049552,-0.009428,0.234497,0.000012,-0.234494,0.009420
44,30.823221,-1.396323,-0.818624,0.593922,-0.347879,0.056835,-0.239420,0.491411,0.027586,-0.103115,0.000013,0.103117,-0.027596
45,28.548688,-1.450469,-1.032676,0.150448,-0.180110,0.065713,-0.252615,0.221875,-0.126837,-0.023258,0.000012,0.023261,0.126829
46,26.043008,-1.297199,-0.949870,0.038020,-0.654879,-0.542322,-0.729681,0.221269,0.061640,0.243003,0.000011,-0.243000,-0.061647
47,24.729452,-0.353845,-0.260782,0.013523,-0.522461,-0.709109,-0.677249,0.202243,0.026632,0.159283,0.000010,-0.159280,-0.026639
48,23.748912,-0.587540,-0.577497,-0.348136,-0.221256,-0.309366,-0.435782,0.145294,0.388902,0.496590,0.000010,-0.496587,-0.388908
49,23.356752,-0.395364,-0.350193,-0.326778,-0.574126,-0.871720,-0.864827,0.153492,0.363908,0.307471,0.000009,-0.307469,-0.363914
