Block,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13
0,29.883937,-1.314454,-0.798727,-0.260575,-0.256469,0.139738,0.073949,0.235401,0.223046,0.219325,0.000013,-0.219322,-0.223055
1,29.348524,-1.570435,-0.985246,0.495334,0.090418,0.116553,-0.444215,0.206844,-0.112919,0.279726,0.000012,-0.279722,0.112911
2,29.336307,-1.885357,-1.397979,-0.078560,0.064291,0.315027,-0.002661,0.673716,0.369509,0.441289,0.000012,-0.441286,-0.369517
3,27.829055,-1.870149,-1.557087,-0.540416,-0.392509,-0.250965,-0.547547,0.066692,-0.039938,0.185227,0.000012,-0.185224,0.039930
4,30.703090,-2.034514,-1.477791,0.008236,-0.662233,-0.130561,-0.158148,0.560858,-0.149184,0.164012,0.000013,-0.164009,0.149175
5,30.002796,-1.407398,-1.041322,0.078264,-0.424805,-0.215804,-0.518242,0.158765,-0.171406,0.035131,0.000012,-0.035129,0.171397
6,28.150733,-1.146337,-0.749528,0.147681,-0.119303,0.256919,-0.348842,-0.456919,0.102734,0.208648,0.000012,-0.208645,-0.102741
7,29.238321,-1.622473,-1.037621,0.348476,0.306838,0.195203,-0.378782,0.394710,0.230007,0.347720,0.000012,-0.347718,-0.230016
8,27.207468,-1.193460,-0.844030,0.090102,-0.178882,0.246440,-0.157277,-0.270462,-0.301673,0.024573,0.000012,-0.024570,0.301665
9,26.196542,-0.758831,-0.787954,-0.669918,0.724953,0.094280,-0.546624,-0.083311,-0.052481,0.307631,0.000011,-0.307628,0.052473
10,26.650646,-1.304184,-1.170633,-0.459641,0.299529,-0.048293,-0.334197,0.228996,-0.184923,0.331606,0.000011,-0.331603,0.184915
11,26.698993,-0.855761,-0.823005,-0.287004,0.170360,-0.081544,-0.291872,0.329973,-0.113783,0.314708,0.000011,-0.314705,0.113775
12,25.663442,-1.230582,-1.093201,-0.439415,-0.070068,0.011977,-0.264697,-0.023429,-0.252598,0.243986,0.000011,-0.243984,0.252590
13,27.303838,-0.819840,-0.683279,-0.080692,0.060474,0.102440,-0.156049,0.105615,0.015675,0.381930,0.000011,-0.381927,-0.015683
14,26.758689,-1.188653,-0.926068,-0.207717,0.178389,0.269938,-0.306977,-0.114066,0.225545,0.100683,0.000012,-0.100680,-0.225552
15,27.907430,-1.497271,-1.092929,-0.023417,-0.585210,0.109611,-0.089975,-0.054099,0.154973,0.071949,0.000012,-0.071947,-0.154981
16,27.836574,-1.080773,-0.910029,-0.270829,0.078450,0.084525,-0.273471,0.069216,-0.039916,0.273361,0.000012,-0.273358,0.039909
17,30.545612,-1.850672,-1.439256,-0.195221,-0.460643,-0.166047,-0.404867,0.289498,-0.047202,0.317675,0.000013,-0.317672,0.047193
18,29.760549,-1.513953,-1.107459,0.095915,-0.175221,0.024904,-0.223425,0.369628,0.002887,0.325664,0.000012,-0.325661,-0.002895
19,27.073287,-1.620779,-1.407509,-0.619972,-0.170049,-0.003618,-0.288134,0.110854,0.021773,0.285426,0.000012,-0.285423,-0.021781
20,27.157690,-0.674011,-0.805956,-0.679007,0.132871,-0.340547,-0.516536,0.295426,0.060691,0.487727,0.000011,-0.487724,-0.060699
21,28.172090,-1.237422,-0.906942,0.078758,0.243289,0.195451,-0.327143,0.100942,-0.149093,-0.000070,0.000012,0.000073,0.149084
22,28.867467,-1.021152,-0.899905,-0.323093,-0.031676,0.039793,-0.242315,0.039211,-0.086950,0.072380,0.000012,-0.072376,0.086942
23,31.934453,-1.206533,-0.966365,-0.121690,-0.286937,-0.244948,-0.199568,0.768002,-0.208781,-0.029923,0.000013,0.029927,0.208771
24,30.015342,-1.257403,-0.935459,-0.024695,-0.304935,0.113602,-0.164514,-0.069574,-0.021047,0.110151,0.000013,-0.110148,0.021039
25,31.342847,-1.841995,-1.209627,0.290251,-0.234628,0.208438,-0.311543,-0.152678,-0.359750,-0.105220,0.000013,0.105223,0.359742
26,30.399120,-1.824109,-1.495117,-0.420347,-0.184868,0.014579,-0.223348,0.486039,0.134258,0.255554,0.000013,-0.255551,-0.134267
27,29.015838,-1.431587,-1.229949,-0.463793,0.087533,0.081606,-0.306040,0.165771,0.008062,0.294821,0.000012,-0.294818,-0.008070
28,28.218235,-0.487416,-0.492293,-0.121695,0.208114,-0.147301,-0.464037,0.196096,-0.093903,0.064505,0.000011,-0.064502,0.093895
29,27.235248,-1.020529,-0.751555,0.137528,-0.024841,0.033342,-0.261067,0.108924,-0.193549,0.161498,0.000011,-0.161495,0.193541
30,27.840276,-0.846875,-0.683186,0.032965,0.299261,0.199818,-0.144178,0.281774,-0.182487,0.024292,0.000011,-0.024289,0.182479
31,26.078289,-0.844440,-0.708694,-0.081274,0.088190,0.152639,-0.131243,0.101449,-0.254649,0.062644,0.000011,-0.062640,0.254642
32,26.347623,-0.488858,-0.584653,-0.429529,0.480748,0.108004,-0.261190,-0.086919,-0.263158,0.195272,0.000011,-0.195269,0.263150
33,27.718149,-1.018441,-0.765272,0.108506,-0.225927,-0.203616,-0.334698,0.355276,0.041720,0.414067,0.000011,-0.414064,-0.041728
34,26.841255,-1.185811,-0.967492,-0.268119,0.336731,0.423920,0.077065,0.005902,-0.227891,0.199852,0.000011,-0.199848,0.227883
35,26.732313,-0.892801,-0.700915,0.040653,0.196597,0.228294,-0.100330,0.092301,-0.220603,0.098291,0.000011,-0.098288,0.220595
36,27.874835,-1.190899,-1.110817,-0.612123,-0.191493,-0.104057,-0.357501,0.099058,0.255717,0.225141,0.000012,-0.225139,-0.255725
37,26.257953,-0.611801,-0.668174,-0.467737,0.174447,0.159827,-0.120054,0.184809,0.219183,0.183933,0.000011,-0.183930,-0.219191
38,25.369508,-0.857407,-0.902712,-0.632079,-0.310349,-0.269026,-0.198972,0.407420,0.137446,0.251763,0.000010,-0.251761,-0.137453
39,27.186304,-1.101737,-0.792341,0.171842,0.134656,0.053896,-0.493671,0.050300,-0.078329,0.323932,0.000011,-0.323929,0.078321
40,26.068628,-0.763917,-0.730357,-0.354026,-0.246803,-0.020054,-0.224506,-0.050254,0.113194,0.069480,0.000011,-0.069477,-0.113200
