Frequency(Hz),REC1.wav,REC2.wav,REC3.wav,REC4.wav,REC5.wav,REC6.wav,REC7.wav,REC8.wav,REC9.wav,REC10.wav,REC11.wav,REC12.wav,REC13.wav,REC14.wav,REC15.wav,REC16.wav
7750,26.6809,22.8171,28.4782,23.7183,27.3342,17.5914,21.775,21.1132,20.6649,19.3855,28.9001,26.6655,21.3661,25.2464,26.0093,25.074
7765.625,26.2939,24.7148,24.2149,26.3631,24.4212,25.7972,26.7693,21.5588,23.3123,24.0286,17.6521,24.6611,22.5112,22.403,19.142,24.5977
7781.25,21.3737,21.45,22.6293,25.3462,23.3122,24.1019,21.2032,26.569,24.1279,24.257,28.1884,23.874,26.1219,25.0902,27.3183,22.5993
7796.875,20.8941,24.8968,23.4628,20.1064,21.2836,23.0782,21.5796,22.7983,23.6172,24.8614,20.7876,23.418,22.5848,22.6516,24.5332,22.3505
7812.5,22.9126,26.0261,18.7108,19.9096,21.1008,24.9989,27.0762,25.6683,26.2447,25.3885,26.0887,18.0097,25.0557,20.998,23.7567,20.107
7828.125,18.5138,25.831,20.1412,19.8637,18.6132,26.9866,27.8351,26.9168,26.3745,25.5848,30.861,20.1263,26.5046,15.8807,27.6552,21.7959
7843.75,17.4415,26.2323,16.3125,18.0718,17.459,25.8485,27.6186,25.4641,24.8766,26.4292,22.1563,14.6569,27.5539,18.1654,23.9979,17.3591
7859.375,17.0608,25.4532,16.7915,15.3612,16.7673,27.9384,24.4793,27.758,27.2536,27.8071,32.273,16.0081,27.5358,15.722,27.7076,19.0987
7875,15.154,27.5684,14.6032,14.1598,14.1344,27.5534,26.8118,27.5647,28.2763,27.4178,26.5945,14.8636,26.976,15.1723,27.576,16.9092
7890.625,12.5879,29.6791,13.179,13.4274,13.1223,27.2772,32.2137,27.9664,27.3926,27.5549,29.5152,11.0277,28.6207,10.5532,29.3198,13.9668
7906.25,12.9395,27.3009,13.0853,13.4027,12.7275,28.8532,27.4753,29.746,29.6206,30.1015,32.5979,12.4961,28.9208,9.9921,28.3832,14.4258
7921.875,10.0761,26.5543,9.6507,9.0259,11.0954,28.987,25.9743,27.6769,28.1577,28.5746,25.2607,9.2082,29.3007,13.5631,25.6038,14.1342
7937.5,10.0665,30.4835,11.6234,10.3268,10.1699,27.6222,31.2988,29.2936,28.3947,29.478,33.1684,8.8789,28.2364,7.1281,31.6674,11.7065
7953.125,9.6454,27.9034,8.755,10.2662,8.8098,31.3592,28.6097,30.2318,29.6396,28.6845,29.8215,8.4519,31.6244,9.6497,28.4834,14.2359
7968.75,10.003,28.7425,8.2528,8.1439,10.4159,29.0801,30.7393,27.971,29.6736,30.1507,27.5279,7.3841,28.9999,6.205,24.655,11.3447
7984.375,8.4414,29.0903,10.5057,6.892,8.2172,27.0175,30.8903,30.9116,28.4517,29.4256,38.3068,6.719,30.3361,5.9161,33.3704,10.768
,,,,,,,REC10.wav,REC11.wav,REC12.wav,,,,,,,
,,,,,,,0,0,0,,,,,,,
,,,,,,,9279.3212,9299.039,9324.1923,,,,,,,
,,,,,,,80.02,68.2431,47.001,,,,,,,
,,,,,,,61.2213,79.7225,58.1663,,,,,,,
,,,,,,,65.8027,68.4383,48.3756,,,,,,,
,,,,,,,73.1588,59.0688,38.2084,,,,,,,
,,,,,,,63.3765,64.4453,54.0391,,,,,,,
,,,,,,,54.8618,42.7052,19.1906,,,,,,,
,,,,,,,44.7729,56.6813,55.4846,,,,,,,
,,,,,,,48.0182,51.5168,29.2449,,,,,,,
,,,,,,,31.0471,38.052,21.4728,,,,,,,
,,,,,,,40.4268,30.1575,34.7381,,,,,,,
,,,,,,,40.0771,33.3553,23.142,,,,,,,
,,,,,,,5.9182,15.8875,25.8467,,,,,,,
,,,,,,,20.7375,62.5189,21.2281,,,,,,,
,,,,,,,12.7153,22.1765,5.7628,,,,,,,
,,,,,,,15.9378,4.2452,19.7828,,,,,,,
,,,,,,,29.5282,35.3754,23.4276,,,,,,,
,,,,,,,20.4843,32.7682,8.7205,,,,,,,
,,,,,,,29.9466,28.6999,53.7566,,,,,,,
,,,,,,,23.002,54.6493,24.8614,,,,,,,
,,,,,,,52.7002,60.8608,38.6985,,,,,,,
,,,,,,,79.6268,265.6022,57.5456,,,,,,,
,,,,,,,39.25,317.8024,143.522,,,,,,,
,,,,,,,30.5867,314.2942,67.8087,,,,,,,
,,,,,,,94.2618,77.4589,81.141,,,,,,,
,,,,,,,12.9236,251.7281,121.873,,,,,,,
,,,,,,,111.5555,72.8787,17.7187,,,,,,,
,,,,,,,94.2664,38.4885,45.8821,,,,,,,
,,,,,,,48.4995,125.8088,49.7767,,,,,,,
,,,,,,,26.4826,83.0836,55.5821,,,,,,,
,,,,,,,111.4859,7.1857,47.2226,,,,,,,
,,,,,,,61.7394,95.0227,35.3574,,,,,,,
,,,,,,,54.6835,64.1902,16.8261,,,,,,,
,,,,,,,64.1089,44.6374,76.6534,,,,,,,
,,,,,,,60.369,66.7187,22.7857,,,,,,,
,,,,,,,46.5484,76.8765,45.1336,,,,,,,
,,,,,,,41.2752,30.0062,16.198,,,,,,,
,,,,,,,32.5929,45.6566,59.8932,,,,,,,
,,,,,,,56.0003,94.4498,35.3938,,,,,,,
,,,,,,,61.5081,22.4617,42.4819,,,,,,,
,,,,,,,25.0704,42.5039,10.0644,,,,,,,
,,,,,,,15.6975,30.0963,64.7503,,,,,,,
,,,,,,,9.8481,36.726,5.872,,,,,,,
,,,,,,,47.2133,8.5481,24.9905,,,,,,,
,,,,,,,21.1463,40.7692,35.099,,,,,,,
,,,,,,,28.2605,21.4463,2.9968,,,,,,,
,,,,,,,36.4147,66.753,26.5113,,,,,,,
,,,,,,,20.0669,23.6014,46.35,,,,,,,
,,,,,,,58.1554,81.4195,26.9435,,,,,,,
,,,,,,,14.7991,61.9424,18.774,,,,,,,
,,,,,,,60.3577,41.4381,50.2668,,,,,,,
,,,,,,,15.6821,13.1636,16.5538,,,,,,,
,,,,,,,40.8249,91.7949,35.0024,,,,,,,
,,,,,,,31.0579,74.2849,5.3143,,,,,,,
,,,,,,,60.8635,90.278,23.0969,,,,,,,
,,,,,,,42.579,96.072,30.3689,,,,,,,
,,,,,,,30.8617,14.6858,53.5014,,,,,,,
,,,,,,,50.8598,60.2547,14.2788,,,,,,,
,,,,,,,59.8204,90.4885,25.1103,,,,,,,
,,,,,,,30.9299,48.313,57.3608,,,,,,,
,,,,,,,57.7207,107.8524,19.0487,,,,,,,
,,,,,,,46.273,10.3092,47.0295,,,,,,,
,,,,,,,52.8683,61.468,47.912,,,,,,,
,,,,,,,59.4342,44.3111,46.1159,,,,,,,
,,,,,,,40.3204,75.8545,27.3548,,,,,,,
,,,,,,,52.5603,63.6857,70.9034,,,,,,,
,,,,,,,62.1449,53.2996,44.8002,,,,,,,
,,,,,,,63.4264,65.5246,80.4252,,,,,,,
,,,,,,,63.609,61.1763,57.7977,,,,,,,
,,,,,,,63.6806,29.1659,68.4663,,,,,,,
,,,,,,,59.164,108.274,71.2637,,,,,,,
,,,,,,,80.1815,68.0921,42.8887,,,,,,,
,,,,,,,68.794,53.6661,74.0209,,,,,,,
,,,,,,,86.3831,71.0956,74.3881,,,,,,,
,,,,,,,66.2532,74.7652,79.3992,,,,,,,
,,,,,,,92.7773,102.4986,72.0653,,,,,,,
,,,,,,,74.8346,112.7276,85.9305,,,,,,,
,,,,,,,91.2465,83.6248,72.0578,,,,,,,
,,,,,,,67.4276,80.7111,85.3875,,,,,,,
,,,,,,,113.0217,85.6157,83.7066,,,,,,,
,,,,,,,101.6631,97.2977,90.443,,,,,,,
,,,,,,,83.2227,90.8075,86.8286,,,,,,,
,,,,,,,85.2325,90.3796,71.9981,,,,,,,
,,,,,,,83.3938,95.2159,91.4675,,,,,,,
,,,,,,,82.2654,97.6511,63.4741,,,,,,,
,,,,,,,103.0919,50.867,81.0474,,,,,,,
,,,,,,,76.4684,99.9343,78.0529,,,,,,,
,,,,,,,81.5026,76.3163,50.986,,,,,,,
,,,,,,,75.4731,93.6767,88.0395,,,,,,,
,,,,,,,85.9927,60.0529,55.723,,,,,,,
,,,,,,,69.8518,66.8998,58.9744,,,,,,,
,,,,,,,65.7375,79.3383,52.5592,,,,,,,
,,,,,,,38.5432,41.4809,51.2686,,,,,,,
,,,,,,,62.8583,63.2487,46.805,,,,,,,
,,,,,,,46.8818,45.7374,33.2449,,,,,,,
,,,,,,,55.2059,51.5384,43.3417,,,,,,,
,,,,,,,22.4411,25.7889,31.2939,,,,,,,
,,,,,,,39.4615,21.703,34.5887,,,,,,,
,,,,,,,17.7264,39.5018,8.0349,,,,,,,
,,,,,,,18.393,15.2475,35.1709,,,,,,,
,,,,,,,7.4951,12.4395,4.5837,,,,,,,
,,,,,,,5.6633,8.2716,20.2504,,,,,,,
,,,,,,,11.7064,12.9596,4.7012,,,,,,,
,,,,,,,20.4109,24.4976,3.3363,,,,,,,
,,,,,,,16.7995,15.1073,19.305,,,,,,,
,,,,,,,27.7079,21.7665,17.1498,,,,,,,
,,,,,,,25.6639,26.1324,27.0272,,,,,,,
,,,,,,,25.2008,26.6889,8.1509,,,,,,,
,,,,,,,35.2357,49.2106,21.524,,,,,,,
,,,,,,,40.2387,31.8196,33.4735,,,,,,,
,,,,,,,36.8835,38.3373,21.8509,,,,,,,
,,,,,,,51.5223,45.2977,37.2592,,,,,,,
,,,,,,,36.8369,45.9983,33.763,,,,,,,
,,,,,,,50.3026,46.7198,29.9728,,,,,,,
,,,,,,,50.143,41.8824,33.9076,,,,,,,
,,,,,,,46.0889,50.4434,32.3339,,,,,,,
,,,,,,,53.2567,54.088,52.5935,,,,,,,
,,,,,,,40.3153,44.1307,20.9909,,,,,,,
,,,,,,,48.0505,52.1575,28.6219,,,,,,,
,,,,,,,48.7152,38.7631,34.2169,,,,,,,
,,,,,,,41.9613,40.7577,40.9434,,,,,,,
,,,,,,,36.2187,48.5071,23.6112,,,,,,,
,,,,,,,37.3174,26.8461,34.8096,,,,,,,
,,,,,,,45.3896,40.6341,29.3158,,,,,,,
,,,,,,,18.6556,28.0836,30.1298,,,,,,,
,,,,,,,40.9336,32.1996,27.2189,,,,,,,
,,,,,,,19.4948,27.6336,19.5079,,,,,,,
,,,,,,,20.8561,20.2961,33.4341,,,,,,,
,,,,,,,24.2704,16.4744,7.7629,,,,,,,
,,,,,,,12.7447,20.7436,25.5737,,,,,,,
,,,,,,,3.8344,14.1629,26.5543,,,,,,,
,,,,,,,18.1769,8.2753,9.086,,,,,,,
,,,,,,,8.14,9.3154,25.4647,,,,,,,
,,,,,,,5.8642,3.2377,11.1164,,,,,,,
,,,,,,,5.2293,3.8951,14.0837,,,,,,,
,,,,,,,8.6835,15.2252,14.7607,,,,,,,
,,,,,,,7.4768,11.1917,11.7089,,,,,,,
,,,,,,,16.6534,13.32,17.6295,,,,,,,
,,,,,,,11.1119,14.8226,1.7686,,,,,,,
,,,,,,,20.3387,6.1016,17.0462,,,,,,,
,,,,,,,14.0676,25.3788,13.2248,,,,,,,
,,,,,,,24.1573,18.1916,7.4371,,,,,,,
,,,,,,,7.9912,14.0436,18.1273,,,,,,,
,,,,,,,25.2175,16.4152,4.5301,,,,,,,
,,,,,,,15.8827,22.9484,13.418,,,,,,,
,,,,,,,19.9725,14.8404,10.152,,,,,,,
,,,,,,,15.1358,25.1952,16.5488,,,,,,,
,,,,,,,18.9175,12.5291,8.1846,,,,,,,
,,,,,,,19.7934,23.5265,11.705,,,,,,,
,,,,,,,19.9919,18.6189,8.0702,,,,,,,
,,,,,,,4.7799,19.9807,14.5843,,,,,,,
,,,,,,,21.846,17.998,7.2167,,,,,,,
,,,,,,,9.5955,8.1604,11.6688,,,,,,,
,,,,,,,8.0127,7.9887,14.0965,,,,,,,
,,,,,,,10.146,17.1924,10.3538,,,,,,,
,,,,,,,12.4921,9.7764,18.4983,,,,,,,
,,,,,,,10.5868,8.0652,9.158,,,,,,,
,,,,,,,9.9769,8.87,11.91,,,,,,,
,,,,,,,15.5375,19.6595,11.4579,,,,,,,
,,,,,,,12.9283,10.447,10.5036,,,,,,,
,,,,,,,21.2437,18.9156,19.6392,,,,,,,
,,,,,,,8.8588,13.7928,11.4428,,,,,,,
,,,,,,,28.5705,21.9001,25.546,,,,,,,
,,,,,,,19.1185,17.1235,9.9074,,,,,,,
,,,,,,,26.8691,25.6732,18.2654,,,,,,,
,,,,,,,11.9082,21.128,17.0415,,,,,,,
,,,,,,,29.0523,28.2487,15.2791,,,,,,,
,,,,,,,27.5693,24.7395,25.4761,,,,,,,
,,,,,,,33.4948,28.3267,12.059,,,,,,,
,,,,,,,22.1396,20.9989,22.7341,,,,,,,
,,,,,,,29.9713,36.221,27.8339,,,,,,,
,,,,,,,22.6481,16.1241,19.6488,,,,,,,
,,,,,,,37.7857,30.5704,28.5546,,,,,,,
,,,,,,,25.0824,26.4966,10.478,,,,,,,
,,,,,,,23.7612,21.0774,28.8064,,,,,,,
,,,,,,,24.4409,32.6183,23.0516,,,,,,,
,,,,,,,23.5317,28.7104,23.5574,,,,,,,
,,,,,,,23.6206,13.2625,25.749,,,,,,,
,,,,,,,28.8198,31.9284,22.5437,,,,,,,
,,,,,,,20.1033,20.2097,20.1733,,,,,,,
,,,,,,,29.947,26.9943,20.9342,,,,,,,
,,,,,,,17.6706,16.0055,25.1958,,,,,,,
,,,,,,,22.8753,26.2943,22.7416,,,,,,,
,,,,,,,23.5939,15.4504,27.2099,,,,,,,
,,,,,,,22.3241,34.9414,21.2854,,,,,,,
,,,,,,,31.497,22.2098,30.469,,,,,,,
,,,,,,,26.0379,33.18,19.1077,,,,,,,
,,,,,,,24.1987,28.3552,24.7606,,,,,,,
,,,,,,,38.7965,38.6117,25.6394,,,,,,,
,,,,,,,31.0922,29.3436,24.1199,,,,,,,
,,,,,,,40.296,44.1858,24.8081,,,,,,,
,,,,,,,41.5045,35.7583,25.1413,,,,,,,
,,,,,,,39.9918,33.3069,23.5632,,,,,,,
,,,,,,,40.8365,50.3183,25.781,,,,,,,
,,,,,,,44.866,45.9156,30.3025,,,,,,,
,,,,,,,47.4297,45.9065,32.7761,,,,,,,
,,,,,,,44.0808,42.2533,25.3347,,,,,,,
,,,,,,,52.0138,58.6107,25.7325,,,,,,,
,,,,,,,53.3944,45.8434,31.3073,,,,,,,
,,,,,,,40.6385,52.4956,30.0016,,,,,,,
,,,,,,,51.8548,48.4838,27.4721,,,,,,,
,,,,,,,54.6697,46.1598,37.8551,,,,,,,
,,,,,,,46.9916,53.0363,32.9154,,,,,,,
,,,,,,,54.5487,47.2388,29.4766,,,,,,,
,,,,,,,44.3993,52.0132,31.9283,,,,,,,
,,,,,,,50.886,44.5135,36.5525,,,,,,,
,,,,,,,42.9065,42.8287,38.9568,,,,,,,
,,,,,,,40.7439,49.0999,31.1335,,,,,,,
,,,,,,,46.8327,40.4983,38.9894,,,,,,,
,,,,,,,44.0589,48.109,39.4352,,,,,,,
,,,,,,,46.199,43.0896,44.335,,,,,,,
,,,,,,,39.1552,37.5747,38.0046,,,,,,,
,,,,,,,44.2345,45.153,49.8534,,,,,,,
,,,,,,,41.7536,42.606,41.8348,,,,,,,
,,,,,,,42.1721,45.0954,47.6026,,,,,,,
,,,,,,,44.8339,37.1999,47.174,,,,,,,
,,,,,,,45.9878,50.1603,45.6389,,,,,,,
,,,,,,,40.9606,48.4719,54.299,,,,,,,
,,,,,,,48.5318,42.479,50.8155,,,,,,,
,,,,,,,39.8524,41.7407,49.6944,,,,,,,
,,,,,,,44.9767,53.8997,50.0865,,,,,,,
,,,,,,,54.4306,45.1314,53.8419,,,,,,,
,,,,,,,43.7236,43.7045,58.2783,,,,,,,
,,,,,,,44.8076,44.1257,51.9743,,,,,,,
,,,,,,,44.2771,46.7234,45.6714,,,,,,,
,,,,,,,48.6444,40.4291,55.9431,,,,,,,
,,,,,,,39.2631,47.0809,50.464,,,,,,,
,,,,,,,42.6708,35.7934,46.6644,,,,,,,
,,,,,,,33.5958,44.1805,43.935,,,,,,,
,,,,,,,43.6279,33.1028,47.7998,,,,,,,
,,,,,,,29.4076,35.8045,42.6225,,,,,,,
,,,,,,,31.7131,36.1735,36.7756,,,,,,,
,,,,,,,33.6619,28.0386,42.7926,,,,,,,
,,,,,,,25.346,26.1238,39.1695,,,,,,,
,,,,,,,27.4683,28.1863,37.1669,,,,,,,
,,,,,,,22.539,29.0389,28.8947,,,,,,,
,,,,,,,28.3276,18.3931,44.4481,,,,,,,
,,,,,,,20.5644,27.9741,25.088,,,,,,,
,,,,,,,27.1031,24.946,38.9461,,,,,,,
,,,,,,,35.2149,28.1441,30.4564,,,,,,,
,,,,,,,33.4197,35.7196,34.9582,,,,,,,
,,,,,,,35.6435,39.4668,40.6992,,,,,,,
,,,,,,,43.014,42.4474,37.9319,,,,,,,
,,,,,,,42.5338,39.1404,43.4483,,,,,,,
,,,,,,,53.4212,58.2567,43.7564,,,,,,,
,,,,,,,52.5511,47.5727,52.2048,,,,,,,
,,,,,,,58.6431,58.6365,41.1422,,,,,,,
,,,,,,,61.5235,67.3353,52.0185,,,,,,,
,,,,,,,64.1905,57.0907,56.597,,,,,,,
,,,,,,,69.3119,74.8109,56.4937,,,,,,,
,,,,,,,75.3326,68.4699,59.3557,,,,,,,
,,,,,,,67.8965,71.1298,56.9522,,,,,,,
,,,,,,,74.2785,77.3808,63.2613,,,,,,,
,,,,,,,73.9101,75.6164,54.8171,,,,,,,
,,,,,,,77.0714,74.7455,65.4707,,,,,,,
,,,,,,,78.9847,76.3676,59.2021,,,,,,,
,,,,,,,72.3796,75.037,63.2956,,,,,,,
,,,,,,,73.3314,72.9744,59.9262,,,,,,,
,,,,,,,72.1333,70.7145,57.1692,,,,,,,
,,,,,,,73.8027,67.8665,54.9999,,,,,,,
,,,,,,,66.6537,70.4658,57.1199,,,,,,,
,,,,,,,64.8686,62.4778,56.7407,,,,,,,
,,,,,,,64.1158,65.1412,53.2782,,,,,,,
,,,,,,,55.6794,55.413,46.5053,,,,,,,
,,,,,,,59.6565,59.3229,47.6844,,,,,,,
,,,,,,,47.5245,54.9875,41.6406,,,,,,,
,,,,,,,50.6078,43.9437,41.9749,,,,,,,
,,,,,,,42.8311,45.0792,44.2744,,,,,,,
,,,,,,,39.555,38.2467,37.1102,,,,,,,
,,,,,,,37.1226,38.3603,24.731,,,,,,,
,,,,,,,31.3067,26.3474,35.2581,,,,,,,
,,,,,,,24.2315,30.2848,28.8954,,,,,,,
,,,,,,,19.6175,18.1879,26.9518,,,,,,,
,,,,,,,24.3531,19.0552,22.4259,,,,,,,
,,,,,,,15.6834,23.4684,22.2116,,,,,,,
,,,,,,,14.9061,8.8488,28.7713,,,,,,,
,,,,,,,6.3668,16.3358,10.5357,,,,,,,
,,,,,,,16.6954,7.11,25.5782,,,,,,,
,,,,,,,2.5395,6.5301,20.5216,,,,,,,
,,,,,,,7.0578,4.5836,22.6454,,,,,,,
,,,,,,,7.3748,13.7054,11.6848,,,,,,,
,,,,,,,14.7059,11.2269,21.2344,,,,,,,
,,,,,,,3.3146,7.8887,14.0138,,,,,,,
,,,,,,,12.8811,14.257,17.7475,,,,,,,
,,,,,,,7.8555,11.0439,14.716,,,,,,,
,,,,,,,13.3681,8.661,19.9128,,,,,,,
,,,,,,,6.0446,10.7775,17.291,,,,,,,
,,,,,,,12.8217,11.8088,19.8361,,,,,,,
,,,,,,,12.1624,11.3853,20.3744,,,,,,,
,,,,,,,11.1773,20.1958,14.0722,,,,,,,
,,,,,,,15.9509,16.6895,19.8187,,,,,,,
,,,,,,,13.3369,12.0152,24.3029,,,,,,,
,,,,,,,21.7651,22.9385,18.9296,,,,,,,
,,,,,,,20.3702,21.9037,27.6114,,,,,,,
,,,,,,,23.7072,28.28,27.1105,,,,,,,
,,,,,,,26.0633,19.7703,22.7035,,,,,,,
,,,,,,,27.5822,30.171,31.0511,,,,,,,
,,,,,,,28.0604,29.2588,31.4137,,,,,,,
,,,,,,,32.8218,30.8797,33.6951,,,,,,,
,,,,,,,33.2258,35.4144,35.5286,,,,,,,
,,,,,,,41.2694,37.8575,43.7317,,,,,,,
,,,,,,,39.2732,43.2354,37.3902,,,,,,,
,,,,,,,36.1688,38.5746,40.7448,,,,,,,
,,,,,,,45.9843,39.3997,44.9408,,,,,,,
,,,,,,,43.0646,45.6665,46.2177,,,,,,,
,,,,,,,45.93,45.721,44.7989,,,,,,,
,,,,,,,43.4083,42.7871,45.9326,,,,,,,
,,,,,,,46.4329,45.6621,49.2992,,,,,,,
,,,,,,,45.195,42.4824,46.7902,,,,,,,
,,,,,,,45.4362,49.8687,47.2103,,,,,,,
,,,,,,,41.755,41.911,52.0372,,,,,,,
,,,,,,,45.1693,45.1488,43.4964,,,,,,,
,,,,,,,46.7089,45.1051,48.0384,,,,,,,
,,,,,,,42.6539,40.1784,44.9751,,,,,,,
,,,,,,,38.5891,35.6303,46.4849,,,,,,,
,,,,,,,40.5062,39.801,42.2462,,,,,,,
,,,,,,,31.0987,36.3913,38.9523,,,,,,,
,,,,,,,39.2813,34.4266,40.0682,,,,,,,
,,,,,,,34.2324,38.6958,35.8887,,,,,,,
,,,,,,,26.7156,23.0738,30.8405,,,,,,,
,,,,,,,27.8773,24.7642,38.3259,,,,,,,
,,,,,,,24.0363,29.0897,29.422,,,,,,,
,,,,,,,19.0251,22.1214,23.9196,,,,,,,
,,,,,,,21.6732,16.4247,24.1954,,,,,,,
,,,,,,,18.7686,16.2054,14.4208,,,,,,,
,,,,,,,14.1204,16.4766,18.1628,,,,,,,
,,,,,,,18.0918,16.0291,8.1188,,,,,,,
,,,,,,,11.083,9.7683,11.4637,,,,,,,
,,,,,,,10.8634,12.9288,6.1498,,,,,,,
,,,,,,,10.3712,11.3656,7.4586,,,,,,,
,,,,,,,11.7601,17.9897,2.3139,,,,,,,
,,,,,,,12.7553,10.0055,8.9598,,,,,,,
,,,,,,,12.1672,12.4259,9.4561,,,,,,,
,,,,,,,12.3235,16.2956,7.354,,,,,,,
,,,,,,,15.8398,14.6968,7.4256,,,,,,,
,,,,,,,17.7405,14.247,16.2182,,,,,,,
,,,,,,,15.6569,15.7199,14.2867,,,,,,,
,,,,,,,16.8336,18.227,12.8164,,,,,,,
,,,,,,,15.5191,13.8237,17.3879,,,,,,,
,,,,,,,19.5347,23.5853,13.9929,,,,,,,
,,,,,,,17.9221,15.9796,19.8407,,,,,,,
,,,,,,,16.706,16.1653,17.0609,,,,,,,
,,,,,,,12.4392,17.3087,16.5356,,,,,,,
,,,,,,,19.9813,16.7511,17.1887,,,,,,,
,,,,,,,13.2199,12.0708,8.8016,,,,,,,
,,,,,,,19.7472,18.4776,15.383,,,,,,,
,,,,,,,12.4227,8.9584,11.0531,,,,,,,
,,,,,,,14.2046,21.2907,10.3973,,,,,,,
,,,,,,,8.1958,7.6113,5.3511,,,,,,,
,,,,,,,19.3601,16.1954,2.8777,,,,,,,
,,,,,,,9.2066,7.4099,4.1273,,,,,,,
,,,,,,,13.8272,16.0405,1.4506,,,,,,,
,,,,,,,9.6524,12.9473,6.16,,,,,,,
,,,,,,,14.3146,6.9728,14.1334,,,,,,,
,,,,,,,15.0971,17.523,9.5896,,,,,,,
,,,,,,,11.6332,16.4905,17.2745,,,,,,,
,,,,,,,14.1877,11.342,17.0427,,,,,,,
,,,,,,,16.7385,17.1321,22.5879,,,,,,,
,,,,,,,21.9828,20.0986,25.6344,,,,,,,
,,,,,,,13.2116,13.3024,28.654,,,,,,,
,,,,,,,22.0963,19.1799,33.2011,,,,,,,
,,,,,,,18.2834,21.7347,33.3127,,,,,,,
,,,,,,,21.9325,20.0461,33.9987,,,,,,,
,,,,,,,18.576,22.2341,40.1781,,,,,,,
,,,,,,,24.8046,18.5436,37.5848,,,,,,,
,,,,,,,18.7843,24.7117,40.3997,,,,,,,
,,,,,,,25.1206,18.8311,42.5512,,,,,,,
,,,,,,,23.9379,23.6421,41.7248,,,,,,,
,,,,,,,21.4914,19.2437,43.3666,,,,,,,
,,,,,,,21.0454,26.187,44.9955,,,,,,,
,,,,,,,17.3087,17.7403,37.3511,,,,,,,
,,,,,,,23.0584,21.9671,44.1019,,,,,,,
,,,,,,,20.1811,19.4044,34.9679,,,,,,,
,,,,,,,16.091,14.3479,37.212,,,,,,,
,,,,,,,19.0547,20.7356,37.6757,,,,,,,
,,,,,,,14.2844,11.7844,27.0043,,,,,,,
,,,,,,,15.3365,14.7939,30.6984,,,,,,,
,,,,,,,9.6883,12.0909,24.113,,,,,,,
,,,,,,,12.689,9.5857,20.8311,,,,,,,
,,,,,,,7.382,11.394,20.6059,,,,,,,
,,,,,,,6.0974,8,14.1078,,,,,,,
,,,,,,,7.1247,4.6902,12.8721,,,,,,,
,,,,,,,7.4169,9.1973,5.6682,,,,,,,
,,,,,,,9.5287,4.6723,9.578,,,,,,,
,,,,,,,6.1902,4.4271,6.2211,,,,,,,
,,,,,,,4.3616,10.4552,16.083,,,,,,,
,,,,,,,11.3817,7.2721,13.8913,,,,,,,
,,,,,,,9.3866,9.1067,16.951,,,,,,,
,,,,,,,13.1921,15.2046,19.5341,,,,,,,
,,,,,,,13.9744,13.2374,27.3201,,,,,,,
,,,,,,,14.3843,13.6532,27.2823,,,,,,,
,,,,,,,12.4711,16.8183,30.9954,,,,,,,
,,,,,,,25.6166,13.3746,35.9374,,,,,,,
,,,,,,,14.4953,19.1968,37.0161,,,,,,,
,,,,,,,18.348,18.1932,36.395,,,,,,,
,,,,,,,14.8786,15.8008,38.4547,,,,,,,
,,,,,,,21.6551,22.0373,40.9786,,,,,,,
,,,,,,,21.3296,15.697,38.7524,,,,,,,
,,,,,,,20.7906,18.6073,38.8994,,,,,,,
,,,,,,,12.1753,21.6743,42.2251,,,,,,,
,,,,,,,20.7027,18.4069,42.6494,,,,,,,
,,,,,,,18.6283,19.2677,34.2982,,,,,,,
,,,,,,,17.7834,12.8298,39.8812,,,,,,,
,,,,,,,18.693,19.6186,34.2998,,,,,,,
,,,,,,,12.9986,15.3401,34.0093,,,,,,,
,,,,,,,14.5997,17.2603,28.2916,,,,,,,
,,,,,,,18.2495,14.281,25.1019,,,,,,,
,,,,,,,10.5621,8.1863,30.704,,,,,,,
,,,,,,,14.6288,18.3748,18.691,,,,,,,
,,,,,,,15.2799,16.1553,20.9804,,,,,,,
,,,,,,,14.1119,11.5668,17.3142,,,,,,,
,,,,,,,14.2986,17.343,15.6044,,,,,,,
,,,,,,,15.6921,10.9006,21.1004,,,,,,,
,,,,,,,16.3524,20.8263,13.9021,,,,,,,
,,,,,,,23.6877,17.133,22.4254,,,,,,,
,,,,,,,16.2508,19.6047,20.1395,,,,,,,
,,,,,,,19.3241,18.4519,28.3449,,,,,,,
,,,,,,,19.8955,30.103,28.5406,,,,,,,
,,,,,,,30.3733,22.0023,29.4554,,,,,,,
,,,,,,,20.2731,19.5547,31.9337,,,,,,,
,,,,,,,28.4786,27.0996,40.8227,,,,,,,
,,,,,,,19.066,24.6599,33.4572,,,,,,,
,,,,,,,31.4615,31.0325,40.3195,,,,,,,
,,,,,,,23.7307,23.1807,37.4182,,,,,,,
,,,,,,,32.0377,24.4413,44.3838,,,,,,,
,,,,,,,21.0493,32.2245,43.3153,,,,,,,
,,,,,,,31.0396,20.7036,41.0053,,,,,,,
,,,,,,,26.3823,30.9736,42.9575,,,,,,,
,,,,,,,30.6748,21.6083,39.2936,,,,,,,
,,,,,,,23.1181,30.3479,41.3729,,,,,,,
,,,,,,,24.683,25.243,36.316,,,,,,,
,,,,,,,21.3913,17.8547,37.0039,,,,,,,
,,,,,,,24.1269,24.1953,33.9966,,,,,,,
,,,,,,,22.6337,24.8225,31.605,,,,,,,
,,,,,,,19.9734,16.4235,28.2416,,,,,,,
