Frequency(Hz),REC1.wav,REC2.wav,REC3.wav,REC4.wav,REC5.wav,REC6.wav,REC7.wav,REC8.wav,REC9.wav,REC10.wav,REC11.wav,REC12.wav,REC13.wav,REC14.wav,REC15.wav,REC16.wav
2531.25,22.6388,13.7608,16.9349,8.2821,11.367,11.5115,16.2263,13.7372,24.1012,8.8588,13.7928,11.4428,7.4419,19.6411,18.2273,10.5632
2546.875,10.9182,26.5852,13.0847,18.98,16.9847,27.3579,14.4637,14.8767,10.5792,28.5705,21.9001,25.546,36.1018,15.5894,16.651,17.7547
2562.5,15.2411,18.3468,15.4809,13.7148,18.0771,19.8395,24.4417,29.9869,17.8267,19.1185,17.1235,9.9074,10.8571,17.965,31.5367,10.8665
2578.125,17.768,27.5419,17.6603,14.6366,14.237,23.3064,26.1601,27.8568,32.403,26.8691,25.6732,18.2654,26.2685,13.0855,15.5397,12.4014
2593.75,20.607,23.4087,14.9508,24.2897,19.9164,24.1174,19.5407,17.2513,27.1508,11.9082,21.128,17.0415,22.3391,25.1655,22.421,15.6837
2609.375,6.9031,28.9281,10.2529,16.3229,13.6471,27.2761,24.2701,31.5685,23.2393,29.0523,28.2487,15.2791,27.2799,12.3424,35.7919,14.7064
2625,25.3612,18.6275,25.0507,16.5412,24.1696,23.974,29.0818,22.8682,25.4311,27.5693,24.7395,25.4761,25.9639,18.9305,22.5933,16.4047
2640.625,20.1998,33.8324,12.2722,12.9762,18.3889,30.4187,39.3891,29.121,29.3936,33.4948,28.3267,12.059,24.0041,22.1001,23.5071,18.8481
2656.25,17.6298,29.4904,18.013,23.5466,19.007,23.4638,16.9222,22.2544,26.6818,22.1396,20.9989,22.7341,24.209,15.4882,32.4676,10.7169
2671.875,17.7684,29.1366,26.1008,22.8996,16.9811,34.4397,23.2036,26.1419,31.4918,29.9713,36.221,27.8339,35.2994,24.3976,26.8553,22.4785
2687.5,27.1222,23.699,20.6161,11.1487,28.9877,26.1312,36.2284,31.0753,22.7583,22.6481,16.1241,19.6488,22.4001,25.0808,23.7816,12.7726
2703.125,13.673,31.8173,21.9726,32.6589,17.5668,28.4339,39.4548,31.2006,28.2898,37.7857,30.5704,28.5546,36.0324,13.2946,31.0017,21.5358
2718.75,24.4726,33.8181,24.8342,19.2933,19.8143,30.6142,18.0175,29.1657,34.8376,25.0824,26.4966,10.478,20.4072,28.7197,26.5665,22.1393
2734.375,25.5976,21.4914,12.8782,18.4846,19.3059,20.7072,22.3285,24.6888,18.4322,23.7612,21.0774,28.8064,26.5369,23.8619,27.8383,18.7297
2750,19.4441,22.4094,30.8582,16.8731,25.8275,28.4761,38.6235,23.0166,28.978,24.4409,32.6183,23.0516,21.856,18.975,27.0001,18.4029
2765.625,27.5951,35.4663,21.9295,29.8816,29.93,28.7927,34.5033,27.0285,27.3857,23.5317,28.7104,23.5574,38.5269,27.9138,32.0234,21.4417
2781.25,18.992,20.511,23.3085,23.53,12.4585,20.2673,16.5717,30.0935,25.6485,23.6206,13.2625,25.749,14.5197,19.8943,19.8688,20.0479
2796.875,26.0612,21.1645,17.434,15.2118,19.5938,23.79,32.1339,20.038,21.3297,28.8198,31.9284,22.5437,26.7905,27.2045,35.2816,23.7296
2812.5,21.527,22.6521,31.7745,22.7531,24.7716,20.4289,27.8699,21.3867,22.5488,20.1033,20.2097,20.1733,19.7627,24.0159,15.6076,20.5851
2828.125,22.66,20.8726,16.3044,25.1918,25.7468,25.8899,13.2952,23.9213,21.314,29.947,26.9943,20.9342,26.8183,17.6991,34.3204,19.9561
2843.75,20.4326,21.478,31.6458,27.3839,22.1209,24.7281,29.2614,29.2321,21.7618,17.6706,16.0055,25.1958,22.1564,27.476,11.9182,23.0794
2859.375,26.5796,29.4006,22.6298,22.7918,21.3004,19.0035,43.1458,17.7889,26.7112,22.8753,26.2943,22.7416,19.0658,25.1375,20.9447,25.2238
2875,16.9573,21.4272,14.693,17.8574,21.9326,29.1156,30.3881,40.59,20.3319,23.5939,15.4504,27.2099,27.9363,28.8601,26.32,25.2478
2890.625,26.7029,28.6595,32.8735,29.9971,20.2446,25.0165,14.4751,7.1343,24.0256,22.3241,34.9414,21.2854,29.2237,12.5059,27.4787,26.2442
2906.25,30.5616,23.3382,13.8236,24.4002,26.3938,23.2921,48.6838,32.8245,28.4051,31.497,22.2098,30.469,16.9969,28.2435,22.931,21.2593
2921.875,17.601,34.6084,28.1926,15.1015,29.0253,30.4948,62.6618,28.3505,33.3445,26.0379,33.18,19.1077,33.6655,32.7188,34.527,22.3706
2937.5,24.4142,24.778,26.0184,31.4256,16.9751,33.2196,21.6008,28.9352,25.696,24.1987,28.3552,24.7606,32.6185,17.3879,33.0598,23.949
2953.125,21.3746,39.9284,22.1089,26.7521,34.2462,33.8942,30.8467,35.302,32.3522,38.7965,38.6117,25.6394,37.6994,24.0911,26.483,28.642
2968.75,25.157,27.3887,27.4737,17.7926,17.3477,40.4224,64.7812,28.5622,32.5303,31.0922,29.3436,24.1199,32.1913,24.9394,35.4328,22.6865
2984.375,29.6897,47.1671,19.7514,26.9802,24.5461,29.0746,65.7754,38.4567,41.5607,40.296,44.1858,24.8081,32.2511,29.7367,30.4102,23.4634
3000,27.7203,31.6313,23.9924,30.7426,27.1889,42.343,17.6908,47.4461,36.9407,41.5045,35.7583,25.1413,46.0843,19.5975,45.3563,27.3072
3015.625,24.1467,43.8597,31.896,21.4664,33.5531,46.3612,40.8399,40.3368,47.3991,39.9918,33.3069,23.5632,36.5997,22.9186,45.3044,26.1169
3031.25,32.4059,42.0036,20.801,28.0033,31.4993,38.7773,77.353,37.4585,35.7008,40.8365,50.3183,25.781,45.2454,30.3908,47.059,29.7993
3046.875,17.9635,48.8162,31.6456,28.3099,20.8968,47.2756,53.3889,48.4941,49.9548,44.866,45.9156,30.3025,36.3755,33.4567,44.4314,25.9614
3062.5,44.5083,37.4835,27.0064,27.558,35.2445,46.6686,26.648,47.8002,45.7757,47.4297,45.9065,32.7761,55.8871,23.415,41.2262,32.8064
3078.125,15.216,54.6724,30.1479,28.3454,20.8131,48.3012,59.927,48.7539,44.6711,44.0808,42.2533,25.3347,42.7182,29.6596,54.5085,26.1196
3093.75,33.1327,43.4788,26.9156,34.4564,31.7644,51.0339,71.2628,47.3833,47.8665,52.0138,58.6107,25.7325,49.1951,27.7394,43.9712,29.4867
3109.375,25.6991,52.9759,29.8539,23.2345,33.1461,39.8147,48.1172,46.9261,52.7904,53.3944,45.8434,31.3073,51.7081,24.9572,53.9045,32.6062
3125,33.403,50.0672,30.3467,35.8033,25.5152,59.4454,26.697,50.2664,44.1354,40.6385,52.4956,30.0016,46.0299,33.5534,50.4356,25.3137
3140.625,21.7051,52.6023,32.5211,34.7829,29.6115,44.9074,55.3393,52.8473,51.6123,51.8548,48.4838,27.4721,47.8368,32.8569,48.4217,30.9017
3156.25,33.8346,41.9392,22.4744,23.7251,31.3814,47.643,81.6011,49.1273,54.642,54.6697,46.1598,37.8551,46.3755,28.7185,42.7255,34.495
3171.875,37.0271,54.5265,43.401,37.4007,34.4091,57.8052,54.2075,45.3756,45.3987,46.9916,53.0363,32.9154,55.2244,34.1131,44.6449,37.9695
3187.5,30.4047,46.4806,29.3424,33.8502,33.8099,41.2023,31.5726,46.7148,49.3244,54.5487,47.2388,29.4766,50.2631,28.2767,53.1294,27.6001
3203.125,39.1602,50.2011,36.1198,27.6262,31.188,48.3752,50.958,47.0333,48.3633,44.3993,52.0132,31.9283,45.8091,36.187,43.1195,34.2482
3218.75,31.6554,43.7921,27.6164,40.2463,37.5715,42.1867,61.5951,53.5404,40.278,50.886,44.5135,36.5525,45.0724,39.358,50.6487,40.4897
3234.375,37.3617,44.2806,42.652,33.303,32.5186,53.6481,34.8349,40.0466,55.3733,42.9065,42.8287,38.9568,46.9155,28.2185,45.9703,34.9883
3250,32.6431,54.2332,31.1363,39.6489,39.5735,39.7014,46.5135,45.437,36.2808,40.7439,49.0999,31.1335,49.2582,40.0291,40.3428,39.5825
3265.625,41.182,37.3704,39.336,35.4048,39.1971,46.0747,48.3708,52.7159,49.0125,46.8327,40.4983,38.9894,41.5041,39.0816,54.5988,40.1135
3281.25,36.7523,51.0898,42.1174,41.1112,37.1721,42.6778,55.5256,37.9633,44.9526,44.0589,48.109,39.4352,43.6418,34.6964,38.6933,42.5721
3296.875,46.0772,36.5553,39.2224,44.5391,42.7349,42.1461,28.6482,44.8465,39.697,46.199,43.0896,44.335,46.315,46.2178,43.4121,38.5262
3312.5,42.7831,48.8697,46.0026,38.4042,36.9328,41.6777,33.8636,44.192,51.2749,39.1552,37.5747,38.0046,45.4938,37.1941,50.6762,41.3756
3328.125,45.8446,32.2387,40.3514,48.1021,48.9501,47.6744,61.899,45.9755,37.6751,44.2345,45.153,49.8534,39.965,46.7308,33.7693,46.4825
3343.75,42.024,52.1031,43.0712,40.2849,43.1007,40.1145,49.0595,35.846,44.8622,41.7536,42.606,41.8348,42.9385,44.1565,47.2982,44.8824
3359.375,49.1127,48.5975,52.4028,47.9955,41.8817,40.6177,39.9519,42.4987,35.7467,42.1721,45.0954,47.6026,43.1269,48.1384,41.6747,50.178
3375,44.7877,28.4828,45.1729,50.7875,53.7205,49.0892,25.385,53.3945,51.7281,44.8339,37.1999,47.174,41.3346,43.1626,41.101,43.8103
3390.625,46.5369,52.013,51.1001,44.3763,49.2304,38.9945,58.9303,35.6861,40.3272,45.9878,50.1603,45.6389,47.0677,54.4081,49.1708,47.8192
3406.25,49.2865,46.0907,47.022,48.81,45.6459,48.9417,64.1588,50.4602,47.9979,40.9606,48.4719,54.299,39.2476,48.8319,43.3825,50.2925
3421.875,51.4383,46.0052,52.0539,52.3732,49.5621,43.0304,45.558,46.4649,45.9629,48.5318,42.479,50.8155,52.2007,47.0354,43.7423,52.5572
3437.5,49.9556,43.5887,49.2002,46.4372,55.0065,49.4381,26.8239,44.2277,48.6318,39.8524,41.7407,49.6944,38.631,55.7709,42.3786,47.4278
3453.125,46.5788,51.6509,54.8249,53.4946,50.3026,46.9321,47.6771,45.5246,46.5002,44.9767,53.8997,50.0865,38.1574,47.4822,54.6621,48.9921
3468.75,63.2079,42.9519,50.7223,55.1015,50.314,41.0168,57.6238,48.6029,42.8417,54.4306,45.1314,53.8419,59.3394,64.2219,45.3714,49.9351
3484.375,47.1775,45.3795,51.6284,46.2187,59.6465,48.2749,42.7514,42.6452,45.9308,43.7236,43.7045,58.2783,43.4449,42.4508,44.1876,50.5782
3500,49.7239,54.0636,49.4901,53.852,39.8763,49.4725,47.3192,48.1828,48.7649,44.8076,44.1257,51.9743,39.8297,53.7142,58.2001,47.194
3515.625,53.0633,39.5613,51.3434,46.6429,55.3996,43.6431,42.2183,44.1059,44.5134,44.2771,46.7234,45.6714,51.2082,53.8837,29.9725,52.8597
3531.25,48.1303,46.9205,51.6253,59.8878,49.9469,41.6948,45.2789,45.7455,45.7741,48.6444,40.4291,55.9431,38.5465,51.1474,52.0734,44.0452
3546.875,51.2081,47.0377,50.6804,38.9168,48.3345,48.6578,47.5791,43.9161,42.2738,39.2631,47.0809,50.464,41.969,48.8807,44.7912,46.4387
3562.5,38.845,37.5865,42.6747,52.5107,49.1029,43.0694,50.403,39.5538,37.902,42.6708,35.7934,46.6644,50.2162,44.0945,37.1466,37.048
3578.125,53.0028,43.1396,49.11,46.0819,42.4861,34.5957,28.6059,41.6971,44.7595,33.5958,44.1805,43.935,32.3086,53.9107,46.2321,48.8709
3593.75,44.8118,35.1267,44.9967,41.3453,44.6922,37.0548,30.7438,36.512,37.3596,43.6279,33.1028,47.7998,38.3252,43.3316,33.7352,38.1331
3609.375,37.3348,34.0917,40.6635,44.5551,42.9441,43.7715,35.9744,28.0369,34.419,29.4076,35.8045,42.6225,35.2093,40.4696,41.8826,45.6401
3625,39.0683,37.3646,35.9562,39.1341,41.3345,24.8849,46.643,36.6276,32.3253,31.7131,36.1735,36.7756,33.9745,47.7966,27.6358,37.0191
3640.625,36.5383,26.4173,46.1489,42.3207,36.0605,32.442,35.6666,27.1874,31.4901,33.6619,28.0386,42.7926,27.0591,32.1603,23.732,39.3339
3656.25,46.2798,32.5532,29.738,38.7022,36.0935,24.3424,13.8337,29.5165,25.9399,25.346,26.1238,39.1695,32.0523,43.1987,36.3975,32.0119
3671.875,26.7555,21.0977,39.875,29.9317,40.8715,28.7751,36.0052,26.923,24.0589,27.4683,28.1863,37.1669,25.5353,39.3441,22.702,32.0967
3687.5,38.5367,26.7183,31.5845,37.4356,35.2649,22.9989,43.9396,19.5238,30.6338,22.539,29.0389,28.8947,19.426,32.0494,28.2953,34.2927
3703.125,36.4103,24.2461,34.8596,26.5433,28.1331,22.0498,16.4168,30.1182,18.7967,28.3276,18.3931,44.4481,28.5609,32.7889,25.5556,33.7507
3718.75,30.2644,25.7802,34.3533,43.5885,36.5128,24.8268,22.7198,26.3993,22.4238,20.5644,27.9741,25.088,15.876,34.6836,23.7298,34.6758
3734.375,31.7227,27.1909,34.742,30.9828,28.815,34.3322,48.1142,29.8693,25.3992,27.1031,24.946,38.9461,38.2399,29.7852,25.7786,34.9807
3750,33.0243,29.0456,28.753,34.023,38.6113,29.3489,58.1282,28.4477,31.7117,35.2149,28.1441,30.4564,21.9974,43.2528,25.9312,30.0043
3765.625,38.6383,32.0166,43.1907,35.1495,37.36,27.5998,12.7013,34.2351,41.5095,33.4197,35.7196,34.9582,36.306,29.571,35.302,34.5896
3781.25,41.5948,44.9476,33.4455,34.4672,34.5519,40.9582,50.7638,36.1947,26.8036,35.6435,39.4668,40.6992,31.6191,36.8642,35.8218,40.9903
3796.875,35.5102,35.1251,40.3414,41.8779,41.6209,43.9772,82.1622,45.136,47.9648,43.014,42.4474,37.9319,43.42,45.1721,43.4672,36.6565
3812.5,43.3458,48.9351,43.0299,41.0506,43.1485,40.2638,84.7934,43.2347,41.071,42.5338,39.1404,43.4483,46.9812,33.992,48.6056,42.0359
3828.125,42.9646,52.0881,41.8359,44.0987,42.0215,58.9903,19.0169,45.1722,57.1696,53.4212,58.2567,43.7564,50.2978,51.056,50.8737,45.722
3843.75,40.7632,55.6217,42.6789,46.6044,46.5171,52.325,66.5935,59.9526,50.4722,52.5511,47.5727,52.2048,57.8078,46.1592,52.1409,41.8701
3859.375,55.8201,58.6893,52.4208,53.2236,52.2512,56.077,113.6311,57.2778,59.4389,58.6431,58.6365,41.1422,55.1884,48.0323,64.6744,48.7485
3875,44.7712,57.5632,54.8889,48.6752,47.186,65.4303,90.0632,61.907,63.5613,61.5235,67.3353,52.0185,56.6303,55.787,57.2707,52.1723
3890.625,63.8487,71.0163,52.0035,50.2159,56.8005,62.7389,24.475,61.4282,63.8595,64.1905,57.0907,56.597,72.7656,50.8589,68.9627,48.7539
3906.25,46.6141,64.9862,56.9468,62.9448,49.7969,70.704,76.7294,74.7154,64.1279,69.3119,74.8109,56.4937,66.1058,56.6745,68.7334,56.8188
3921.875,59.9652,73.8368,54.3333,54.8939,63.5139,68.3555,129.7867,69.3884,77.7238,75.3326,68.4699,59.3557,68.2798,57.7783,67.4949,52.941
3937.5,59.5146,71.7544,58.9821,58.7295,53.4012,74.5272,91.3174,75.4453,68.2793,67.8965,71.1298,56.9522,73.3939,57.2968,75.064,55.0109
3953.125,60.3772,71.5867,58.5588,60.327,57.6731,70.1988,31.9376,69.3614,71.4744,74.2785,77.3808,63.2613,78.0185,67.0786,79.8471,54.414
3968.75,56.5899,73.6477,63.2572,58.3528,60.9407,80.9887,84.3456,75.3192,81.0609,73.9101,75.6164,54.8171,72.8916,58.0615,67.6087,57.1435
3984.375,59.6609,82.9099,58.5724,61.3776,56.6743,72.2727,131.9403,76.907,68.0064,77.0714,74.7455,65.4707,75.6198,58.0831,83.0866,60.2155
4000,65.1983,74.6204,57.8702,60.1279,61.5976,78.4784,99.0176,73.5656,81.6574,78.9847,76.3676,59.2021,76.9768,64.1095,83.1027,57.154
4015.625,50.6549,73.116,61.1106,59.98,60.971,72.5575,31.3009,80.9161,76.8775,72.3796,75.037,63.2956,74.9796,54.4365,62.0636,58.7751
4031.25,68.055,76.4537,58.8979,55.3774,57.5067,77.5962,80.4658,66.8336,70.4112,73.3314,72.9744,59.9262,67.3944,63.7139,84.7033,53.5199
4046.875,50.7131,73.9307,57.0357,66.0436,61.4667,75.6925,122.1427,78.7753,72.6447,72.1333,70.7145,57.1692,82.1223,59.1727,64.7779,53.7532
4062.5,60.3878,73.5442,61.2329,52.6999,52.5413,64.4984,92.8,63.274,77.9422,73.8027,67.8665,54.9999,70.1854,57.2312,72.3049,58.7182
4078.125,52.992,65.7632,49.1321,53.2616,60.3138,71.2337,25.5954,72.2155,62.6006,66.6537,70.4658,57.1199,66.9575,56.8533,73.195,51.5157
4093.75,53.6699,74.2637,55.8933,59.8934,50.304,67.5957,77.6913,67.2359,70.9561,64.8686,62.4778,56.7407,62.1569,50.6983,64.8505,53.6423
4109.375,52.2969,55.118,48.0591,47.6114,52.4376,63.8393,101.8662,63.5993,61.2784,64.1158,65.1412,53.2782,66.9611,56.3512,61.7272,47.7445
4125,43.0675,60.9195,52.6185,46.8406,48.6266,58.5281,71.3336,60.6817,57.0526,55.6794,55.413,46.5053,52.9992,45.6481,63.9265,45.7834
4140.625,49.8073,57.2766,41.7226,48.1664,41.8584,57.0737,9.9135,50.0619,57.865,59.6565,59.3229,47.6844,61.3944,47.8,47.8768,43.9325
4156.25,42.8305,53.4101,45.5821,45.1044,51.251,52.7806,75.2452,55.3945,52.7551,47.5245,54.9875,41.6406,50.1067,45.6973,53.2508,44.5584
4171.875,41.8069,43.4869,46.2991,42.8791,36.8585,41.6576,85.404,45.2477,47.64,50.6078,43.9437,41.9749,47.4583,40.2792,50.8435,40.1136
4187.5,39.5715,47.6738,30.6933,33.0008,41.4873,45.3926,52.4915,42.3689,40.5397,42.8311,45.0792,44.2744,41.491,38.6502,37.2483,38.4532
4203.125,35.6901,35.846,45.5743,41.2252,28.7814,49.2297,1.2337,43.468,37.232,39.555,38.2467,37.1102,39.8178,38.0176,42.9483,37.5643
4218.75,35.707,33.8598,28.6822,32.4616,38.8037,21.0481,52.5367,30.515,40.6862,37.1226,38.3603,24.731,40.3529,34.2161,36.8995,31.3434
4234.375,28.3376,30.3299,31.3329,31.1816,27.8357,38.4136,55.146,31.6958,27.463,31.3067,26.3474,35.2581,24.3351,28.4567,28.8175,29.2878
4250,29.4873,28.706,28.9119,22.6346,31.5723,27.0106,34.6595,31.8033,30.1805,24.2315,30.2848,28.8954,25.7442,23.9604,28.3473,30.3826
4265.625,26.3927,24.8231,25.1742,33.3699,23.1744,20.3511,4.3704,18.9241,20.7994,19.6175,18.1879,26.9518,25.331,34.6314,18.76,28.4861
4281.25,25.5959,20.1228,22.6049,21.9803,24.7941,17.0929,28.0635,20.64,22.7307,24.3531,19.0552,22.4259,18.2257,22.5054,22.759,26.9935
4296.875,20.8238,15.0863,24.8937,21.3742,24.5524,18.8843,29.8569,20.2011,13.2895,15.6834,23.4684,22.2116,21.0865,19.6751,19.2884,23.5162
4312.5,27.853,13.3429,23.9869,30.3842,24.9358,12.9975,13.9689,14.6814,14.9045,14.9061,8.8488,28.7713,8.7845,24.4717,11.148,21.7188
4328.125,17.1501,8.6744,19.1395,14.9752,19.5134,13.8908,10.9942,6.9514,14.084,6.3668,16.3358,10.5357,15.8924,20.2285,11.8065,22.5196
4343.75,18.235,9.6152,17.9449,17.1417,20.5597,5.0051,29.8967,5.7816,11.2101,16.6954,7.11,25.5782,12.0555,16.4138,7.0861,15.1445
4359.375,22.6767,9.4932,21.6514,18.583,17.0257,9.2689,23.7374,12.2829,2.4922,2.5395,6.5301,20.5216,9.4528,20.54,15.5864,25.7609
4375,14.2361,3.396,18.1654,20.8454,19.3643,13.053,9.2035,6.5659,6.61,7.0578,4.5836,22.6454,7.0645,20.6721,4.0042,21.2116
4390.625,21.5851,14.9742,14.1041,17.6979,18.9931,4.9315,16.7997,6.1008,9.8142,7.3748,13.7054,11.6848,11.4283,18.2921,8.2108,15.4734
4406.25,17.6768,2.3273,20.4851,14.312,14.5673,9.4555,21.8238,10.6054,6.1288,14.7059,11.2269,21.2344,6.543,14.4463,8.6138,18.8531
4421.875,19.0178,10.6882,19.8466,20.4853,19.2725,9.5806,13.4167,6.6032,10.8937,3.3146,7.8887,14.0138,4.4913,18.0644,11.1645,19.9222
4437.5,16.6613,7.519,17.3602,9.6618,15.9369,4.7535,2.3076,7.6347,8.3663,12.8811,14.257,17.7475,13.7247,15.3082,8.4679,13.6655
4453.125,12.4206,6.982,15.6291,21.9274,18.9359,11.9821,7.7245,10.4664,6.9328,7.8555,11.0439,14.716,4.1868,20.8255,8.6234,16.6313
4468.75,17.095,7.0404,18.0791,13.7839,15.0669,7.9293,16.7048,8.2631,11.1023,13.3681,8.661,19.9128,10.9619,10.9645,6.1108,20.2801
4484.375,22.1104,13.7632,16.5199,14.7892,18.6259,7.926,12.0895,14.2259,8.9548,6.0446,10.7775,17.291,14.6532,25.6824,14.7547,13.7634
4500,16.2121,6.4553,15.1569,23.891,17.2922,14.082,7.585,9.1317,14.0164,12.8217,11.8088,19.8361,5.249,13.6737,6.7523,22.6774
4515.625,15.9314,16.1111,17.5999,12.6416,18.614,7.6893,13.3687,12.4138,8.4308,12.1624,11.3853,20.3744,13.2843,16.3109,12.8292,16.4527
4531.25,23.4272,12.0434,22.8224,19.2728,21.2737,14.1549,9.6766,12.5913,14.3904,11.1773,20.1958,14.0722,15.1033,19.2436,14.8321,19.4246
4546.875,18.1299,13.6622,17.3237,18.5812,17.2691,12.1036,17.0934,12.0991,11.2287,15.9509,16.6895,19.8187,10.9072,17.8699,14.9304,25.9475
4562.5,19.1882,17.0407,22.63,25.3549,22.7439,23.2349,18.2017,17.4252,19.7013,13.3369,12.0152,24.3029,20.234,23.9911,12.747,23.9907
4578.125,27.6519,21.8106,17.96,21.0809,18.852,14.7756,26.5492,24.3161,11.2219,21.7651,22.9385,18.9296,15.4337,19.3863,20.0645,21.8045
4593.75,19.6683,14.2978,26.3952,22.6752,26.7378,21.1549,16.3574,16.6244,24.5643,20.3702,21.9037,27.6114,19.6042,26.9718,26.379,26.1671
4609.375,34.11,24.267,26.0617,26.4788,27.2723,24.1824,18.3968,22.7567,22.2268,23.7072,28.28,27.1105,25.5488,22.6457,20.2516,25.3316
4625,26.5116,30.0579,30.7893,32.7225,25.3618,24.1133,27.0908,29.6758,24.2724,26.0633,19.7703,22.7035,22.0302,27.798,25.0195,28.3146
4640.625,29.705,23.6581,25.7399,24.4086,30.0388,28.9387,37.1942,24.2289,29.5816,27.5822,30.171,31.0511,35.4509,31.2723,26.9712,31.6508
4656.25,30.6935,35.4077,35.7818,36.4999,32.0367,32.6934,34.2117,30.3443,31.6635,28.0604,29.2588,31.4137,25.3175,31.6449,29.6928,33.1688
4671.875,31.767,31.7288,31.8283,33.7082,34.4602,31.0605,20.8752,34.3335,35.4038,32.8218,30.8797,33.6951,32.6072,30.6705,32.1179,30.7721
4687.5,39.5754,38.4582,37.4502,35.9719,33.9591,34.8185,40.46,32.3843,28.9014,33.2258,35.4144,35.5286,36.7484,36.4843,38.6916,38.6791
4703.125,37.6397,35.9757,36.9765,38.2499,42.8293,34.6744,43.8979,40.7731,42.7506,41.2694,37.8575,43.7317,37.0393,44.4574,35.382,33.6016
4718.75,36.2776,38.6348,41.3326,37.3767,40.8312,40.9091,39.6312,35.4757,31.219,39.2732,43.2354,37.3902,40.6717,34.2377,37.6217,42.1881
4734.375,42.4253,44.2324,37.9641,46.5209,39.7257,41.7821,29.3553,43.2615,42.3398,36.1688,38.5746,40.7448,39.0006,48.5472,42.0062,38.1201
4750,43.7357,42.4414,49.2231,38.696,42.3607,41.5692,49.0513,43.7945,50.6096,45.9843,39.3997,44.9408,45.2263,43.3368,41.446,41.8516
4765.625,45.8153,42.6246,39.0425,46.4119,43.5113,44.791,57.5484,46.2963,40.5809,43.0646,45.6665,46.2177,41.1877,42.223,37.3935,45.4109
4781.25,41.931,44.287,48.9049,49.7005,50.0614,45.0168,36.3113,40.2686,45.6003,45.93,45.721,44.7989,45.5258,47.8894,53.3269,37.3498
4796.875,43.291,52.1977,44.3775,38.2397,39.8464,43.7643,34.9978,41.2375,41.2281,43.4083,42.7871,45.9326,43.9584,46.0787,49.7793,43.4974
4812.5,51.2194,46.0013,50.6284,54.1645,49.6667,49.0734,60.7727,51.4493,52.0059,46.4329,45.6621,49.2992,47.3602,49.2253,43.2947,47.8821
4828.125,45.654,43.4843,40.1782,41.6336,47.4603,40.2515,64.4791,46.4813,44.641,45.195,42.4824,46.7902,47.5632,51.2932,46.3929,38.1919
4843.75,41.1556,50.0451,53.7324,50.6428,45.8979,53.2154,34.064,41.5701,43.2134,45.4362,49.8687,47.2103,44.846,47.0707,50.7773,46.9058
4859.375,53.6908,44.9982,43.9577,46.2087,47.192,43.6638,26.952,47.2553,45.003,41.755,41.911,52.0372,43.0198,47.9535,44.5224,45.753
4875,45.8751,43.0146,48.34,47.5097,47.0412,41.8385,65.0692,41.7749,46.5079,45.1693,45.1488,43.4964,43.7647,45.2705,42.6956,42.3102
4890.625,47.6339,46.0972,43.193,43.2165,40.2553,50.1856,59.8733,48.3362,44.0336,46.7089,45.1051,48.0384,43.9716,49.3511,42.4636,41.0492
4906.25,43.7414,40.0344,49.774,42.3294,52.1279,38.3945,32.8213,41.1338,41.3087,42.6539,40.1784,44.9751,38.7058,45.2707,47.6262,44.5308
4921.875,42.3533,43.5241,38.0597,50.4821,37.9491,44.3801,32.2342,35.7284,42.043,38.5891,35.6303,46.4849,41.7098,49.714,37.9351,38.6829
4937.5,35.6009,43.1017,38.3965,37.6762,42.2422,34.4755,51.8488,42.501,41.1912,40.5062,39.801,42.2462,40.3678,34.4021,35.9492,40.829
4953.125,44.9735,34.0868,42.8198,42.7794,39.805,38.2818,49.5609,38.1436,34.203,31.0987,36.3913,38.9523,37.3618,42.5205,34.6702,32.6775
4968.75,36.2724,35.852,37.7613,39.1042,38.125,36.6772,9.4014,34.2434,34.3847,39.2813,34.4266,40.0682,29.6181,43.0444,40.0923,34.6573
4984.375,37.0969,32.2462,37.5018,29.2458,38.3659,26.3169,40.029,29.2909,31.9091,34.2324,38.6958,35.8887,31.8525,36.1924,29.8922,36.1842
5000,33.0208,31.187,30.9464,38.7934,24.4743,35.5265,46.8285,33.8037,32.0825,26.7156,23.0738,30.8405,31.2901,31.6212,28.2381,24.8457
5015.625,27.5801,25.565,29.7943,33.3553,39.5272,24.2646,28.0194,22.9491,27.5279,27.8773,24.7642,38.3259,27.3554,31.6467,28.8937,33.5959
5031.25,33.1575,24.7874,28.6988,21.794,21.1515,24.6432,5.4461,28.9477,22.7785,24.0363,29.0897,29.422,23.0613,28.0185,21.5873,25.815
5046.875,18.9409,25.3263,25.5264,24.4968,24.0836,22.6315,35.941,21.1071,18.7994,19.0251,22.1214,23.9196,21.5795,26.8474,28.4577,21.2699
5062.5,20.7106,18.2614,20.728,25.3055,23.0111,15.6488,32.1566,20.1251,24.847,21.6732,16.4247,24.1954,27.0988,20.1507,16.5715,21.5507
5078.125,24.3348,15.0931,21.0422,15.7997,19.7525,23.9308,14.4675,16.736,17.6128,18.7686,16.2054,14.4208,14.1944,21.1778,18.4146,13.681
5093.75,13.5646,13.6421,12.1866,15.0223,12.545,8.083,12.8906,15.6039,14.0106,14.1204,16.4766,18.1628,13.9556,19.3647,16.6766,19.9387
5109.375,11.8288,16.0824,12.5583,17.9706,14.8505,17.1992,30.3008,11.5611,12.3997,18.0918,16.0291,8.1188,12.5752,3.1453,14.4188,10.7735
5125,12.5645,13.2362,10.6256,4.7955,10.6485,9.466,23.6799,17.5348,12.0263,11.083,9.7683,11.4637,17.0932,16.0149,13.8722,11.7375
