Frequency(Hz),REC0.wav,REC1.wav,REC2.wav,REC3.wav,REC4.wav,REC5.wav,REC6.wav,REC7.wav,REC8.wav,REC9.wav,REC10.wav,REC11.wav,REC12.wav,REC13.wav,REC14.wav,REC15.wav,REC16.wav,REC17.wav,REC18.wav,REC19.wav,REC20.wav
2140.625,26.1042,10.4774,16.6461,17.3273,9.452,13.3997,2.315,12.748,20.5248,9.0439,21.4998,11.4418,5.1401,7.3848,24.4138,16.4576,21.4579,8.3051,21.4815,12.2973,14.2699
2156.25,14.6283,11.9346,5.3682,18.4984,17.9748,25.4872,20.5282,22.0735,8.7559,11.315,9.7126,10.2995,18.373,11.7399,6.2159,13.6613,10.6245,15.1123,6.001,27.6256,5.8798
2171.875,16.3341,13.8193,16.3399,13.9146,22.7509,10.825,5.2971,21.1995,25.7662,19.6583,19.9863,24.7292,13.1001,21.4185,5.4647,18.3717,5.9867,17.3549,18.7256,8.2382,26.3382
2187.5,19.6316,15.2177,12.0304,15.9709,9.6521,19.6328,17.2561,16.3228,17.9713,20.582,6.6822,8.2328,8.5447,8.0035,24.2941,13.0411,20.6607,12.8026,12.7057,22.1892,18.5872
2203.125,18.0282,22.8714,21.4415,12.395,14.0622,16.1487,18.8522,38.6338,6.4763,15.1981,21.7119,13.4278,28.5024,30.2625,6.8306,9.4961,8.5469,10.3666,15.4352,10.8533,25.7745
2218.75,17.2274,5.4891,15.2019,23.1381,11.5876,11.2285,7.9484,15.0168,36.3836,16.4002,17.4125,18.1982,2.9366,11.2897,23.0771,20.2348,10.304,32.3638,22.2602,12.2575,4.2608
2234.375,28.1323,30.5609,30.7566,14.1813,4.1464,36.0453,19.9201,13.217,18.6748,24.8075,5.4068,24.2308,13.7635,33.2294,9.8702,18.5819,24.2661,15.2614,13.266,29.1299,27.9307
2250,12.3755,29.6298,15.0051,33.7086,19.5402,11.2518,29.0959,8.3858,26.5227,20.5107,17.4294,18.7713,19.3648,4.9008,23.4535,9.2822,9.0581,17.9734,18.0448,3.3985,18.192
2265.625,32.0899,22.7352,25.517,8.3121,9.3263,7.3791,17.9909,13.031,11.2854,16.1536,5.8148,19.0024,5.8544,39.9763,10.6395,25.7474,13.6301,22.377,22.4034,32.2293,26.4681
2281.25,9.4398,15.4239,20.1347,26.4274,17.1539,32.2289,22.8947,20.4184,27.8545,8.7298,24.6486,20.6024,14.7467,19.1953,29.6707,45.6878,9.3709,38.9928,8.3572,16.1464,22.1343
2296.875,23.4727,17.6069,25.4429,14.596,8.3229,12.4653,22.0373,17.3095,20.245,23.5694,26.8893,23.1956,18.5229,38.7279,26.6555,44.8451,18.9686,12.2213,25.9748,17.6809,14.6701
2312.5,14.6062,22.4255,17.1708,24.173,5.6759,18.2646,13.1168,4.4982,23.2617,22.8153,29.2805,23.1224,3.4781,12.2244,10.9223,73.2923,17.3998,15.288,16.6477,31.1873,15.9412
2328.125,12.74,15.3132,9.5221,9.3191,25.047,28.4817,22.7088,21.3696,17.9686,23.2148,20.3771,20.3887,14.2243,29.4014,30.6485,31.3521,9.0909,15.2574,14.9819,4.692,26.3783
2343.75,21.3769,13.2688,24.6295,10.8449,14.8527,25.6394,18.228,13.9504,28.5682,3.4295,11.252,13.8984,19.8418,18.8943,17.3748,36.7757,12.4858,17.5604,19.3658,27.7034,13.0134
2359.375,26.4209,20.3922,14.4434,32.0777,14.1052,31.3768,14.5317,11.5548,7.4091,32.6356,25.0854,13.2359,28.8712,32.1946,10.977,28.5061,16.0229,21.3674,20.7952,4.9639,22.1655
2375,12.6885,4.6065,17.6196,13.1367,3.7994,16.6217,18.3946,25.7058,28.1,12.1734,12.7197,16.3156,21.8557,6.6625,28.2385,38.9374,8.1904,12.2236,24.5116,19.8627,15.5445
2390.625,16.4635,24.8981,6.2818,10.0593,26.086,23.2292,8.6352,22.1016,0.7788,22.6268,9.4888,3.5692,14.8443,23.3447,5.1275,24.1744,18.8417,32.5083,13.6689,1.9746,24.6014
2406.25,9.5548,11.1221,17.9744,16.4295,2.9955,43.4838,15.7203,15.5695,8.976,15.7517,24.5588,24.7904,15.4941,7.1013,10.5913,41.4132,13.3273,13.7424,1.1583,21.636,14.3667
2421.875,11.324,18.2465,11.4577,25.6453,17.623,7.5441,8.826,9.0266,30.315,10.3841,26.6633,8.9326,16.1182,7.9782,18.6326,19.8788,9.4809,24.4313,22.8713,12.5888,14.8864
2437.5,8.112,33.5152,10.4058,10.0791,13.3483,15.8714,17.6196,5.8235,4.9024,14.2571,15.076,27.6958,4.6766,11.3108,5.9572,50.4931,17.5314,14.782,11.5639,14.1472,10.7591
2453.125,14.5826,17.78,24.6866,20.1494,15.5334,2.7487,15.8826,19.6789,17.602,13.3187,13.1964,12.3073,16.8121,5.1272,15.7906,36.327,30.7849,29.1929,24.1498,13.9132,15.9159
2468.75,17.9585,16.2196,6.1404,8.222,14.3156,28.8471,10.1916,39.2687,8.0837,20.1405,14.7007,20.9914,17.206,29.3605,10.7483,27.2805,27.0755,21.4162,10.1387,19.1439,14.9841
2484.375,14.9211,23.1294,16.9389,24.3312,5.4584,8.3187,15.4814,32.2598,15.2643,19.2652,20.7592,9.2361,11.6765,14.4893,10.4105,52.7844,21.2738,5.6711,27.9579,11.6707,9.7588
2500,16.8372,16.1195,14.8398,11.1101,20.7328,11.5237,11.9219,31.7677,16.2106,21.4882,16.8263,25.3449,14.4758,4.6053,15.632,36.6919,17.002,26.7923,16.52,19.1494,25.0471
2515.625,24.3976,21.8147,15.6351,15.162,14.0825,29.4916,27.4875,31.1097,9.5759,20.2142,24.4061,3.137,6.2811,26.5722,19.6096,53.2273,9.7695,24.705,2.5643,15.9998,12.085
2531.25,18.1519,20.0191,12.5872,24.6626,17.9062,28.7223,11.0704,25.1467,25.3297,13.4262,17.8602,28.5937,26.4673,17.2439,11.4826,28.6736,15.811,12.6656,25.24,23.6092,15.5279
2546.875,16.1881,25.0945,33.3127,11.6498,15.3687,10.8152,28.6566,16.9784,12.4682,19.2413,17.1896,9.7887,11.8852,31.618,26.4031,30.7428,12.4998,30.1786,13.327,18.2568,32.142
2562.5,30.377,20.884,11.7756,32.1999,28.3654,32.1482,16.7031,34.4698,28.4609,23.2456,33.392,27.9585,16.5994,38.5012,26.5694,36.1819,25.137,28.6406,29.7838,23.2172,19.9504
2578.125,10.2909,22.4093,39.5088,17.9551,15.793,22.9127,36.2111,13.0038,14.0998,39.9441,9.5042,28.2833,10.4854,25.0541,29.2816,27.5221,2.1851,24.6298,14.6761,15.527,20.3591
2593.75,32.5457,26.7105,16.1135,28.0146,7.3508,20.3011,18.8956,11.5669,36.9082,15.9829,30.2233,28.3939,29.4303,31.3746,12.2515,28.0023,30.0388,32.6093,37.6576,35.4839,24.1226
2609.375,33.7775,26.9777,29.8254,24.7327,17.7669,17.1838,23.5375,19.6261,4.5121,29.5796,28.1899,23.8668,26.5396,13.4264,43.3991,59.4274,23.0351,23.3385,19.5169,20.0296,34.594
2625,15.2375,33.6736,17.5362,29.7281,26.1968,36.9639,30.701,36.694,40.6891,25.3934,3.6104,31.3568,21.6067,28.0622,29.4118,37.1792,7.6427,29.7427,29.4018,33.6638,26.2083
2640.625,28.5999,26.2355,30.6992,29.0309,22.0414,36.2465,24.874,16.1203,15.9407,33.5621,30.1658,21.7239,31.5574,34.3914,19.3073,56.4638,23.3332,28.5392,27.1351,19.3405,24.0882
2656.25,25.5209,33.2089,39.3202,27.5224,31.4796,28.5781,26.8289,13.3267,22.3037,20.4642,28.3178,28.8337,17.7878,21.2896,37.0939,30.6503,15.2314,7.8115,28.2989,31.8875,26.7928
2671.875,26.0085,21.5008,25.4795,20.9051,12.4093,33.3005,36.4335,9.8276,37.2279,31.7739,2.6682,38.7518,21.2021,33.8857,23.852,23.2754,28.4789,32.971,25.8663,28.5338,39.3888
2687.5,37.2446,42.5567,32.2253,37.974,19.8823,30.1571,13.8693,49.3307,27.3386,38.9215,32.3387,23.6026,32.4661,26.4813,39.2071,44.6637,19.5465,24.7714,10.0226,39.4738,13.7538
2703.125,29.2104,26.9431,25.0438,32.6858,33.2975,30.8635,45.7181,20.8242,5.5873,30.039,19.3056,27.7781,22.6148,38.6296,22.1801,68.908,28.2485,40.3263,39.6513,22.0472,40.1205
2718.75,25.481,32.6722,23.6118,31.1227,2.7784,33.1592,20.2633,11.7885,53.0571,19.9149,19.2017,34.4852,13.0319,20.2583,28.3648,68.4789,13.9704,77.8169,7.4581,33.0722,37.3621
2734.375,27.3622,35.7508,28.7913,38.2489,38.0319,5.0576,17.753,37.3719,24.1038,23.7149,32.4717,26.6706,29.7492,24.1492,26.568,103.6074,17.7121,23.6401,33.6151,25.5285,35.3956
2750,20.888,16.1946,33.2856,17.6971,8.2636,26.6144,17.5026,39.2627,11.7938,29.9745,9.7153,24.5741,19.8649,23.746,33.2589,36.5395,32.7389,2.9508,11.8943,21.5817,26.6567
2765.625,34.9323,22.8309,18.9421,27.8966,38.7014,27.7601,38.9071,4.8367,41.6663,27.0822,25.6664,33.8177,20.2672,40.9794,23.0632,50.8937,11.6488,36.5199,40.4458,28.6218,41.5697
2781.25,16.5881,46.406,23.6141,28.4787,20.8644,32.1739,22.6844,21.9515,31.3609,23.2702,29.2138,16.6791,27.7212,13.0608,39.1913,29.4002,25.2698,36.7215,15.5238,27.2097,16.5718
2796.875,31.473,18.2118,32.3982,34.5609,22.1814,10.3985,26.6711,47.1073,3.8648,25.5413,19.2519,26.7511,25.2425,39.6561,19.268,14.3391,24.2068,8.8032,19.9116,16.7576,33.611
2812.5,33.2291,28.1702,19.9867,12.4756,33.7242,39.326,34.8895,13.4998,16.6585,26.3233,36.5932,25.6602,15.7135,3.3728,30.1536,29.4821,32.2413,30.5089,29.9787,37.5893,25.3081
2828.125,27.392,14.0547,29.463,31.4938,20.6344,0.3013,18.3889,18.6256,49.1669,25.2959,21.9211,17.1051,35.1652,47.9357,22.488,22.7785,18.9233,18.3884,8.7351,23.1293,31.1428
2843.75,16.1196,35.4879,19.3835,13.3062,19.6607,35.9364,17.4914,32.141,23.0492,21.9511,17.6533,19.4535,21.5359,12.3393,18.6123,30.3506,24.3454,26.398,26.6088,22.1887,25.5484
2859.375,31.156,29.945,24.5722,24.1334,34.9905,22.3423,27.0851,23.4988,20.0402,22.6841,29.8754,31.1762,16.3568,25.0029,22.5455,10.2796,26.449,32.6048,28.8019,25.3049,16.8064
2875,21.1734,30.1173,23.8351,28.2708,33.195,27.6985,22.2728,31.0029,28.6096,21.6156,20.6317,20.3252,30.4145,26.5592,31.4565,49.4638,18.2362,29.37,18.0142,35.8989,32.1043
2890.625,22.9612,27.8246,23.0068,22.3966,28.2842,16.4963,21.9041,26.0622,40.9243,21.3986,33.9039,25.6264,30.6639,38.6582,27.5129,6.6503,31.7411,30.8745,42.4611,20.751,18.6418
2906.25,29.1922,20.8648,33.9135,28.5516,24.4422,12.1501,37.448,17.8368,23.2297,30.3715,11.9967,31.2171,15.8824,18.9339,33.3135,30.4412,20.5604,26.2342,6.4377,30.5925,32.6205
2921.875,19.9355,25.2925,29.7245,28.9637,29.7605,33.2822,11.1244,26.4544,27.0558,24.8371,25.1328,35.3232,41.4086,40.4493,18.8145,41.0881,22.9933,31.3455,32.0939,23.5888,21.7633
2937.5,42.904,22.9661,31.7231,35.1154,16.2291,34.0262,36.4998,25.3567,38.1663,32.0018,33.0141,16.251,15.3986,28.2387,31.6685,55.5238,32.8352,30.7038,38.3553,38.2619,29.8609
2953.125,27.4521,44.9419,37.7542,29.3604,41.7097,34.0962,38.0159,19.5639,34.907,32.3351,13.4874,41.4304,27.2889,58.7291,41.1365,51.8242,24.0428,25.263,26.0781,32.4941,34.8698
2968.75,45.0785,34.2354,33.9659,43.0297,12.7974,37.6408,24.998,18.7676,18.6911,32.1622,35.2752,42.64,32.0749,18.7147,46.1294,18.9447,23.1716,35.7796,39.6401,32.3565,36.7391
2984.375,27.6289,40.3258,25.2894,34.5208,31.0456,26.1563,56.6352,37.4991,47.2737,46.5369,20.9462,39.4478,19.1798,45.926,23.2209,56.6883,15.538,46.9682,41.184,44.0577,39.0606
3000,46.6723,43.1469,43.6964,34.8465,26.0946,68.4965,31.3965,32.5579,36.9727,29.9524,26.3501,40.0417,19.9286,27.1596,48.2597,27.4433,30.1401,38.6368,26.102,29.9017,35.4761
3015.625,35.1102,29.091,41.2001,62.0465,19.5595,21.6507,43.266,15.9299,54.0323,52.8638,27.2231,45.3388,37.8364,61.588,42.5121,39.0276,30.3588,35.7053,54.9508,45.183,46.9225
3031.25,53.7143,49.5323,45.9621,26.4335,33.2123,54.069,45.7096,26.8823,36.3117,32.9926,26.3281,36.2203,19.8242,31.0304,36.2613,64.9966,16.1769,41.0309,35.4584,48.6021,33.8914
3046.875,42.2558,41.2589,47.5407,46.7993,21.4103,41.6924,36.7513,35.6845,41.9952,58.1944,29.1125,55.9197,31.4137,53.8869,60.0912,65.1815,32.4324,56.8193,54.8718,44.632,59.2144
3062.5,51.8798,49.9164,42.7485,48.8764,30.7838,38.5424,60.4442,25.9349,48.1207,42.2484,23.2529,52.7787,34.1225,51.7795,34.6251,38.8656,42.7265,27.7152,44.1374,54.1299,47.5217
3078.125,49.4715,49.9372,46.2262,55.4201,31.4525,53.3192,42.2971,19.1089,46.5746,55.681,29.1692,63.7021,21.6233,71.7505,55.5541,71.38,17.0812,61.5694,41.9499,38.0639,44.817
3093.75,48.887,42.9475,51.8128,43.6979,20.7308,53.4524,54.3008,32.1343,53.9102,45.7321,36.6444,40.1206,27.0197,46.5937,54.4435,8.9796,28.5327,40.1156,54.7066,53.6695,42.891
3109.375,46.6659,53.3609,54.0049,39.122,30.6978,42.6066,48.8909,38.2266,45.0898,42.1464,23.0684,56.4967,26.976,34.682,43.9199,53.5877,29.016,50.4743,42.5407,41.2201,51.1136
3125,39.7538,50.9397,34.6545,65.7811,27.0773,51.5733,42.7401,32.2477,47.3982,48.9262,21.9982,48.4006,18.2975,86.2787,45.3334,54.751,33.572,52.6596,63.9184,54.7727,49.3164
3140.625,60.7505,44.0348,60.2207,37.0436,37.765,57.2143,47.0388,25.845,57.8927,56.1181,42.8023,43.0087,43.6998,27.9551,48.0557,11.4568,26.0724,65.7389,50.1299,44.065,58.2127
3156.25,53.9923,56.6748,49.164,44.7795,28.2483,55.3404,54.4862,31.2446,58.4316,48.4672,25.037,54.6464,29.5602,51.0357,52.2103,94.3524,40.3601,34.3372,40.0659,63.5095,45.6226
3171.875,44.2914,57.0216,48.1259,55.4601,38.4284,34.935,63.7635,35.8432,40.8327,49.7968,32.5219,59.016,39.002,61.2741,51.6335,35.2423,35.7779,61.7304,52.3304,29.4905,54.0941
3187.5,69.1131,33.118,41.2798,39.2694,29.3074,63.5969,37.6651,34.6433,45.2294,49.8868,44.2071,37.2991,30.7307,37.1334,49.1585,74.9721,15.9479,45.8962,59.0531,58.6432,45.2165
3203.125,37.0316,49.2815,54.0074,50.4299,43.3623,37.5886,51.4486,31.4053,61.6503,43.8565,20.7815,52.8491,33.4272,57.4108,44.2228,30.6697,44.2083,42.3651,41.5335,44.8638,42.6951
3218.75,50.6359,42.5403,45.3342,49.8713,31.0972,40.6908,48.2424,31.6147,33.7867,59.147,52.5227,41.2732,34.1811,46.8293,49.6186,36.3366,33.0028,59.6445,53.1879,48.238,49.6077
3234.375,35.1715,57.851,44.9409,41.7198,38.4486,57.5861,44.1582,35.5406,50.155,37.0698,23.9656,47.6135,32.8075,43.4761,48.0646,30.8807,34.136,47.5005,38.3035,55.5311,50.4234
3250,51.4317,35.5017,46.1504,56.5535,36.5466,46.6518,46.5304,46.417,50.3627,51.7267,39.1983,48.4132,41.3788,38.4979,42.2191,31.5876,38.9168,44.3728,52.0153,30.0999,39.8195
3265.625,46.7716,43.1958,49.2789,26.1099,42.5918,51.8928,39.1893,31.4119,42.8349,34.972,41.8804,34.5908,34.916,57.4066,45.1703,49.2983,32.5454,39.4476,52.2067,53.0258,42.5877
3281.25,33.6859,51.2055,39.879,61.1245,37.4316,37.7705,53.906,44.8424,36.9865,51.0944,34.6401,58.7423,41.7374,30.1644,44.0621,29.4913,43.0945,48.5336,37.2507,44.1577,51.7388
3296.875,53.9197,40.4643,40.3795,34.3149,42.2276,43.7238,34.2134,36.7418,49.3931,38.8911,62.3085,31.7051,37.6678,49.8238,49.8937,59.3989,42.7223,47.7126,47.3055,34.7905,37.5883
3312.5,42.9533,45.9803,40.8091,45.9824,45.8394,45.3221,47.028,36.9746,52.7832,55.6866,27.4202,55.8631,43.0152,48.182,39.8296,20.6151,39.6245,46.775,40.7685,46.6903,50.4816
3328.125,34.2822,47.8746,40.8626,49.254,44.6717,41.9586,48.4205,57.7138,45.4344,34.5293,49.3583,35.2118,41.2368,27.8568,43.372,68.7469,44.1326,28.9643,41.1469,39.1072,29.6849
3343.75,44.3916,40.1172,55.5512,41.41,43.9926,54.4359,34.1045,34.8214,22.0611,44.0344,62.5261,40.5165,51.7898,59.1345,35.0015,20.3972,55.6764,52.4036,38.3362,52.9108,46.5496
3359.375,55.8572,38.1022,34.6688,33.122,55.3115,37.1225,47.4001,38.8693,56.7788,50.0317,30.7486,48.6155,49.2784,36.2647,48.3768,48.6935,36.2262,28.916,59.2222,40.467,53.3015
3375,37.5954,47.7664,53.0964,47.4469,33.1456,45.6457,62.0782,58.1299,44.3929,28.7964,59.1596,41.5289,42.1607,34.1603,44.2923,63.678,50.1707,58.527,30.0374,49.3865,29.5374
3390.625,37.417,52.0866,42.4862,57.5972,61.7141,51.3916,32.6808,52.5568,36.9356,59.8038,43.4655,38.1059,64.8523,65.5038,47.6411,30.5054,53.6168,36.4909,52.0776,44.1664,47.3964
3406.25,53.6116,32.44,38.3587,34.9419,49.7322,38.2372,48.035,54.2817,46.2655,38.0443,45.8754,52.073,45.2236,34.329,51.07,73.222,49.1445,60.7013,37.7382,38.7,51.8182
3421.875,51.3586,53.208,50.7927,48.1256,41.6005,53.0971,45.3745,49.279,41.9474,48.264,54.7565,42.5204,40.4496,52.7554,45.2833,31.0417,49.3036,29.0489,47.2643,55.1503,36.6753
3437.5,44.5377,55.5339,41.2715,48.5114,69.0605,37.5535,43.036,47.6519,52.4244,41.2408,56.676,53.9056,64.3885,32.8702,44.7616,59.5662,58.6661,55.8563,47.5894,39.7448,53.2438
3453.125,44.7284,48.2259,46.2061,48.3087,53.8908,62.4501,46.8818,57.6038,36.7699,52.5965,40.7966,43.3009,44.2881,67.2886,46.3363,56.4654,47.8549,40.0898,39.5786,52.5868,43.4504
3468.75,36.3542,39.0065,52.9143,51.9729,44.8604,44.5115,44.8024,47.5046,44.0325,47.3396,62.7457,51.9025,55.5186,31.6237,44.0997,41.6837,49.4876,49.4416,46.9967,48.2443,41.4725
3484.375,61.2662,48.0781,44.8566,35.3965,52.6146,51.4429,39.5228,52.839,51.8382,41.9675,53.5936,39.1062,43.418,56.5305,45.3643,50.1755,53.0374,53.9211,40.1047,41.0674,53.6916
3500,48.7696,51.2711,49.9423,50.4313,59.6694,30.6732,51.3726,51.6963,40.244,48.2599,43.146,44.8064,58.6856,34.5455,55.173,64.2586,49.9391,33.8501,50.2912,53.5344,43.1249
3515.625,44.9908,51.5851,44.0516,50.8429,42.4749,48.9625,46.8736,57.0698,42.8311,37.8426,52.7575,64.9831,56.7862,62.7306,28.7644,39.3782,51.5377,44.817,33.5937,52.8467,46.5441
3531.25,38.7578,32.3875,46.2052,42.1763,64.5078,54.0196,31.2288,46.0954,38.9517,48.6959,56.9833,24.0041,44.8098,34.6677,59.5917,52.4489,52.7644,47.6479,47.3971,30.6547,54.353
3546.875,47.4479,58.5353,37.9988,47.0186,39.2978,41.3089,41.4138,45.9758,39.0656,43.4556,49.2172,49.5583,54.6947,56.6878,37.6026,46.279,42.6597,54.6068,40.9086,51.1366,30.0387
3562.5,45.3578,33.8441,48.0569,36.1471,51.1767,32.3623,54.5612,48.7144,44.218,45.4613,47.9352,41.6703,45.3371,47.0868,53.012,52.4519,53.4212,32.5612,37.1198,42.8691,49.1105
3578.125,34.7571,45.7126,35.913,41.0342,46.4846,44.1357,31.6038,47.0727,27.0847,35.0287,39.2053,43.7114,53.973,24.0275,27.7731,60.6914,41.3188,46.3478,36.8046,38.5855,50.7176
3593.75,40.7991,31.1192,36.9654,42.1833,44.9031,41.7582,38.7867,46.8715,41.9372,36.3732,46.646,34.3398,33.9811,33.6689,43.3022,29.8292,54.1827,29.0945,31.3606,38.401,9.0368
3609.375,33.8563,34.1884,37.0843,34.1646,39.7064,37.2368,23.4715,44.1739,31.0354,37.3944,42.5387,25.7816,45.0466,49.2599,34.7562,49.1775,37.2586,36.2504,32.0027,33.0373,57.72
3625,33.7403,40.2225,31.5658,34.063,44.1681,21.8149,38.6681,40.7156,36.4223,33.8447,44.1032,39.2025,33.5175,28.1701,30.0124,45.0461,43.3495,38.1077,33.5966,35.2835,27.5388
3640.625,43.619,31.2809,33.0991,28.7129,34.687,29.1034,27.3121,41.9026,22.3075,25.3698,35.9936,28.3394,52.4533,30.7225,33.8068,43.1511,37.6507,33.3037,21.0678,21.4487,27.8617
3656.25,18.9833,35.9833,26.7618,22.775,37.8887,37.526,21.3683,44.6505,26.5266,32.0579,41.5078,29.9878,31.7334,39.3117,30.2929,37.798,42.6291,17.9003,33.4895,40.6014,32.7019
3671.875,26.772,12.0026,28.2187,34.0023,39.7208,19.1052,28.067,31.5048,25.7565,23.0707,37.6808,23.8425,34.4469,24.2671,30.0061,38.1074,34.8883,29.171,13.6615,21.3178,20.1199
3687.5,18.3408,41.2532,20.7778,28.2848,34.3188,26.8718,26.2879,34.1976,21.2343,28.2658,31.2744,27.232,32.3994,23.9986,22.7155,29.9528,37.5606,21.5272,29.0999,23.0616,20.9156
3703.125,29.0144,23.8593,26.9983,13.9244,40.5282,14.4492,14.5513,33.0454,19.6314,16.8278,35.2344,20.0678,41.5582,23.7342,28.0082,47.8704,29.1304,38.2295,28.2897,26.3806,23.935
3718.75,19.1248,25.4136,26.0007,26.6598,28.5499,35.3674,32.4591,38.7912,38.1595,24.032,30.8731,26.8651,30.3055,26.8886,17.9334,17.6345,35.9893,18.0271,24.3324,19.6483,35.147
3734.375,23.4871,33.8083,29.8152,31.6432,28.1813,39.4351,17.7977,29.4369,31.1877,34.7816,47.3646,30.2939,34.7657,28.2437,31.1777,51.9243,28.409,24.0018,24.3433,27.7841,17.2818
3750,29.9154,33.5258,25.1644,29.4332,37.6841,19.622,29.3272,28.5231,11.3604,33.4313,32.4122,30.9352,32.8261,32.7671,25.0127,24.4094,42.3996,26.5366,30.6554,33.085,30.1213
3765.625,38.0061,33.9373,34.7853,35.683,36.0399,32.1244,41.9987,45.4304,45.312,23.6122,20.5293,36.8368,35.4823,34.4347,46.3212,37.3105,31.8273,44.1396,35.9377,42.2632,35.0574
3781.25,36.0105,31.9545,32.6353,32.1296,41.2889,46.6194,31.15,25.069,40.3619,46.1723,56.8918,34.126,47.3619,41.5655,23.6604,37.2485,39.9584,33.0134,37.1483,27.4628,39.7609
3796.875,34.8232,41.3757,43.539,45.0347,40.0964,35.7245,49.2827,51.4155,32.1787,35.7886,28.2956,38.5054,32.5608,38.4012,50.5798,40.5387,35.3119,42.1139,42.7364,51.1084,39.7768
3812.5,50.2301,40.8014,48.2221,51.2666,38.4043,44.3378,31.785,40.3824,55.7096,54.5889,44.9645,52.7614,43.3538,48.1308,44.1429,39.9187,50.0626,57.841,48.4266,41.4538,45.8638
3828.125,52.9886,56.2976,51.8332,39.5097,44.1564,53.3866,62.4606,36.6851,44.6557,43.2041,51.479,45.6037,43.1581,51.8778,52.4958,48.8028,35.8055,24.84,48.6259,52.6379,55.8922
3843.75,54.5107,60.7337,52.413,64.2767,43.381,41.7563,50.2219,56.0582,56.9837,55.2615,42.3456,57.6408,53.6935,51.9406,56.1519,52.432,50.5607,74.7472,51.4919,53.4397,53.2193
3859.375,49.5639,53.5617,62.8717,57.0467,53.49,63.3788,58.1776,47.6277,51.2651,58.3287,48.2247,54.807,40.6464,60.1391,56.3046,53.5939,50.368,58.7601,61.008,61.8895,59.3315
3875,71.5397,60.5195,52.8009,55.0176,54.9798,67.0752,63.6128,52.9023,71.034,65.128,52.5724,66.8936,54.1953,49.5083,64.5542,34.7571,54.8366,63.9132,59.8007,64.079,61.6711
3890.625,65.6465,63.5615,74.4263,78.5218,51.2266,67.3804,56.5207,60.6938,58.201,58.817,53.3776,58.3821,59.5922,74.7267,70.5646,64.3577,43.8358,59.6684,58.4042,64.0881,64.7954
3906.25,67.5779,72.1027,61.3069,59.0455,63.1333,65.6571,72.4208,48.3154,66.9666,78.3734,59.31,67.8732,47.9959,68.3239,61.9975,53.5627,57.635,67.079,74.1045,65.1199,66.3012
3921.875,67.0165,70.6226,78.0425,77.9642,47.3418,56.2414,67.8262,54.1533,71.5384,61.1917,59.4081,76.5067,58.8987,69.9626,73.9971,57.9105,64.7069,71.6033,68.0751,68.4665,73.5569
3937.5,76.1216,66.6704,68.9096,72.3697,64.867,84.043,70.1542,66.0609,72.4168,86.2392,61.259,69.6955,59.6265,73.049,70.9878,57.1322,55.2175,78.9983,76.1371,79.9762,69.8358
3953.125,77.2584,80.6756,81.3599,68.9491,54.5712,70.5958,71.0195,63.3427,72.1482,66.6526,57.8984,79.3153,54.4213,65.1154,80.6297,65.9903,56.3061,74.5093,68.2491,64.9987,78.9942
3968.75,75.1654,86.2062,71.9289,79.4505,66.0403,72.5682,78.7657,52.3047,67.7061,77.3886,65.2601,69.0642,72.9606,92.4819,73.1502,50.9676,59.3926,72.1363,76.5876,81.6165,76.1284
3984.375,73.0488,69.2295,73.647,76.7461,63.952,76.9589,65.8608,66.623,76.9305,75.7828,58.9105,85.4481,55.4613,60.0909,68.4627,67.8974,62.9854,80.599,70.5508,76.3408,74.794
4000,82.1385,71.5439,77.1612,76.9489,53.6047,66.7335,81.2884,64.024,76.8368,75.2212,55.4144,68.0628,63.7013,79.4958,90.7672,61.87,62.061,63.2558,66.9733,77.5705,76.1331
4015.625,66.4283,89.7229,79.2308,75.2012,56.9791,82.93,67.2114,50.3457,70.0726,76.4807,69.2338,79.5631,62.0796,77.4123,73.0667,55.2417,60.4349,81.2501,83.0115,75.856,72.976
4031.25,81.4617,63.9865,71.8009,72.4619,67.3988,76.6135,82.8341,69.1036,71.4196,77.6441,53.6662,71.4197,55.1822,74.1454,69.9016,73.815,59.2629,67.9848,71.3695,78.6754,78.3945
4046.875,73.01,63.1955,77.7704,78.4676,50.7244,72.4225,68.0522,58.9959,78.5382,66.8866,64.151,72.2098,57.4534,73.5057,80.3826,44.8589,51.6625,76.3604,68.4904,66.8214,64.8792
4062.5,68.1479,83.2718,70.1462,64.19,62.0219,76.5231,68.9442,52.6968,63.0259,72.1058,59.0805,72.0384,53.7275,64.7227,63.5369,64.2258,59.5435,73.0833,66.461,68.1482,75.2472
4078.125,70.473,68.8796,66.4007,71.0421,61.759,63.2927,72.4633,62.5557,73.7636,70.2695,45.8092,76.9617,56.9262,76.3212,72.1699,49.2424,56.5022,58.1974,67.2854,77.7343,68.2214
4093.75,58.7858,66.9539,67.9464,77.7282,48.2907,63.66,59.5557,53.285,60.5695,59.6153,60.8414,63.4315,59.0298,65.104,59.9005,70.8528,52.9453,78.398,74.9811,55.2632,59.2868
4109.375,73.352,61.959,61.2203,45.9406,50.2068,69.5355,67.3036,43.5687,65.9976,70.5098,43.9462,54.5628,57.2273,57.2661,66.6276,38.7069,63.7539,64.7752,51.7531,69.6608,74.1122
4125,51.7985,58.4555,60.7047,69.9651,55.2305,55.8536,55.7096,56.3803,52.4193,50.5538,50.4391,58.4717,38.5487,62.8269,66.3959,57.6322,35.901,52.7481,61.4741,59.2997,49.8259
