Frequency(Hz),REC0.wav,REC1.wav,REC2.wav,REC3.wav,REC4.wav,REC5.wav,REC6.wav,REC7.wav,REC8.wav,REC9.wav,REC10.wav,REC11.wav,REC12.wav,REC13.wav,REC14.wav,REC15.wav,REC16.wav,REC17.wav,REC18.wav,REC19.wav,REC20.wav
4140.625,56.011,57.5901,60.2299,53.2017,40.3203,59.3521,59.8502,51.4761,55.3441,68.6283,55.4129,61.6852,57.5338,57.5944,47.2518,50.5884,52.6604,57.9986,54.8323,51.4832,58.6171
4156.25,55.91,52.5519,45.8923,53.5272,50.0428,51.6763,55.5666,37.3349,57.2566,41.7779,39.3728,53.9503,41.2538,52.4839,56.1997,33.637,40.0956,53.6794,51.8864,58.7334,54.7115
4171.875,45.205,45.2805,47.8215,53.3211,39.9882,39.3023,44.3663,44.7411,43.5585,56.2846,37.0471,39.29,40.8335,51.251,40.1944,51.3462,46.7504,42.8774,40.8827,36.9268,40.9279
4187.5,47.7682,47.6436,42.1425,40.8554,36.8658,55.5878,40.3467,35.3114,36.7047,36.0844,40.7074,45.0441,40.2205,35.101,57.1509,37.7503,36.1277,55.5322,49.049,54.904,46.7114
4203.125,35.3613,40.1207,39.7405,37.8389,40.1865,41.1705,43.0112,38.7496,48.303,45.9494,45.8855,35.6735,43.0852,47.8395,33.2234,37.811,35.7018,43.7655,38.2537,32.8581,37.5806
4218.75,34.634,35.9579,41.5609,35.7434,23.8959,30.5179,33.825,40.7723,32.7401,25.5545,21.5909,44.7665,28.919,24.6373,32.4477,34.5005,34.6735,30.8228,31.3426,33.9162,39.3124
4234.375,32.7514,26.2552,26.4511,28.5555,32.6962,23.4795,29.6326,22.1096,34.1712,38.302,32.7874,25.4162,32.2217,34.0824,31.7094,26.5391,31.1023,26.5568,41.0344,34.5284,29.315
4250,23.6697,34.9066,23.8661,35.1005,39.9536,40.0641,31.8582,34.0447,32.5912,27.7241,31.1145,23.6294,22.0598,31.3368,24.1843,40.1683,23.138,42.2757,18.491,23.8507,29.0376
4265.625,28.3129,15.6494,25.1677,17.4258,16.9123,17.1546,22.2153,25.7296,17.9136,22.5166,32.697,23.3717,30.7758,17.5782,30.568,25.9332,34.929,15.5145,31.9875,29.8064,24.0529
4281.25,20.7751,33.9717,14.6101,16.7858,26.7986,19.6718,19.8885,29.4067,26.6611,19.9056,14.3066,26.1601,21.7724,16.8142,8.9088,23.4992,19.4162,27.4169,9.1899,17.0142,24.6459
4296.875,18.8217,2.4743,20.2264,21.7292,28.3826,23.9343,18.719,16.4451,23.8432,12.4693,27.8187,17.7329,28.2926,21.7569,27.7816,15.7434,29.6035,10.1546,27.4417,24.2253,10.7089
4312.5,8.7811,12.6279,15.7701,10.3895,14.0552,6.5337,16.097,21.3756,13.7848,13.4556,23.7925,9.0647,16.6432,19.3723,1.4813,27.6821,20.5914,13.4497,9.9529,1.1739,23.3468
4328.125,11.863,22.5057,9.0735,8.9094,21.8149,19.2933,10.0223,21.172,8.9223,18.1142,16.3078,10.3176,23.6213,11.6059,21.9697,20.7647,25.4918,14.1263,13.3159,18.1175,23.8705
4343.75,10.2597,3.0981,9.2018,8.6597,26.6624,11.0627,10.2904,19.0026,16.2336,1.3283,22.4685,13.6423,16.3715,8.1919,5.0408,17.3371,13.1207,10.8648,18.5925,4.281,13.9456
4359.375,4.2085,10.6456,9.7947,5.7304,17.023,8.4006,14.2758,17.4,15.6091,16.869,16.1918,13.38,26.237,11.9813,15.7869,18.479,22.6597,7.4267,1.9039,10.5417,26.9809
4375,10.9483,0.6024,3.1543,5.1751,12.3837,11.4699,5.245,18.2724,10.4765,4.8455,20.9997,16.0001,12.7038,27.9882,5.6578,16.6953,15.0067,9.741,11.2485,10.9166,4.2895
4390.625,3.1765,16.8546,7.1629,11.1272,25.9476,8.2689,15.9719,23.6764,3.2939,7.9872,19.3455,8.6922,23.1171,20.2836,15.528,19.89,13.5187,9.3716,11.2492,6.8627,3.5517
4406.25,6.2315,5.5496,4.3351,5.8914,12.616,8.3044,3.7478,14.1641,11.3614,4.2752,20.3109,8.729,20.0294,28.7014,15.2623,24.9865,23.8665,17.4371,11.5991,15.0368,19.9163
4421.875,14.4717,17.1431,10.1443,9.1615,20.6912,5.0819,17.3647,18.792,11.598,11.3507,19.528,11.301,17.0444,16.2554,16.7918,13.6313,19.2059,10.7666,8.4015,2.8818,4.8451
4437.5,8.121,0.7837,9.658,4.2741,17.0463,10.6526,2.5438,16.6141,9.7644,4.4703,20.8752,22.529,16.4455,20.1262,13.6374,22.0886,15.9797,7.3751,5.866,15.1477,13.0437
4453.125,0.2388,9.1259,3.1754,10.2852,15.1523,18.2079,14.4517,14.9609,16.6735,11.9816,11.2359,10.314,17.9587,18.037,16.0523,16.807,21.4848,4.5214,16.3378,12.9032,14.5098
4468.75,13.0863,16.0015,11.3378,15.467,18.0142,4.6039,12.2618,14.0145,5.7983,7.6419,23.372,10.2204,15.3515,21.287,8.6944,11.6307,20.4501,10.3507,11.1077,11.8571,13.5605
4484.375,15.8124,2.6898,8.9916,8.6906,21.8197,16.9538,16.2424,20.9639,18.878,13.262,16.564,13.4951,14.6887,7.6843,11.6718,33.8685,18.9296,12.0443,11.9681,16.9346,8.1583
4500,6.5728,16.0851,12.46,8.5329,22.3588,1.8127,11.2809,15.0977,9.4881,7.3442,13.656,13.4133,25.72,8.1833,12.31,6.0411,9.899,10.2642,15.6355,7.211,3.4965
4515.625,14.5827,6.396,9.4744,9.9625,25.4111,19.6407,18.3565,22.4482,11.3168,18.0486,24.7533,16.7601,9.0692,15.008,6.9707,17.7067,20.5987,19.4149,11.0295,14.0755,20.2641
4531.25,12.6327,12.4718,17.4383,12.9021,12.5712,12.8527,2.4167,12.4596,15.6656,6.1778,20.0801,21.478,28.2274,14.1594,13.0571,30.7474,21.6492,6.8347,20.0247,21.5659,16.8875
4546.875,8.265,13.6478,11.2539,24.0129,20.333,20.5174,24.969,15.6426,13.4561,21.4033,19.6684,12.0067,22.0627,14.8163,16.5282,7.4334,19.5358,26.2888,15.1702,6.1483,12.5836
4562.5,23.905,27.8685,16.9879,7.2813,24.402,16.014,13.4337,28.1051,21.6708,11.5361,24.3422,17.2716,14.5166,14.3839,14.3743,29.7049,16.4215,17.5196,22.6127,13.3571,20.2544
4578.125,20.6579,11.3219,16.6067,17.7808,18.6201,18.5096,19.3946,13.1191,16.9493,27.3805,18.3533,12.9891,29.5729,20.5962,27.0994,25.8628,28.8412,22.1572,15.5682,28.9456,21.1194
4593.75,15.2102,21.7706,17.2856,33.3922,26.3594,29.6035,27.7551,26.5541,17.5521,21.5194,25.4976,28.6755,22.0899,29.9582,6.6717,21.7987,23.507,16.8224,28.0706,17.5301,12.15
4609.375,21.2954,18.4079,30.8348,16.3358,27.9489,23.9557,28.9649,32.1332,34.8898,18.1966,26.2094,12.5986,29.76,18.1813,30.1583,50.8421,22.8563,24.1169,19.76,18.962,25.7723
4625,31.387,39.5837,21.6945,24.7526,28.0929,24.7127,19.0582,22.4744,17.8687,30.8256,28.3249,26.1704,22.9365,32.5545,25.6025,11.0334,27.866,31.2056,21.1836,21.2206,30.2446
4640.625,29.296,21.329,26.4433,30.0923,28.7854,24.1169,35.4797,27.4343,27.2557,19.7521,36.1039,26.5892,36.6022,14.9554,23.3318,57.3362,37.4172,24.9045,32.7321,32.9642,26.3521
4656.25,32.5491,30.3275,38.8722,31.773,30.6139,31.7872,31.7668,38.2257,32.6909,42.4386,22.8782,33.7493,30.5335,50.7247,30.3393,17.9495,26.9766,39.9159,24.9495,21.9797,37.4067
4671.875,31.5275,28.7236,28.4376,32.9351,43.1648,38.9203,28.3019,36.0216,31.3981,20.676,38.2639,37.5849,26.36,26.1164,40.5444,37.0373,34.3782,21.2405,35.7081,35.5256,28.1131
4687.5,28.9827,48.5796,34.0326,36.739,20.4444,38.6113,38.2582,35.4084,34.9519,44.6496,29.7395,31.3491,46.2218,27.6868,24.7587,43.2801,41.7184,34.2609,35.952,49.1552,33.4005
4703.125,37.734,25.1355,40.7855,34.3853,56.041,30.9476,42.739,30.9381,35.5849,35.084,51.7168,36.6887,32.6916,46.977,41.6702,41.7702,30.224,41.4101,39.0668,23.6177,41.9234
4718.75,46.4719,41.2922,36.2439,37.2826,31.7172,41.0895,31.6086,46.9534,45.2366,39.6045,33.4157,47.1725,39.2363,36.3188,41.9327,53.3258,42.3573,41.8105,32.741,41.0125,31.559
4734.375,36.7079,43.3622,40.1652,43.7486,42.6619,52.7505,41.2637,39.9818,32.359,44.7113,45.0905,29.7941,49.7335,41.4162,40.584,47.5021,42.7408,44.8626,47.6706,40.9316,44.5742
4750,47.7292,43.2732,42.8342,44.2302,44.2185,28.6272,43.4115,47.2417,46.5278,36.582,51.1105,47.512,41.6725,42.0671,39.1821,48.4698,40.0282,31.6086,35.6296,42.025,43.4344
4765.625,44.9343,48.9927,43.077,47.1848,47.439,49.2728,42.0353,39.7403,44.4717,47.4408,33.8177,37.3175,47.722,42.7815,51.6721,39.2822,49.3924,49.774,52.1013,46.1368,42.889
4781.25,40.5125,42.3852,49.1894,36.2029,39.7159,45.4136,44.8768,40.8502,48.1295,44.8859,51.2432,52.3461,40.6774,52.4941,32.6578,66.7389,47.9208,45.0729,36.2845,40.9798,46.211
4796.875,54.705,43.1455,43.3628,57.655,51.9699,50.5974,41.0902,59.5626,35.4589,38.7331,54.0133,43.3147,49.6383,38.0347,54.9778,28.9291,43.868,40.8141,47.3001,48.3018,43.6865
4812.5,34.2398,53.8038,48.8001,39.8758,49.0931,38.7762,49.699,40.8717,46.078,44.4669,36.4304,36.4517,45.2998,51.4429,48.0349,71.1648,49.1944,52.4558,39.5179,55.64,48.7534
4828.125,55.069,46.9282,39.9807,49.7857,53.2946,49.6888,43.048,51.4812,52.3894,48.0229,55.664,55.6026,49.4476,29.7073,40.1828,53.3252,44.0026,40.8383,47.3634,41.3943,42.3835
4843.75,39.0258,46.4153,49.6299,45.7719,48.336,55.5048,38.1713,41.1756,37.8342,47.2216,48.7122,41.565,46.5805,64.0031,46.337,34.9052,46.5062,51.7981,38.9271,48.4215,45.1753
4859.375,46.0044,46.0889,53.4335,48.925,41.8749,33.5366,47.362,54.6031,41.8108,47.4596,39.1336,54.9035,41.8104,45.6419,49.877,59.4707,53.4877,45.9226,53.5609,38.606,41.4014
4875,57.724,41.7451,34.7897,44.2446,47.8979,41.9071,39.8882,47.1367,41.3155,36.5584,56.6559,29.9917,60.8759,40.516,44.8365,45.6881,47.979,50.5609,34.8205,47.9182,48.2727
4890.625,36.0442,39.4339,50.3167,46.7947,49.7476,49.9245,44.9679,47.5284,41.4329,57.3002,49.2892,57.0149,40.4378,49.5904,42.9872,51.4965,42.3649,34.9575,39.7835,38.8399,42.8973
4906.25,46.4713,52.6108,40.6255,42.0499,42.278,32.2898,44.3099,42.9439,47.7348,32.9916,43.2149,36.9276,47.878,58.4416,38.6102,60.3461,40.8437,45.0691,45.8467,52.9558,36.3343
4921.875,35.1317,35.007,37.5107,44.6148,47.5682,50.099,38.5736,46.5303,37.6699,43.8625,40.8527,44.7214,47.2193,35.3392,43.5671,15.6967,57.5936,46.5442,34.8636,28.554,43.7616
4937.5,40.5606,41.2194,41.8762,31.4042,36.9102,39.2163,33.7242,47.7819,36.5112,36.7969,42.7582,38.8644,40.1188,49.3651,45.1522,67.7063,28.5908,27.4407,38.6275,44.5088,40.0621
4953.125,41.0356,41.0758,42.7807,45.771,41.4162,32.9077,34.6814,33.3643,36.4789,41.7786,46.4718,33.0788,38.951,41.888,31.2035,33.074,40.743,43.6518,29.5633,34.6255,37.7089
4968.75,29.3235,30.9559,30.0264,32.9203,38.3119,39.1194,33.4143,45.8274,25.8725,33.9367,34.1187,46.4331,42.5302,20.5511,40.3008,44.5741,41.0827,32.8224,41.2773,35.3947,34.1384
4984.375,38.4809,33.6784,35.0025,25.345,42.5998,29.1432,29.2088,34.067,39.5476,23.504,36.814,19.0478,27.8325,35.3919,29.1207,40.7545,34.3332,28.0581,27.0858,34.9524,32.0773
5000,19.5299,29.0976,26.4633,36.7153,30.8157,23.6111,31.6897,35.4464,24.2425,34.1699,36.6804,37.5669,35.4838,36.0129,44.0941,29.4914,32.8621,27.7924,25.1171,26.2488,26.5891
5015.625,29.497,31.2025,30.3994,28.0136,36.4834,25.9656,23.9209,24.217,25.8845,26.4601,25.0789,22.5166,37.1365,22.0597,14.7669,27.0906,35.591,36.9542,22.805,36.0485,25.9839
5031.25,26.9847,28.2402,21.0535,20.5538,26.1008,20.8927,28.2912,34.0089,28.7643,30.8332,31.3412,25.5215,18.3885,28.8605,26.4469,40.5444,24.1619,23.9663,26.7054,19.0358,29.0244
5046.875,21.8989,18.3497,27.4107,17.5755,27.7755,33.77,17.2484,31.6317,18.1737,16.1693,24.4526,27.7969,33.2758,11.0202,25.2875,39.5293,27.6352,22.1305,20.0888,18.49,19.1971
5062.5,14.9422,21.8285,15.9693,28.2955,26.4626,10.7325,18.4781,17.5781,12.0882,23.0298,27.556,8.4191,20.3,22.9493,22.1534,44.593,22.4852,20.2019,20.7294,21.1414,26.1248
5078.125,21.5227,14.3943,22.658,13.4768,12.9054,24.389,22.2045,17.1017,27.084,11.9238,20.0041,26.5118,13.5214,21.4982,17.2026,40.6494,20.5639,17.4503,14.4045,23.6808,11.4632
5093.75,13.0294,15.4869,15.4201,14.3032,26.9402,13.9267,15.6467,21.4616,14.5163,20.8526,15.8222,18.0404,15.7928,10.5263,17.6612,17.2902,12.5308,16.818,14.1406,16.8171,18.9556
5109.375,23.7592,13.1457,20.2945,20.403,9.2095,10.3748,16.5312,6.1019,11.382,13.9134,20.8163,9.1913,6.8633,19.0153,8.326,16.9474,11.2262,16.3745,19.3339,9.936,6.2118
5125,6.103,25.795,7.3477,8.8618,9.854,23.5277,16.8262,15.6075,9.9297,14.2107,3.8945,9.983,16.6769,9.6603,12.411,15.4978,9.2004,13.8842,12.8514,15.7707,17.2604
5140.625,17.9416,12.5218,16.1174,15.787,13.6362,16.648,13.2149,10.873,20.9547,10.2127,17.2693,17.1373,5.6062,27.1399,13.3491,10.3082,11.997,12.0304,9.1744,14.8951,14.1183
5156.25,5.8811,10.1087,9.1196,12.5231,7.0273,10.5444,9.0555,11.1346,19.4873,10.4725,5.1002,11.1893,10.9176,3.6393,8.5993,10.8624,6.0891,15.5953,13.9669,13.1302,16.5007
5171.875,15.7805,8.4332,14.9546,6.9035,9.7169,20.3568,18.3637,9.4504,5.4402,14.4034,5.9375,10.9258,13.4301,14.4625,20.3228,14.4299,10.7724,11.3787,16.9365,12.2336,10.8321
5187.5,9.9151,11.2562,12.3109,17.9801,2.86,4.2939,1.7373,2.6551,18.3372,13.1153,6.9817,13.0259,4.0034,11.1294,3.8849,4.0626,2.5063,23.0907,15.1538,17.5586,12.0576
5203.125,18.6422,20.402,14.3133,12.1039,13.232,21.7615,19.7961,7.152,31.0702,7.6787,2.4747,12.2743,9.439,11.1765,18.7203,9.5391,11.644,13.2932,18.8429,7.355,19.4153
5218.75,19.1092,4.5413,16.8967,17.2286,9.9457,18.5757,19.8464,10.2725,8.7223,16.1857,15.6524,10.5198,14.59,16.374,13.5231,34.5613,5.0393,2.5463,13.5624,17.849,9.5243
5234.375,12.6337,20.8864,15.5998,15.6943,20.1475,13.2537,9.1611,18.5757,2.2667,11.9255,11.3927,17.5827,8.7726,15.7527,14.0078,34.5885,9.3746,19.6364,18.4861,16.2119,14.8479
5250,17.8999,23.0129,17.2273,20.2047,14.7983,19.569,16.6398,17.3914,31.174,17.4619,8.2038,21.8003,11.1526,23.3151,13.1995,34.854,13.3382,19.4679,20.6767,18.3951,15.19
5265.625,19.1112,11.9103,12.6544,10.7211,15.0622,28.094,21.8519,27.4989,17.6466,15.749,15.5163,7.5055,22.7354,24.013,14.042,49.166,18.246,21.4728,9.1517,6.9597,24.7283
5281.25,19.0563,11.2583,13.3023,20.6803,21.7155,8.9025,18.1741,12.1819,6.9862,18.9049,12.3266,23.1413,13.9309,21.4466,25.0185,17.8746,13.673,35.6012,13.5783,25.6555,10.2385
5296.875,15.0639,27.1698,20.3489,17.6555,6.6602,21.7582,16.8774,8.511,25.172,17.7635,19.9338,14.8531,14.1287,17.7278,13.5016,40.6415,19.3389,8.1638,25.2908,11.6476,10.7447
5312.5,9.0988,10.4558,19.1751,14.5673,21.7355,18.5263,22.9042,27.205,11.8803,15.8641,17.0743,14.8471,13.6845,12.2985,16.6759,38.5042,16.8204,16.3694,15.3393,24.2689,30.9733
5328.125,24.5161,27.2504,14.2202,18.253,12.9662,21.9106,14.5366,20.7309,18.602,18.209,9.9097,21.1536,8.5287,23.8742,21.3628,34.5675,12.888,32.2421,19.4379,16.5276,9.6032
5343.75,20.564,8.7051,17.0215,19.1268,17.0555,11.2554,13.3057,8.5724,16.1205,17.1795,19.6513,10.8121,26.8343,20.8818,18.7675,38.365,20.5779,11.1264,10.8039,12.5934,14.0401
5359.375,15.827,23.0138,22.5799,17.0011,14.5063,15.9774,17.6982,15.9819,21.6,21.0617,18.5812,15.7379,17.2469,22.0066,17.6674,2.0459,15.407,13.8578,20.1895,20.6277,21.7164
5375,17.2936,13.6299,11.6539,15.5131,16.8537,10.4632,17.2134,21.3413,15.8077,8.7627,9.8305,24.5181,5.335,21.9762,19.655,31.1255,10.8424,18.966,17.5091,14.0576,17.0863
5390.625,16.9918,16.9283,19.4906,20.0654,9.2318,16.1256,14.1081,11.7602,18.2128,22.3665,15.5756,14.1768,18.1404,10.7134,17.9955,20.6008,16.9622,18.1175,17.8553,15.3969,10.5874
5406.25,17.9432,15.2135,12.4928,13.3143,16.0928,15.8244,16.4976,14.4275,15.8846,14.5101,15.903,11.6623,6.5077,24.7238,14.7898,2.8653,10.4859,20.5397,20.3369,14.9648,21.2428
5421.875,19.02,16.9877,18.1055,18.5721,15.8045,16.1647,20.2675,12.7297,16.6627,14.688,12.1161,21.7565,16.2993,4.7421,17.6625,19.4145,15.2419,19.3957,8.343,14.1905,7.0746
5437.5,6.7565,9.9568,12.6382,5.5197,8.1575,12.3725,14.7675,16.0166,12.4569,12.2829,10.638,11.6853,9.032,19.5848,8.4966,3.1475,10.26,7.5378,13.2113,15.3915,20.2911
5453.125,15.144,17.0987,15.0012,15.7738,2.7852,22.8098,9.1296,14.9379,18.2845,9.0606,5.8689,12.9866,8.8771,17.4482,17.5271,23.3222,8.3844,21.7598,19.5962,9.698,14.5694
5468.75,16.197,10.0138,14.3677,16.4626,2.7241,2.1064,21.2825,4.6438,6.337,22.2101,9.3754,13.6383,4.1444,6.6795,9.1401,25.8816,3.3121,3.4679,11.8749,12.0659,10.5042
5484.375,11.3132,15.2462,12.2837,7.8529,3.4134,13.5034,10.3741,12.0205,15.1467,5.104,7.6139,6.3591,5.2373,15.3171,14.8969,23.773,2.9889,15.4284,10.6988,11.9735,17.8163
5500,8.9927,16.8248,9.5022,18.0457,7.1137,15.034,20.6521,12.189,11.53,18.8308,9.9259,19.7081,4.2055,17.3449,16.036,21.7618,8.1798,14.046,14.9337,14.2412,12.487
5515.625,12.8585,1.6641,16.2561,12.5273,1.9672,15.9557,4.8917,26.3385,17.0352,7.9054,8.0969,3.606,10.8716,14.2506,9.3613,11.8559,2.429,6.6926,11.4459,5.0107,12.1221
5531.25,12.4807,29.0879,9.069,15.1731,16.1196,12.577,17.7405,8.3929,10.697,15.8284,12.1731,22.8371,7.5845,17.7398,10.0662,24.9889,17.7202,20.3301,19.7305,23.4396,23.5441
5546.875,14.0239,6.0262,18.1687,12.4987,6.7299,10.1885,14.2464,11.9955,12.5471,13.4502,5.4388,7.2543,17.567,4.513,16.2752,24.0028,9.6708,14.77,11.04,11.6862,13.839
5562.5,17.6913,13.1077,12.801,19.112,22.6707,17.6817,6.7122,12.5017,16.1765,13.124,28.5863,18.9302,11.479,24.2989,14.0132,28.6771,9.4609,19.7015,12.9381,19.3853,11.823
5578.125,7.6557,23.1493,16.5122,16.0123,17.2076,12.6918,22.3684,24.0006,16.7245,16.539,13.5221,11.6782,20.6908,13.5709,17.0783,14.3112,29.3956,13.5212,24.1231,12.8821,18.743
5593.75,24.3141,15.2387,18.3593,16.8535,20.9202,10.7695,14.1658,15.6065,15.1552,14.5421,17.878,20.1766,18.7149,19.4032,16.8983,18.2806,16.2323,8.068,3.1575,16.8431,14.5384
5609.375,13.0926,16.4805,20.4793,15.0509,26.5685,33.4629,17.8398,35.0921,19.0931,16.0001,34.8055,14.0827,30.3239,10.3559,17.8339,35.6056,26.6428,26.6868,23.1482,20.1167,17.3782
5625,25.2041,20.3623,13.0587,23.3552,30.0122,10.0575,17.2736,22.3722,19.5422,20.3241,18.4187,22.8665,23.2088,30.1614,18.6299,31.7649,24.118,17.6009,19.4039,17.2827,17.5513
5640.625,12.2567,21.3864,20.3295,13.7926,27.3311,29.2143,22.6702,29.8829,18.5258,24.3885,35.9261,13.0158,33.8472,6.5652,20.8834,30.4476,33.8906,30.5575,16.1862,17.9742,19.0811
5656.25,19.6058,17.5627,24.8154,23.3173,32.9853,20.8358,18.0888,46.2023,18.5128,11.3223,34.3511,27.7231,33.4403,19.0707,19.2785,33.7075,29.0642,20.3865,20.4028,18.1627,19.3899
5671.875,21.7767,21.6418,16.0626,24.5706,43.5111,24.751,15.0901,30.5259,19.1296,24.2943,38.8665,15.1921,32.2134,29.8155,21.7742,49.0418,39.2981,14.8391,17.2642,25.563,18.472
5687.5,20.5165,20.6243,23.7687,18.1524,30.4464,18.7921,27.4798,36.487,14.5571,22.3157,31.0236,25.2404,45.5059,22.286,24.6024,13.7769,38.1786,26.6124,21.0771,20.7267,30.1182
5703.125,22.6052,30.3836,28.2562,26,45.3775,18.4175,14.5829,41.8699,28.6412,21.3805,43.9748,19.0658,34.45,21.3528,17.7527,66.8463,38.2797,19.6391,19.289,24.809,15.8987
5718.75,28.6342,16.6849,17.1037,20.4809,38.3453,27.8716,21.9509,39.5926,16.3045,32.03,44.4197,20.2127,39.3146,23.7697,32.6724,27.4362,42.8113,22.9066,18.1419,22.3121,28.0073
5734.375,17.7701,26.0271,27.4892,24.2044,44.7383,18.5141,26.7143,43.7162,19.328,15.8878,35.5125,26.197,45.9975,19.9965,19.5103,50.2669,36.9536,23.7503,17.4939,25.1057,11.0035
5750,18.121,27.2639,18.3712,20.3914,39.0148,28.7516,14.3697,39.308,21.6552,21.2156,43.0394,18.513,34.7918,25.134,23.445,46.7403,47.5615,16.7005,21.4953,25.5173,25.1714
5765.625,28.6437,19.5369,22.1913,24.4615,42.2138,19.6781,24.9605,45.5615,19.4378,25.3815,47.861,28.2434,46.6338,18.8222,20.7691,43.5355,37.4473,29.593,21.8232,15.2236,21.3582
5781.25,18.8917,26.3977,28.1723,23.5819,41.7886,16.2296,16.5558,45.889,18.6187,16.8359,37.8292,16.4465,40.0964,22.0752,23.413,34.1846,44.5634,17.5375,16.5762,27.8339,24.7766
5796.875,26.7076,17.4743,18.2823,19.9496,44.7444,26.5215,20.5229,36.4477,26.2094,25.5002,44.5941,21.5553,38.8453,20.3576,18.23,54.0025,40.6467,27.6452,18.7218,20.1596,22.0297
5812.5,13.0469,25.7227,21.046,19.6879,33.2891,16.6023,17.1902,39.9992,19.4006,18.5283,37.0123,19.001,43.5951,22.0272,19.4759,27.4715,38.2637,14.7757,16.1262,21.4856,13.6655
5828.125,22.6056,22.8223,16.5234,21.287,43.4269,16.0329,21.2841,42.1627,18.7815,11.8591,39.0612,25.3096,35.4328,19.4125,25.3257,50.9694,39.1043,24.5574,18.0271,16.5142,19.9109
5843.75,20.5297,17.2682,22.0721,20.9687,37.4275,18.5475,12.5005,43.4534,17.6985,28.4105,37.0135,12.7598,36.3398,17.1839,14.8068,28.7277,36.153,19.9116,11.5671,23.8818,14.9545
5859.375,15.6735,21.6102,16.5067,16.1861,32.91,22.8242,17.7846,24.0901,14.2117,10.4439,34.2051,18.3415,33.971,14.8266,19.6422,36.3954,33.7894,14.9702,16.7225,9.0374,22.1457
5875,16.8348,12.7236,17.8495,14.5286,31.0842,13.9361,11.0497,42.2153,17.4863,20.6535,30.1313,20.1463,29.219,15.9403,14.7393,32.704,29.1056,17.1176,14.14,20.2407,14.7848
5890.625,12.4418,17.4965,11.3131,16.092,26.3773,13.5863,15.7486,26.8352,11.2614,12.3792,35.5297,9.2197,33.2787,10.3819,15.1579,27.1194,32.7831,14.6364,11.5391,16.5435,15.65
5906.25,12.356,11.1111,19.9389,12.3202,26.6029,7.7789,8.4364,24.2858,8.5673,11.2272,20.787,12.6268,19.3743,16.5455,15.552,24.3142,23.4263,6.6125,13.4182,7.7631,8.6294
5921.875,14.0549,9.9908,8.1246,14.3573,25.1484,18.8889,11,22.1662,10.082,10.1892,25.4337,14.3103,27.5584,7.5543,9.4125,29.6247,20.4863,13.8675,4.999,8.5724,13.0731
5937.5,9.5611,10.5913,10.6865,8.9253,14.6355,4.9327,9.188,21.7991,6.3449,9.7684,21.6213,7.598,18.5503,9.3471,6.8219,13.1667,21.2396,8.7619,4.9617,16.0276,7.0938
5953.125,7.5194,9.592,3.753,5.2798,15.2007,9.5224,4.7465,8.0577,9.1648,3.6819,11.5138,6.4322,11.9547,5.323,8.7367,13.3216,10.2473,9.222,12.0136,4.9817,12.9503
5968.75,4.0965,6.4111,8.3121,8.8685,9.6989,12.7689,8.0276,19.5763,6.3928,8.471,13.0216,3.3476,12.7744,10.4298,5.6882,14.9677,16.1942,3.3505,7.1659,1.5949,1.2381
5984.375,5.4199,6.8983,6.2919,2.9061,11.0512,7.2459,5.0025,5.4959,3.7988,8.4185,4.9237,11.2941,7.3363,4.7602,3.4928,13.6758,10.0107,9.151,4.104,10.8061,3.8291
6000,2.6692,3.1764,6.5612,6.3211,8.0788,8.6916,10.6903,15.2031,8.5553,5.8831,14.3962,8.2099,7.6135,7.8103,6.9036,1.1284,3.4327,5.8248,8.679,3.8171,8.1975
6015.625,6.5992,3.654,7.3239,3.4032,5.605,6.8509,7.4422,3.9497,9.0047,3.2031,3.3319,8.2987,7.0475,11.3658,5.4394,11.1132,14.1391,7.9426,4.7298,8.3054,5.0374
6031.25,9.828,9.481,7.8055,7.9716,11.6939,7.8011,4.2047,5.5124,6.6119,10.2137,10.8024,5.4233,12.2456,4.0564,8.3658,9.3587,7.0067,3.2625,2.9303,3.4897,9.9351
6046.875,7.7959,8.7845,5.2341,8.1213,15.5077,5.4006,8.9868,21.9831,6.4565,11.5152,13.3799,15.6661,9.8161,10.3242,10.3451,17.2482,10.4731,16.7723,11.072,13.9914,14.0788
6062.5,11.252,12.4739,15.044,16.09,19.2984,12.9326,11.0151,16.1041,12.2922,9.9959,22.439,11.2948,22.4978,8.6361,9.9844,15.9723,25.366,0.6132,6.0709,8.8189,4.2039
6078.125,14.6653,12.1469,9.3984,10.4988,20.092,16.6014,12.0127,24.6392,9.1506,11.1761,18.8743,10.9631,23.5687,14.2433,9.118,24.4201,18.0951,19.2595,13.3569,10.7431,13.9728
6093.75,10.8904,14.3263,13.576,13.3707,25.7526,10.351,7.2485,21.4578,14.2533,11.9822,27.0232,12.2354,19.2413,11.7269,15.745,24.137,27.5416,11.1764,13.6456,10.9838,15.2331
6109.375,15.2538,17.1633,19.9029,14.6796,27.7627,14.7049,17.0485,28.2417,15.3175,16.9124,28.2193,17.817,32.9676,15.3769,15.5683,27.6376,26.0778,16.1666,11.939,21.736,15.258
6125,15.6686,17.1387,13.2984,15.4383,33.2343,13.0666,12.759,34.0237,14.1746,16.3464,27.6266,14.4566,29.448,17.0162,18.1283,33.485,29.7696,18.748,14.3856,14.514,18.1401
6140.625,17.2956,14.5724,20.5394,19.5698,33.0756,19.7904,14.749,33.2933,12.9545,17.1228,36.4113,17.7775,30.3864,11.0491,11.8222,35.7256,35.2811,14.836,13.0077,18.6028,10.8423
