Frequency(Hz),REC1.wav,REC2.wav,REC3.wav,REC4.wav,REC5.wav,REC6.wav,REC7.wav,REC8.wav,REC9.wav,REC10.wav,REC11.wav,REC12.wav,REC13.wav
3109.375,57.4013,33.4057,32.2818,35.8753,33.9766,53.607,46.9137,33.0407,54.9478,53.7553,45.8724,49.6519,59.5198
3125,46.0096,27.1605,32.1847,20.8855,26.3489,56.9647,53.2958,35.023,44.7429,47.789,54.5466,44.4576,41.8461
3140.625,51.3498,40.2139,30.1912,49.3507,32.9408,51.105,45.9565,29.7747,54.7772,58.5696,49.9858,53.6946,51.1685
3156.25,48.0229,28.1098,33.2713,31.7519,34.3484,50.8615,62.372,36.1659,50.7501,47.5512,51.1604,49.4017,50.3677
3171.875,53.7299,31.8076,30.9932,29.3354,35.7771,48.0382,41.6164,26.506,55.7913,46.5539,46.2218,52.7016,59.4249
3187.5,46.2154,32.9391,37.5968,39.012,33.8044,52.9433,51.329,36.6188,45.3296,54.6268,51.1454,51.4249,51.0907
3203.125,46.4259,36.0147,31.6739,36.9261,31.3668,41.994,50.9119,40.3077,47.968,53.5717,47.9335,44.5939,45.1435
3218.75,56.0752,33.1779,38.9127,35.1805,38.0117,53.2123,43.4814,17.9345,51.504,46.6376,46.8682,47.772,58.5266
3234.375,42.8528,43.4371,31.9417,35.0417,39.3642,54.6745,50.1788,44.5622,51.5411,38.2648,45.1906,48.1625,38.7963
3250,57.004,32.4516,40.0496,30.5838,31.0225,24.2942,46.1718,37.1838,31.2906,48.6777,48.5233,43.7848,43.1504
3265.625,38.8736,32.3364,38.7055,34.0482,56.0873,58.768,42.4121,36.6799,51.5094,52.9256,44.7227,45.5163,35.9774
3281.25,44.5573,45.8498,34.5499,53.8511,28.1699,49.4443,44.0966,38.7719,50.579,34.0455,40.9026,41.233,49.8734
3296.875,35.1845,37.1738,38.3895,32.309,50.2423,24.4506,47.3024,44.1345,31.7131,45.2919,45.4555,45.5026,48.3591
3312.5,44.3895,50.5387,45.3797,47.2538,33.7573,47.0532,27.4765,40.4637,51.5553,41.7205,42.0144,45.2575,45.0002
3328.125,48.994,34.4414,43.3704,34.3669,49.254,56.091,56.6074,44.6025,36.2735,45.3942,38.2511,36.8887,35.7557
3343.75,40.6198,46.6497,38.0724,45.6319,35.6802,31.9494,37.3702,39.9161,48.4404,40.9455,44.9573,39.2924,37.7314
3359.375,39.195,48.5788,48.7941,47.3339,53.9462,44.2223,40.8624,57.206,33.6515,37.063,40.0876,43.8097,55.7694
3375,41.4699,44.9815,43.1846,57.2506,48.2129,45.8161,46.512,36.6442,50.2658,44.5023,42.9838,40.8876,39.0152
3390.625,41.9229,49.9503,50.5872,49.662,45.5391,35.6887,42.8223,45.0597,37.1855,43.2641,42.1618,46.1463,37.6484
3406.25,48.4507,45.7328,49.3576,47.0668,47.5398,51.1353,44.9498,52.5313,45.7103,47.7076,46.4937,40.21,44.7399
3421.875,44.4163,50.0021,52.0263,41.9696,43.6974,36.4636,42.6376,50.8817,44.7315,38.4815,42.2793,47.3032,46.7436
3437.5,39.8082,52.466,47.4304,59.9491,54.8856,53.1635,42.8937,58.078,44.4792,44.8996,46.314,45.131,53.7664
3453.125,41.1655,46.0629,48.8028,38.364,46.3539,41.4831,47.9706,38.8413,47.1798,47.5636,45.7383,45.1902,35.409
3468.75,43.1406,47.294,55.5947,60.8198,54.7163,48.4709,47.5869,57.4838,40.1465,41.432,42.8655,45.0756,46.2807
3484.375,46.877,57.9024,51.6628,56.2453,41.7737,38.6376,41.43,46.5573,42.8877,48.293,50.8416,46.2017,49.3783
3500,48.4871,55.0787,47.3922,50.8207,51.7828,58.0076,41.5674,56.1273,52.1782,45.0682,41.4887,45.5667,45.571
3515.625,34.6454,38.3383,50.3811,41.1824,53.6551,36.0556,55.4923,49.8314,40.7594,42.4549,49.4488,46.0499,44.9635
3531.25,41.1806,55.8134,48.596,57.1598,43.0465,51.8761,41.4504,43.6617,43.8447,42.6883,42.4393,40.9786,43.0698
3546.875,39.7852,43.4072,50.8177,37.1986,48.2437,41.0797,36.4416,56.2529,36.9813,44.9405,42.4661,50.9634,42.0692
3562.5,42.6035,55.7383,45.1982,50.4418,39.3788,39.7871,45.8628,47.0554,48.4025,39.8529,39.2182,35.8446,46.041
3578.125,38.4776,37.7958,47.7886,48.2815,49.4628,39.3704,37.3109,49.713,32.3793,42.8625,42.544,39.2074,39.3775
3593.75,37.7276,37.5702,40.6095,47.2679,42.4734,43.0445,37.8136,38.1558,37.0457,37.0836,35.587,36.9123,41.1845
3609.375,26.8759,49.6135,44.001,29.3117,40.0017,30.664,38.9804,42.208,37.0415,29.6818,32.6786,31.8078,37.7916
3625,27.3949,33.7178,40.7509,50.2517,42.3536,47.3679,28.5489,44.4813,31.574,37.4028,37.5815,38.022,22.7502
3640.625,37.5316,44.54,42.804,44.2888,34.687,23.292,33.368,43.76,30.5542,28.199,27.0351,27.9128,44.8818
3656.25,24.561,37.7701,34.1251,34.1307,45.0414,24.0354,23.1963,33.695,24.0008,30.5502,30.1171,29.3122,33.3599
3671.875,25.3109,39.2623,37.0309,37.4209,36.3891,27.3608,28.1021,32.486,26.873,25.0389,27.5781,29.6801,25.7343
3687.5,16.3634,31.3127,32.6578,26.9415,28.8308,28.68,33.1788,34.5799,27.1568,23.6926,20.9426,24.2912,10.2343
3703.125,27.6269,30.637,37.5977,44.3427,34.6983,25.6173,14.9379,38.7425,29.7027,26.9347,26.2152,23.4136,36.6482
3718.75,24.984,29.7794,28.4402,28.5875,37.7631,23.6614,33.337,34.315,19.7038,25.8906,28.4941,30.3805,22.8468
3734.375,27.5941,38.4982,38.0082,31.121,19.3466,34.8878,29.5345,29.5828,27.4232,26.6007,27.2494,27.8963,31.7616
3750,31.0546,40.8293,34.202,40.3005,38.0944,22.1994,25.4523,41.6151,31.7397,33.0876,30.5164,28.7454,30.4592
3765.625,34.9543,36.1209,33.8428,36.2219,40.5726,49.9663,43.7358,40.2791,37.6139,31.426,34.2986,32.764,39.0151
3781.25,41.5118,33.5017,40.7197,45.9044,39.904,31.3583,31.5259,28.8961,38.2609,43.8225,37.2263,40.9284,37.8848
3796.875,45.8253,37.3818,39.0171,31.3692,40.8494,47.151,43.4633,44.3622,37.7432,36.7539,40.0745,40.7076,41.1584
3812.5,40.0224,42.2312,41.4246,44.1047,34.8897,49.1166,46.3811,41.8464,46.9875,50.5124,51.5424,46.1129,51.4833
3828.125,46.9237,49.6354,43.6925,44.4058,56.458,42.2588,50.9533,41.8412,51.5309,49.5926,46.829,57.0548,44.9416
3843.75,62.2646,50.5526,49.8891,52.7432,47.9491,65.2528,52.8266,44.7124,54.6094,53.6586,56.6367,51.2845,55.3761
3859.375,56.1489,42.0934,49.5417,41.2105,38.8568,48.3847,64.0537,52.7137,60.8924,61.4411,61.7858,57.7499,56.5325
3875,68.1155,54.3877,47.6769,53.3434,54.9746,67.0351,61.9807,64.3757,58.0163,60.1394,59.8848,61.334,71.7341
3890.625,59.2626,52.7978,56.676,55.2672,48.1534,66.5795,66.6879,41.2869,67.1862,70.984,66.1258,64.284,52.8894
3906.25,69.804,62.4581,57.864,49.7632,58.3159,72.8837,68.6748,60.7693,66.0024,63.9877,68.4911,69.6557,83.4232
3921.875,64.3195,49.3605,56.6042,62.3621,50.9979,61.6011,65.1226,54.9288,71.0289,69.3208,70.8104,73.2832,65.5852
3937.5,75.313,60.2755,59.5224,57.7691,71.7769,85.4105,78.9448,66.5301,71.3344,72.5507,79.2482,73.8416,80.591
3953.125,74.4836,59.8294,58.802,58.7234,50.2922,68.5397,73.685,53.2792,77.5023,78.3895,73.2712,75.8036,74.8399
3968.75,72.871,61.512,57.7082,63.4465,61.5761,72.0845,71.8552,64.8711,73.7713,71.0908,71.2381,74.8281,66.4722
3984.375,76.6464,62.6345,62.5214,55.0157,65.4663,83.3937,77.0155,59.4192,79.3647,76.0692,79.6033,75.0387,85.0558
4000,69.9047,55.1751,63.1344,60.9829,57.4326,66.9485,78.1448,59.3928,73.0731,76.5688,76.9695,79.9131,72.4124
4015.625,75.6446,63.5242,54.5094,62.9955,62.0942,83.7735,79.4559,65.1371,70.7413,73.7428,73.7732,69.5503,77.4385
4031.25,73.3372,55.8409,67.0889,56.4734,47.3267,76.5706,72.9236,65.2765,80.2577,80.5744,75.8071,78.3369,74.2264
4046.875,74.117,64.5267,54.3536,62.1451,66.4628,73.0872,72.498,54.9288,72.0142,68.8994,74.6596,72.0891,77.3531
4062.5,68.4686,53.7149,59.7736,56.3373,40.0491,65.47,66.4958,56.1431,66.6632,68.4079,68.8729,74.5916,66.2342
4078.125,66.1642,53.4377,56.7013,57.7077,60.5324,74.957,68.4592,57.416,69.5229,73.953,70.1469,70.2183,73.3086
4093.75,63.8612,54.0112,52.501,50.9186,53.8067,70.3394,69.6529,57.6161,64.992,63.6246,65.8559,61.9428,55.6408
4109.375,63.5795,55.4098,53.1227,56.9896,50.3977,59.5133,62.343,44.5319,67.0127,64.3255,61.1617,64.9749,70.1606
4125,54.4949,47.9372,47.3578,42.7699,45.4038,53.5489,61.2783,55.8304,56.0996,60.096,61.4368,57.7097,56.9541
4140.625,62.1133,41.9243,49.858,53.4559,55.4323,65.2259,49.7833,50.0306,56.9624,52.6967,55.362,54.9415,59.9381
4156.25,41.5094,41.8957,40.1432,46.436,49.5102,46.8641,57.4307,43.4123,54.0514,56.573,50.0816,50.4351,56.4785
4171.875,50.3655,48.2172,44.1995,38.2748,36.4557,55.3659,45.9909,39.3732,44.8843,39.2675,53.0982,50.2404,49.8667
4187.5,46.5087,41.3351,40.3233,35.0761,37.7526,35.04,45.1267,40.5721,45.5298,49.6446,40.7651,44.2512,43.8178
4203.125,37.7988,29.7233,34.3654,36.7837,33.1624,48.5255,36.9319,34.7504,37.9011,39.1501,37.0373,37.1842,35.3362
4218.75,38.4311,30.7631,31.9424,35.4384,36.0968,32.1821,32.848,32.0946,39.4578,35.7354,37.2069,37.2503,38.8758
4234.375,28.3545,40.0893,35.8461,37.1181,32.0394,26.5765,36.3391,36.366,29.1718,29.7705,31.4163,33.1756,30.9057
4250,31.6188,28.1203,23.3264,26.7554,30.1429,35.1672,22.2294,30.3079,25.6787,25.0473,23.7934,22.4703,19.947
4265.625,22.5327,23.6659,30.4038,26.1146,29.1668,15.8755,25.5745,20.693,24.1661,24.5506,28.1828,25.1977,36.2352
4281.25,16.7671,24.5718,23.1973,28.4175,22.6242,22.9033,22.7286,23.9841,17.0693,18.0259,15.9747,18.6955,8.0001
4296.875,23.2627,23.2557,20.7468,24.2968,25.5356,13.6543,14.222,23.0805,16.9647,18.5894,16.5911,14.6926,13.066
4312.5,8.1418,16.6351,22.2385,12.4174,19.6164,23.8197,12.0536,24.0296,14.7054,11.6996,12.7323,16.4922,23.431
4328.125,20.957,27.7795,18.0706,20.7793,20.7085,0.7192,13.2035,16.1521,12.2462,10.2828,9.1181,13.0263,13.5143
4343.75,11.9602,19.162,16.9418,26.7414,19.5524,10.1002,11.7756,23.3944,7.1902,15.1225,9.2337,6.807,5.4698
4359.375,4.272,13.3496,21.2751,7.0284,19.552,6.8282,10.9051,13.0055,5.1586,8.4713,10.1549,4.4434,12.777
4375,7.3,19.47,17.5884,28.2876,18.0637,15.8428,6.9548,21.4835,14.7819,3.1582,3.3104,8.7143,11.1087
4390.625,8.3519,17.8136,15.1395,12.063,26.3861,16.1422,4.8282,21.4231,1.3741,13.7311,5.5366,2.5819,10.0258
4406.25,10.0092,28.7762,18.8711,19.2753,12.5612,3.5517,4.8478,13.8766,12.1039,1.9247,8.4337,8.4706,16.964
4421.875,12.4707,7.4605,18.3803,25.3276,22.9171,0.765,8.8152,20.8472,3.9893,8.6625,6.7915,3.3732,10.0644
4437.5,9.3435,22.3595,15.9181,12.9121,13.2163,12.656,13.6234,15.9132,9.3277,7.2097,9.5899,6.1882,8.6991
4453.125,4.4356,15.9371,15.4021,8.5059,14.3451,4.6086,3.9647,16.4142,8.6424,5.5731,10.8252,8.8909,6.4515
4468.75,9.6144,10.5377,17.5293,25.9978,19.6506,7.3425,5.243,17.3555,7.5906,8.7816,7.4173,6.9634,9.2192
4484.375,17.5932,20.5601,18.189,14.0774,18.2874,14.3375,11.8697,17.0355,14.1053,8.3399,7.2173,11.0578,6.1287
4500,12.5808,15.3472,16.3956,15.5741,14.9867,6.6603,10.8646,17.383,7.0179,7.6225,9.6651,7.2922,20.485
4515.625,10.3259,23.6042,20.6445,25.2305,19.3657,7.1819,8.0648,16.8739,16.5944,10.4739,6.6975,11.9477,6.1484
4531.25,7.7069,17.6328,17.741,22.1048,21.7864,15.2282,14.3502,22.159,8.1354,15.2126,12.9612,10.4166,8.382
4546.875,17.7431,17.0401,18.4491,17.5238,22.1999,13.8236,10.5041,14.3376,12.6561,10.4796,11.5364,11.96,11.9185
4562.5,18.9726,22.9438,20.6707,22.6664,20.2576,18.9956,10.9685,24.8037,21.9416,12.7757,15.0434,16.0731,18.907
4578.125,21.5248,22.5976,25.7816,24.3757,24.7814,19.0881,22.2386,12.5078,13.2868,18.0176,15.5394,18.2325,11.4567
4593.75,19.2803,22.1822,19.808,20.4162,17.0573,10.3329,19.2058,31.7335,21.4538,25.0555,23.6278,18.6578,15.3978
4609.375,20.9708,27.6863,28.1734,35.4374,36.1949,34.7144,19.6575,22.8738,17.388,18.5938,17.1153,21.1277,29.1167
4625,23.0063,25.0934,26.1006,20.3232,22.5839,9.2929,30.4436,33.0151,30.0289,17.6876,26.1306,22.8288,33.0295
4640.625,29.9707,28.6921,24.5467,24.9318,33.067,33.0923,22.0205,19.5854,26.0395,33.3171,28.8437,25.9769,14.8291
4656.25,34.5715,37.1203,35.5283,33.2937,30.4195,33.8837,31.5792,38.3474,32.0544,27.8103,26.5451,32.3354,32.1923
4671.875,28.0867,28.6919,36.801,29.461,31.7727,28.1207,33.663,38.8567,30.4286,36.3757,33.5169,29.3657,21.7918
4687.5,36.4797,40.2301,34.0564,42.8705,38.9587,33.3906,32.5073,31.4375,31.4079,32.027,35.0066,35.5827,40.9873
4703.125,31.4238,40.8438,36.9963,43.2896,37.7968,38.9865,41.8633,38.1985,46.31,33.7203,35.0052,36.54,41.1542
4718.75,44.0757,31.2745,42.1637,31.5642,39.0312,36.0473,32.5889,46.0906,29.5517,47.229,40.6271,42.3979,44.5858
4734.375,36.3989,48.1802,40.9077,48.0726,35.9772,43.7659,43.9711,35.9036,46.1492,39.6068,40.9401,42.2894,38.2505
4750,45.3964,39.3458,42.9559,38.5438,49.7122,45.1884,44.037,47.6249,42.0759,38.1141,43.9183,40.8501,43.8735
4765.625,41.7235,48.7153,48.3735,48.0842,39.9409,43.6778,46.2909,46.3482,43.8534,47.1576,42.8804,44.5683,53.9498
4781.25,35.4019,46.1364,43.3113,42.5919,47.2521,44.1683,42.6602,40.4114,41.6905,47.8278,46.3249,44.9822,39.2888
4796.875,52.3324,46.6451,47.2242,55.9527,47.8521,47.2858,50.9217,49.1789,50.0925,43.3222,46.9497,46.6651,45.9638
4812.5,38.7337,45.4536,48.7413,36.6257,47.0657,52.1558,41.4091,52.0027,42.3517,44.1404,47.6838,50.7448,40.5453
4828.125,49.486,43.4954,47.3113,55.6916,47.9207,37.6264,46.4467,46.2869,47.0071,48.5735,49.1323,41.1944,49.5448
4843.75,45.8431,52.1387,51.0833,45.5677,44.78,51.9716,53.3982,46.8106,42.5092,41.8964,44.3776,50.8898,45.5606
4859.375,44.402,51.7544,46.7419,49.2073,47.5111,47.3886,40.7727,49.5224,48.7005,49.3675,49.7381,47.2524,48.7272
4875,46.297,48.2049,48.1745,56.1583,46.9141,48.7308,50.0579,49.7352,47.215,51.2779,44.0006,46.2194,47.2518
4890.625,39.5318,43.9011,45.9652,34.113,39.9222,42.1275,45.9978,55.7637,41.4384,39.7399,46.647,42.9333,45.1867
4906.25,43.1305,52.7486,45.2474,56.8932,51.25,44.7405,38.9628,39.6659,41.7679,43.5041,40.1036,43.2774,43.3598
4921.875,35.9053,35.9415,45.1364,46.1043,38.4757,35.3483,43.1954,44.4228,41.249,39.719,43.2911,43.2007,40.2405
4937.5,41.2878,49.6039,44.2536,38.8819,48.275,49.832,38.7625,43.2713,44.3181,42.91,41.6298,39.3608,44.2565
4953.125,37.2087,34.7119,40.3797,39.3168,32.2866,41.276,42.4673,49.9983,31.5126,39.3737,36.5454,40.5541,35.7677
4968.75,32.8438,42.5936,40.7343,38.6939,40.3977,29.5045,36.9372,35.0926,37.9281,30.1419,35.098,34.8464,45.8968
4984.375,32.2911,36.078,35.6004,35.1223,36.7505,35.5208,30.5792,37.0791,28.5898,37.7803,35.2227,30.0583,30.2583
5000,27.1426,29.1359,37.4119,43.8443,35.9363,35.036,29.5676,40.2856,38.5025,25.0408,29.0387,35.3979,19.7691
5015.625,28.6628,35.5294,30.3307,26.5044,28.209,26.4803,32.0112,28.2794,21.8517,30.5742,30.7893,27.2086,36.3077
5031.25,22.697,26.1247,23.8082,22.694,20.0055,19.0981,23.9799,27.3741,25.3964,24.2056,23.2981,25.58,29.6687
5046.875,19.4843,26.8425,32.0209,22.4119,33.5407,28.6281,24.1448,28.5901,22.342,23.3215,22.3544,22.9,12.1282
5062.5,16.9871,16.2166,17.1555,29.687,14.2291,21.1171,18.8361,23.8805,20.5393,17.9948,23.7909,20.7019,22.2237
5078.125,20.3119,23.2022,20.6622,18.3551,20.2721,24.8871,19.2768,14.0459,13.6731,20.2148,17.2555,17.9189,18.8674
5093.75,18.0034,19.9209,15.4766,14.4069,13.7648,11.5103,13.1128,23.6088,17.1787,16.175,13.0168,15.0557,18.1862
5109.375,7.1183,9.178,12.2451,12.0341,13.9194,11.3562,14.0813,13.0861,12.2238,9.2097,15.576,9.8991,13.3939
5125,16.2077,6.4952,9.7833,13.0278,15.245,11.1303,8.925,3.7061,12.869,16.402,7.6041,13.7578,6.5936
5140.625,15.7219,12.5701,11.1134,4.0489,9.3397,13.0283,15.8918,10.7343,10.1994,8.6181,14.0944,11.9094,18.448
5156.25,11.4375,5.1089,2.5568,6.3908,5.9373,16.9877,11.1552,4.6516,11.6931,11.4308,11.6874,7.1763,8.2779
5171.875,10.4072,3.0125,7.4988,7.4779,1.9282,6.0616,10.7234,3.7167,12.6817,12.6465,10.5017,12.0897,10.8224
5187.5,10.7537,6.8105,2.3761,2.7802,10.9328,12.2053,10.2758,8.0845,11.016,9.9403,13.9602,13.3417,21.5938
5203.125,15.6521,3.9287,9.047,6.8343,4.984,22.4724,16.0152,8.4477,15.0374,13.8344,11.5893,14.0297,9.4232
5218.75,15.9865,11.703,8.6218,16.2196,15.1331,3.9961,12.5776,11.8861,12.7073,15.782,13.9707,15.667,9.8954
5234.375,14.57,9.9201,13.1067,5.8795,10.0694,16.3296,13.1175,10.2548,12.177,13.2325,16.5319,13.674,14.0342
5250,14.0114,11.4607,13.9746,12.3426,11.3128,16.0591,17.7827,17.9751,21.744,17.718,13.4905,16.2756,25.4741
5265.625,14.2967,15.7284,12.1562,15.0416,9.8204,25.9032,16.3595,11.0324,14.7915,16.6693,21.2176,16.5235,13.4115
5281.25,18.8886,8.473,16.3775,19.2048,18.6459,11.0584,17.3328,14.8978,15.0901,19.7518,16.327,15.1707,20.0574
5296.875,15.1769,25.0286,18.9136,19.8587,12.4403,23.8543,17.3846,19.6033,16.0347,14.9842,16.5545,18.5243,11.5317
5312.5,18.7364,9.3599,14.879,8.4745,15.3695,14.9307,21.1121,14.7425,25.1294,13.1345,19.4668,18.9626,23.729
5328.125,12.7025,20.2031,19.466,16.4405,15.7831,11.7737,15.3164,17.7926,10.8963,22.7454,16.0844,13.4263,22.6264
5343.75,20.2913,16.4128,16.0462,23.8697,16.8418,28.0798,16.8246,20.3493,18.1758,19.2975,17.1782,24.3674,16.1134
5359.375,14.2656,17.7837,15.751,9.5389,10.4721,14.4914,21.6978,16.8149,19.3048,13.6842,18.6462,14.9946,12.2514
5375,17.453,12.0639,14.1064,20.4443,16.171,17.4486,15.6215,18.0231,15.7459,20.074,16.5402,19.3918,18.037
5390.625,17.6897,12.3535,16.889,10.9708,11.5318,13.1305,11.9288,7.9647,18.3272,14.1119,14.2182,11.9345,17.5261
5406.25,12.9003,10.5432,13.993,17.0539,11.4703,22.0414,18.2383,17.5168,7.4162,15.4306,15.0486,17.0275,17.4397
5421.875,14.2912,12.6334,7.1389,4.1818,6.649,9.7621,13.6308,9.2578,18.2429,12.6316,14.7754,14.4327,8.3888
5437.5,15.0372,12.3649,9.9359,11.8983,11.761,16.1049,15.069,15.9455,14.2098,13.3457,12.1921,12.9542,22.9893
5453.125,12.3151,1.0557,6.5063,8.2574,2.4465,14.7684,12.5406,3.6637,12.2523,12.3992,15.9835,12.5069,15.8644
5468.75,14.4468,4.5136,6.3762,5.5253,4.2561,6.6874,12.882,4.4358,10.8913,16.3467,10.059,12.5989,3.8063
5484.375,9.7706,4.2373,5.4886,4.6615,5.3599,10.8516,13.7643,4.2404,13.0434,10.624,14.3113,13.7647,10.0725
5500,13.7841,4.1546,5.7021,3.4425,7.4834,14.2101,7.9921,3.13,12.4826,12.4968,9.3599,11.3412,22.7941
5515.625,14.892,7.4616,8.0613,8.4069,11.4536,12.7214,12.5649,8.2542,14.735,12.1514,15.2741,10.8133,8.1215
5531.25,14.4822,12.2708,9.8833,10.5999,12.1889,8.3752,14.6255,10.7869,11.5529,12.2009,11.5327,11.8234,16.2875
5546.875,12.1411,11.402,14.5374,7.5312,8.2575,16.8002,13.9389,12.4229,13.8806,13.4745,15.0585,14.3621,17.4866
5562.5,9.8097,14.1436,14.5579,20.364,18.3404,16.7174,15.7674,17.6977,16.5172,17.8487,14.0719,14.3867,9.3509
5578.125,21.9837,17.0518,19.945,20.1087,20.5373,16.7376,13.4744,22.4051,14.8833,15.4982,14.9404,17.0729,13.8322
5593.75,14.4778,28.8392,24.2658,23.2572,24.9823,13.4147,20.3391,19.0449,17.1727,15.5735,17.9591,14.9168,25.1262
5609.375,17.767,26.307,24.7862,28.6613,23.0675,15.5899,15.059,30.1924,16.5115,22.8137,17.5475,20.0311,13.8455
5625,18.1595,27.5457,27.9627,26.1818,26.6795,23.6396,20.4069,25.3046,21.6896,15.3977,19.9433,16.8952,20.8252
5640.625,15.4649,31.1862,33.0288,31.4279,33.3378,26.2979,21.226,35.1674,18.7176,22.1958,19.5321,24.2727,23.5025
5656.25,22.6788,35.3244,32.9439,35.5658,33.6956,16.3994,19.3041,32.4573,19.3204,18.2651,22.6894,19.0864,24.6224
5671.875,21.0756,31.6957,37.8798,31.5148,30.5458,23.8861,21.9173,42.2244,23.9101,25.3284,25.1453,23.5239,16.6955
5687.5,19.5306,38.8023,36.3341,43.7013,43.9333,20.8567,25.7563,37.3557,23.4249,21.0187,20.2558,21.0263,24.0147
5703.125,22.0491,42.0078,41.4018,34.1368,36.6558,24.9831,24.4083,35.8855,19.2128,22.0183,23.4553,24.6977,24.3073
5718.75,20.7727,42.9178,41.9724,46.2683,41.653,29.7292,22.1809,43.5849,23.2012,24.7669,22.8649,23.8346,26.5668
5734.375,21.5878,41.0856,39.3852,39.2279,36.2241,12.7145,20.0677,45.2507,22.6169,22.7157,24.6385,27.3429,21.8012
5750,20.6241,41.4498,45.5513,43.2768,41.5313,31.0768,28.519,43.379,22.9367,20.5807,24.0347,20.1044,26.984
5765.625,23.3194,38.602,39.7462,48.3601,42.225,20.2728,22.2843,36.993,20.3866,23.7134,22.9422,23.9554,19.1739
5781.25,18.4254,41.8161,44.3805,35.1322,37.7136,25.0098,21.8267,45.1771,21.9212,22.8721,22.2071,24.5454,21.2179
5796.875,18.1633,40.8882,40.3311,40.8796,43.3791,23.2463,20.7822,42.8294,23.7262,17.8518,22.5011,20.4296,30.9148
5812.5,20.7022,38.8069,38.6919,41.3419,38.8272,20.6388,21.578,37.4799,17.0414,23.7594,22.7941,21.6459,12.8202
5828.125,16.4729,43.3818,41.502,38.9737,32.2812,18.3873,19.275,38.5878,19.5841,17.5871,16.1355,21.3858,22.9272
5843.75,18.2754,29.8952,32.3343,36.4148,37.6787,25.6612,19.3979,42.9712,17.1371,21.3805,23.4176,18.1613,21.052
5859.375,9.6062,34.6814,37.0369,33.8002,30.9433,11.8443,15.2555,30.7315,16.8838,15.7541,12.7225,16.9415,16.682
5875,19.7212,27.9324,30.8442,26.201,27.2282,19.1151,15.5668,30.2743,15.7366,16.5241,19.5022,15.7615,23.1453
5890.625,10.118,33.1692,23.7154,32.8819,32.3502,13.146,16.4491,30.0141,7.8935,14.3681,10.577,11.2046,9.6382
5906.25,11.1141,24.4965,28.2002,24.1555,17.1762,12.9597,12.414,25.255,14.745,12.5935,13.5849,14.0355,13.7444
5921.875,10.4424,16.2717,23.009,22.9839,23.4078,12.0258,6.8334,24.0962,13.0731,11.8813,7.9358,8.1405,10.3729
5937.5,11.1182,20.8623,15.4037,17.5356,16.3939,10.5935,13.4871,12.7463,4.046,9.0241,10.0506,11.6391,12.2133
5953.125,4.3001,12.9161,15.5798,9.5488,13.0194,4.9691,4.5787,15.1865,8.0782,9.1471,7.4877,6.8932,2.0895
5968.75,10.3073,13.4822,10.7591,16.4405,10.4895,9.6376,4.3082,15.4806,5.6215,7.872,4.9679,4.1888,10.7742
5984.375,7.5417,8.4184,9.5259,9.6239,9.0806,5.9413,8.6108,2.9284,4.93,5.526,7.3527,11.3115,0.48
6000,3.7279,12.4889,5.9389,13.0252,9.2302,2.2692,4.6422,13.968,5.2664,3.6287,5.1125,6.1583,10.7083
6015.625,11.0088,6.3275,12.4693,2.6064,10.1859,8.5136,2.7084,7.6997,6.2061,6.3888,7.3258,6.675,2.3769
6031.25,5.829,6.9847,6.3495,13.5216,12.9148,11.2194,12.176,9.1508,11.0945,9.7035,7.8488,7.4907,7.9623
6046.875,11.8138,20.6514,20.3909,13.8248,13.7781,8.8209,10.1384,17.2534,5.464,10.7961,8.4388,11.1414,10.8324
6062.5,11.1228,16.0912,16.3847,20.5842,16.4624,14.0086,12.5656,19.4253,14.8612,11.3858,12.9859,11.2608,13.8587
6078.125,11.9034,21.6133,23.7979,23.3823,15.8447,10.8743,12.6279,19.775,11.3475,11.9559,10.2058,15.0673,12.4814
6093.75,11.8372,27.4285,23.1791,21.6833,25.1505,19.0967,18.4917,26.9766,14.0135,12.9153,17.4873,12.7953,15.1158
6109.375,16.9628,24.2381,32.8593,30.9999,33.266,17.1608,11.964,27.7542,16.3081,17.9767,16.8725,15.2469,17.8188
6125,7.8638,33.3719,27.4197,31.4934,29.8602,13.9624,18.9931,33.0935,14.1932,13.6521,16.3849,17.4946,18.9061
6140.625,23.6216,34.5529,33.1278,35.2006,33.7488,16.6133,18.553,35.8793,15.244,19.3721,14.908,18.2521,13.4206
6156.25,13.568,33.4796,38.5415,31.1768,32.0424,14.4951,15.5246,33.7153,21.6521,18.1535,20.8403,16.841,25.0568
6171.875,15.8061,40.1685,36.4854,39.112,39.4361,27.7515,19.2295,38.6621,15.387,20.8707,21.7654,20.7156,17.7551
6187.5,17.8258,34.2933,38.5726,41.9257,32.8588,16.7339,19.6595,41.1049,21.2382,17.2306,17.3255,18.2303,21.8725
6203.125,14.8656,43.1126,39.887,32.2034,42.5472,17.9536,20.0972,39.1596,16.0693,17.9414,20.6432,20.1684,22.5918
6218.75,16.8994,38.1658,39.8766,48.4604,38.0683,20.0182,16.6801,38.5579,18.7197,20.7215,18.6015,21.4923,12.474
6234.375,19.0747,41.4199,41.0828,40.0814,32.725,20.6024,23.9259,44.1814,19.3624,18.1134,21.7674,18.164,19.5022
6250,20.2145,37.2998,38.7355,31.3381,39.6199,14.5857,14.8156,38.4357,18.8669,17.2831,19.3044,20.7597,26.0134
