Frequency(Hz),REC0.wav,REC1.wav,REC2.wav,REC3.wav,REC4.wav,REC5.wav,REC6.wav,REC7.wav,REC8.wav,REC9.wav,REC10.wav,REC11.wav,REC12.wav,REC13.wav,REC14.wav,REC15.wav,REC16.wav
2375,15.8982,19.7262,14.2241,21.5602,10.6092,26.8611,8.2846,21.5866,2.0304,12.2581,21.6631,14.0651,18.7394,17.2313,11.527,20.1221,17.4943
2390.625,13.0843,6.8945,11.3423,23.0205,10.7268,14.3121,14.0891,3.1129,16.792,28.3398,15.205,16.6114,9.0221,16.7745,12.7777,20.1838,14.611
2406.25,10.8491,17.3941,9.4915,11.0386,12.8487,13.3559,5.4345,13.4965,22.8425,6.1789,3.9009,12.5406,17.9735,13.6318,17.056,6.1489,14.5335
2421.875,12.279,8.3684,30.5998,22.0874,8.3453,9.6684,23.9982,15.4048,10.0078,21.8884,21.5633,7.5971,8.3509,7.2224,6.8794,26.277,5.6287
2437.5,11.6808,16.135,15.0656,21.518,14.1171,16.5697,5.9453,25.7135,25.4027,6.2416,7.4887,15.9691,23.7428,21.4915,23.6625,12.9821,22.9
2453.125,18.8072,6.2702,16.969,38.7122,9.2273,3.0727,11.1835,8.3919,10.2946,13.2511,16.7387,16.2178,4.3021,14.5265,5.4778,6.7384,4.9749
2468.75,8.9779,8.8585,12.1353,28.8019,16.7262,19.4316,14.7408,13.3298,6.4691,13.8572,11.3296,9.5338,25.5826,5.3239,15.4256,18.6622,12.7284
2484.375,13.0635,16.1713,6.5941,27.868,10.2821,12.6598,11.2163,20.3256,13.2233,24.3034,6.6067,10.0371,11.4133,20.4277,14.224,19.0143,12.3289
2500,11.3475,10.1506,26.2684,24.0658,14.456,7.9065,24.4263,18.4258,13.2472,10.2252,21.0434,16.2622,7.3294,11.785,17.5604,4.7313,17.0859
2515.625,23.0273,16.4759,6.4187,16.6122,16.4367,20.9092,10.8624,5.6337,16.8835,12.4584,16.8635,20.1911,18.4507,12.6636,14.557,14.908,16.7449
2531.25,13.4562,15.9272,24.9979,19.4324,11.514,18.0734,24.848,33.9666,21.0645,11.3429,26.4592,11.9681,9.7145,12.6439,13.4895,23.1345,21.4423
2546.875,5.1217,31.098,12.2761,9.9976,14.8039,19.6793,11.5376,1.2639,10.949,21.7734,10.2516,20.0813,18.2692,16.5366,18.7934,10.3712,21.995
2562.5,24.123,15.0756,13.3673,16.9864,15.3952,21.9798,30.7721,9.5307,23.9828,14.1176,28.1284,19.2879,19.5546,15.127,16.4732,12.9213,20.5461
2578.125,13.5367,24.268,21.7464,12.3511,15.2333,21.7725,20.6533,22.2386,28.8502,16.0903,26.7119,22.1819,8.5429,12.5874,13.39,25.3227,25.2533
2593.75,17.1401,26.9653,14.2975,33.4222,19.8329,27.2892,21.9167,23.0938,22.3189,22.4722,19.1164,29.3333,22.2404,23.6587,22.1614,12.0077,20.387
2609.375,10.9663,20.3634,17.1124,10.2501,12.7239,22.8652,29.5881,12.9758,19.6388,12.1802,30.1559,23.531,16.8996,13.1192,17.9469,17.8193,26.8093
2625,25.9176,41.5322,18.2527,26.7611,21.7919,31.0634,23.3378,20.7475,27.0774,23.6154,20.4776,30.3316,11.1459,20.3517,22.4716,22.001,27.3173
2640.625,14.8631,20.4219,23.7834,11.771,15.4486,20.7605,29.4319,14.256,23.3844,17.2656,26.1704,23.5055,25.0628,18.0245,16.4381,24.1431,29.0285
2656.25,20.8828,23.5309,21.1402,23.8303,24.8162,36.0684,36.679,16.8943,36.4744,21.5555,30.2912,30.1387,18.2166,15.1776,18.4745,7.9713,31.2357
2671.875,12.1426,34.7617,11.3886,20.1435,10.8403,19.8902,26.4993,25.9822,25.0408,20.3376,35.2026,37.6741,20.5659,16.8091,20.3071,34.1092,21.8808
2687.5,21.1822,26.963,30.9531,22.4621,21.625,32.0999,33.9931,14.0591,28.364,17.7184,19.8099,17.0602,19.75,20.1485,17.3645,9.9057,31.7724
2703.125,34.0152,26.9985,19.7598,24.5166,23.0222,27.2424,18.9232,23.6767,29.5255,21.9366,29.7334,39.1991,19.4033,25.8834,26.2494,25.1032,30.5478
2718.75,17.6102,34.2831,15.5642,16.1658,21.6865,17.8766,31.4146,24.3371,20.7795,27.9138,28.8765,19.6465,22.5272,16.418,24.5225,22.0909,24.8548
2734.375,9.8657,18.3465,36.8792,33.3779,20.0323,33.1653,32.9274,20.8149,42.1683,22.7913,23.6045,29.5683,28.5336,19.5896,19.3192,22.0566,23.0689
2750,32.1219,37.3843,12.4412,7.1533,20.9107,28.7607,20.3731,26.5418,19.3333,21.0877,30.0199,27.0709,23.5285,28.1096,19.0998,18.0951,28.2365
2765.625,20.3895,23.3246,23.0929,28.2748,23.5382,21.1926,28.7173,29.0103,25.1086,27.6259,24.0655,22.0719,16.1741,17.9779,24.7516,25.225,25.56
2781.25,24.4278,24.9288,27.1409,27.6667,21.5753,19.5844,25.4796,19.7865,27.2446,23.3693,29.2142,24.7481,22.1061,22.3379,25.0644,20.198,23.1391
2796.875,21.6846,22.0752,22.2924,15.1355,23.4548,23.8355,21.1815,18.2496,18.5601,18.6657,15.9609,29.3159,26.2959,22.6685,14.6788,27.6161,22.0992
2812.5,23.498,25.7648,27.6719,25.3201,20.9538,25.6902,22.1311,28.3902,27.8019,22.0029,27.1631,19.7648,22.3633,23.1054,21.6261,21.7256,20.4542
2828.125,25.5212,26.3107,19.3973,24.162,23.7906,21.4874,28.294,26.8171,18.5176,30.4144,17.7441,23.4217,23.8741,27.5825,37.2242,27.6524,30.4387
2843.75,29.465,13.6302,31.0199,27.9453,23.2284,20.0953,22.7125,22.5343,29.1572,15.4161,28.5009,26.7073,23.3857,17.3453,14.2398,22.418,19.0373
2859.375,10.2041,27.7002,21.5087,24.2851,24.0421,26.6843,26.7536,26.8218,16.3518,32.3935,18.3016,22.206,21.4531,23.7222,21.8735,19.3452,25.0772
2875,28.5374,22.8038,31.1889,16.9755,20.6208,23.3345,25.6293,11.2835,25.1177,13.773,25.3771,23.3595,23.4736,24.0886,27.3502,28.2807,16.3796
2890.625,21.4455,26.448,24.9046,18.085,25.408,24.4131,16.997,39.6503,29.5464,20.4362,21.6862,23.3202,28.4848,17.0476,22.8977,16.5373,27.8748
2906.25,23.6562,30.4341,13.5101,32.558,23.7218,31.4741,27.6418,18.4597,20.2897,35.6813,25.5667,30.4233,20.567,35.1756,22.867,27.1171,33.5974
2921.875,25.1492,25.3967,32.8073,20.1712,23.0144,24.0508,36.8686,32.0763,33.337,18.1777,33.9857,18.1777,27.1782,18.6693,20.4736,25.4281,25.0705
2937.5,23.5568,33.4034,26.8918,26.7592,24.2646,29.6259,27.5208,27.6575,23.3121,22.3391,26.4503,36.8108,17.4202,22.7036,25.7603,17.9687,28.705
2953.125,19.757,29.4629,22.0702,21.7113,22.2764,38.4461,32.5512,13.6559,40.6504,27.2874,28.8727,37.9695,29.4097,26.3075,23.7335,35.1249,35.4533
2968.75,31.2987,40.6935,26.9228,29.3015,28.6941,36.7125,38.6494,33.5102,28.7676,21.1671,42.0852,33.8212,23.9052,21.752,27.5616,21.3411,40.2185
2984.375,24.4368,33.7983,18.1252,19.7244,25.9603,31.5219,33.7514,12.2832,53.9594,26.5904,35.3234,33.5941,23.9866,27.5292,26.8457,22.6742,30.3309
3000,27.6315,45.5464,29.9524,31.6328,28.3347,45.0128,38.3796,38.9073,30.9724,29.0612,40.1641,35.9245,28.7347,29.1042,23.4554,27.1144,42.6051
3015.625,22.9794,42.1784,25.2553,31.6895,19.7444,35.5664,45.6567,20.7042,34.8139,24.9314,42.5592,53.1892,27.2358,31.1869,29.2945,28.101,45.1303
3031.25,28.9013,34.9918,26.5442,27.1164,26.6503,47.719,36.1003,29.207,58.2626,24.6336,48.938,34.3101,22.3948,21.0533,25.4166,26.9413,39.4255
3046.875,19.9252,48.4477,20.457,28.1102,29.9789,42.1322,49.4037,27.2164,47.6012,29.5181,36.9515,49.9094,26.7822,31.1954,30.7499,27.9288,42.8691
3062.5,35.1747,53.8115,35.285,21.568,27.3309,53.8104,48.495,31.3449,34.7089,21.5167,49.4407,46.816,26.8702,25.8002,25.1656,26.6885,54.6762
3078.125,22.378,41.6989,27.7752,45.3226,27.537,42.6485,51.0508,34.4589,58.2041,36.1444,52.919,48.7456,29.9787,28.3576,23.8906,28.4781,48.0724
3093.75,39.3493,55.4148,33.6532,22.0604,29.9391,53.1977,57.3609,21.4946,39.5874,27.8122,39.4442,50.6097,31.4322,31.8656,40.3286,31.7037,42.2524
3109.375,20.9802,47.6601,24.1061,34.301,29.2366,50.6949,41.1045,30.831,56.6751,23.2518,55.6042,42.3954,28.0107,31.4236,27.2007,28.2499,57.0088
3125,31.3988,48.5797,34.451,29.6261,29.0545,43.8245,52.117,26.9922,57.3859,37.5545,49.9207,57.696,22.6292,27.6661,21.7223,26.8687,47.6998
3140.625,32.6287,48.7447,22.6587,29.5965,29.81,58.0585,45.0498,28.5078,36.5078,24.2207,49.7817,45.5217,39.9055,35.6039,42.3472,32.955,50.048
3156.25,34.4395,53.0489,37.8544,33.1727,34.5954,47.8702,56.9057,34.4666,55.8125,30.6612,51.6091,53.1698,28.1173,32.974,26.8988,26.7793,46.4162
3171.875,24.4642,54.7415,21.7231,38.6526,31.3255,48.1844,46.799,33.6772,48.7993,41.5042,47.4586,46.4464,34.4458,28.4806,34.5008,38.7947,55.4821
3187.5,39.4029,36.5035,43.5815,21.8667,34.9124,49.7874,48.0289,37.2667,51.5653,20.0948,49.8129,50.8626,35.4596,32.8093,32.6614,31.4636,47.9794
3203.125,30.1391,59.6214,26.879,40.0395,31.6587,45.7037,44.3623,30.5618,44.6917,49.1067,47.9531,48.2263,32.7414,34.8037,31.8137,31.1254,43.1379
3218.75,43.514,39.8431,36.17,35.4638,34.2155,45.3353,49.9246,32.1174,53.8871,26.8974,46.9259,44.8158,36.9594,33.2975,39.2914,30.5453,53.0472
3234.375,33.2684,44.2923,36.7224,45.6356,39.0816,49.6856,42.5654,39.8374,46.0663,42.6723,46.0875,44.6203,27.343,36.0677,29.2238,49.3556,45.6066
3250,39.0701,46.6611,34.4584,34.0015,34.9426,47.8066,44.0374,35.3763,39.16,38.9233,45.448,50.5781,42.214,36.6554,43.7568,25.8889,41.9828
3265.625,38.4219,49.8826,40.6626,55.9308,40.7916,36.1982,44.4989,35.5523,46.6258,33.3453,48.1571,44.1658,37.8688,40.8041,34.8037,40.3883,42.2209
3281.25,37.8984,38.6018,39.7812,27.4194,37.5187,52.0393,48.303,45.1911,50.4862,44.0932,41.8014,42.609,41.9869,41.5591,44.7047,40.1187,54.0308
3296.875,40.536,44.0655,34.1847,57.4696,43.1869,35.7089,39.3039,29.9247,33.9258,35.5936,41.5081,43.5732,38.5956,36.2575,34.6883,41.7416,32.5286
3312.5,47.8361,43.0034,52.1684,37.658,37.4431,51.2036,41.7357,46.4013,62.5122,51.695,49.0856,41.9364,36.6793,41.459,50.2646,46.5178,43.2059
3328.125,42.1073,45.6849,38.5113,60.3961,47.0373,39.5812,45.3931,46.5171,26.4341,33.9461,36.5362,43.8466,53.7671,42.0151,36.4683,38.3868,51.0655
3343.75,41.19,42.3906,47.7215,30.049,43.5677,41.4054,45.35,39.5553,42.5812,52.8619,47.3934,43.4878,38.6196,51.1193,46.6236,44.8438,36.4439
3359.375,42.0453,41.859,44.4733,52.5208,45.5702,39.1637,36.5632,56.6877,42.3225,42.5313,38.1233,36.7337,50.1719,41.7793,41.4432,44.2477,41.8336
3375,49.0186,45.3288,42.7045,36.1391,46.1933,51.8849,49.733,40.1455,50.9494,45.6521,47.3829,46.7071,47.3236,44.6378,56.454,49.5685,44.2413
3390.625,51.4912,47.742,48.2391,62.4549,49.3334,28.6915,41.7516,54.731,39.811,48.9831,35.7354,44.1719,45.4884,51.3009,38.2695,48.4582,45.7894
3406.25,50.095,39.2673,55.7168,43.5173,48.0859,53.6366,44.0431,50.672,43.2656,52.41,50.7364,45.0103,45.501,47.9641,52.9236,49.961,37.5488
3421.875,49.2159,50.1994,53.5397,56.4588,51.7444,46.0771,46.4426,41.4764,42.5802,47.1908,41.9504,48.4286,54.5532,51.4785,50.1238,51.6939,48.37
3437.5,52.7423,41.5318,49.5438,50.5344,50.1333,41.6453,39.3823,58.2021,46.695,47.3501,45.9078,42.4552,47.8702,52.1714,51.4287,47.4985,44.7913
3453.125,49.1419,50.7655,42.0541,52.7677,53.358,46.3901,53.2715,52.2356,43.7123,57.2355,44.7411,41.7129,57.9651,49.512,53.2047,51.4926,47.182
3468.75,50.2846,46.0794,60.9491,39.982,49.7828,46.3366,46.5253,54.0154,47.2147,50.5446,45.2908,51.749,47.8743,48.542,50.0695,53.9173,45.7425
3484.375,52.1389,42.7905,51.218,58.3647,52.5512,46.0903,48.9036,47.1509,53.3465,53.4247,48.4161,51.4661,48.2135,48.0349,53.8682,52.5014,40.1671
3500,56.0834,43.4534,56.6617,48.316,47.874,43.1962,48.5063,64.7308,39.1573,49.7688,44.0797,32.7967,54.4714,56.8077,49.1413,46.9947,50.3202
3515.625,47.2003,50.0955,42.6049,53.8358,52.6667,51.7164,40.9349,38.7668,42.3233,59.9235,42.035,53.3833,53.0918,48.5235,49.063,53.0782,44.7351
3531.25,49.6935,45.1328,53.2147,54.6959,49.8818,34.5764,46.7301,53.0202,44.881,34.6615,50.5136,41.4888,42.8103,48.9996,51.4098,54.3576,42.546
3546.875,47.2106,38.3461,54.7413,42.061,46.0712,54.996,43.8667,47.6036,42.4875,60.045,35.3472,43.153,57.1297,45.9844,48.037,47.6348,46.9442
3562.5,54.7368,43.9836,41.6527,52.7485,49.462,32.2388,41.8119,52.085,39.7781,42.3103,44.5548,38.5535,39.6798,48.045,46.8965,41.3078,43.5539
3578.125,34.2306,42.6897,46.7939,34.6217,43.8993,35.2673,42.3391,44.1081,47.9466,56.0511,39.598,42.3447,49.5183,50.0199,50.18,48.5599,34.7602
3593.75,53.794,31.2159,50.4467,63.848,44.0091,38.9341,35.428,42.4271,23.7713,39.7479,36.2221,34.2956,43.1905,46.3223,35.9244,42.2857,37.0616
3609.375,39.0056,37.256,42.9768,27.3476,39.0246,29.8111,35.7026,57.7487,42.6203,42.0945,41.9535,37.9918,45.9721,35.7824,44.1032,43.7736,32.5717
3625,43.7042,42.5965,38.3381,49.08,46.4201,37.3176,34.0872,24.6881,25.2262,42.376,21.7639,33.5035,35.8862,42.4302,41.4324,42.9559,31.5323
3640.625,32.3627,22.76,42.5263,33.0298,32.9484,29.2517,27.0024,43.2203,33.2978,40.8199,30.9218,26.5149,41.3734,36.5112,38.1966,39.2237,31.2021
3656.25,39.7221,29.6988,37.4276,38.5715,40.7442,26.1054,29.0183,41.769,27.3324,36.7263,30.9933,26.5386,36.3789,35.6643,35.1189,35.8768,26.3843
3671.875,37.6083,25.3753,35.7273,35.1048,33.6377,20.6205,24.6464,33.2031,26.8799,37.1627,24.3658,29.7774,32.6805,37.3918,39.9277,30.6416,27.8396
3687.5,34.3151,21.9698,40.1395,39.2677,36.8563,27.2693,20.1285,36.4238,28.7225,34.5683,21.7581,22.6944,40.6916,33.1039,29.2898,42.8937,24.1979
3703.125,30.5928,39.7502,32.4277,31.2547,28.3368,21.8859,30.898,33.0343,21.9469,27.04,30.4814,29.2949,31.7757,37.4711,36.139,25.8997,24.7631
3718.75,37.2207,20.4238,33.0901,28.2513,38.8589,32.213,20.3432,33.4566,30.4699,41.4422,17.9674,18.1018,33.483,34.3886,29.847,41.043,19.7336
3734.375,26.9333,28.1573,35.2344,35.7493,30.2719,23.2793,25.3775,30.8913,23.9164,29.0993,32.1692,26.7041,34.9764,33.4268,38.6018,27.046,31.843
3750,37.2154,26.4431,39.566,41.0257,36.4256,34.1018,37.8714,30.4901,34.6114,36.7765,31.4902,34.2561,34.1961,34.8435,36.0828,40.0591,32.5154
3765.625,35.4621,36.4602,27.3763,41.8794,36.023,28.9303,28.6035,44.9205,32.9699,42.3027,38.4247,30.5846,30.3247,35.6064,37.4017,34.2282,26.4481
3781.25,34.8989,33.5379,37.7929,36.0771,37.1951,35.9403,35.3665,34.7882,35.9486,36.4911,31.8414,39.2671,43.8203,39.709,35.893,43.4025,45.5575
3796.875,45.5844,54.6852,39.4183,32.7571,40.8333,44.2501,47.0799,45.7687,49.3551,40.3275,43.706,37.6971,38.1383,40.9094,38.377,34.4919,39.7191
3812.5,38.0473,35.0933,44.9814,40.8851,41.3643,47.5615,41.844,41.0062,42.4407,42.1294,46.7622,50.1551,40.3733,38.4135,44.5987,40.9057,44.1865
3828.125,45.9018,51.4656,49.2015,53.8209,45.2478,49.8814,55.2428,42.0097,51.4549,44.1835,49.4612,45.3394,48.9155,44.2651,48.31,45.4513,52.2608
3843.75,46.8485,50.783,45.8176,41.4927,44.7674,53.6753,59.3801,46.374,56.5028,49.6828,59.2553,58.5548,43.4032,50.6277,42.2032,45.4194,59.3599
3859.375,48.7192,68.2142,45.5845,52.5375,51.1928,60.7873,51.9494,54.6869,50.3538,43.8961,53.4484,61.024,51.5927,48.2558,54.6916,52.0869,52.932
3875,49.4988,55.9406,51.3561,55.0504,49.5456,58.2349,63.1704,46.5433,66.9703,58.8677,63.2938,55.7865,52.7028,51.3207,53.3551,51.6137,63.9157
3890.625,64.6748,66.294,61.0981,47.6735,55.7376,68.8581,63.9047,51.3288,65.9921,52.1497,62.7058,68.5155,58.5184,53.2859,51.5378,57.2098,65.476
3906.25,41.385,68.1411,54.9995,55.7384,54.8061,66.2954,68.4727,69.1639,74.0291,55.3204,71.9799,68.5088,52.5193,55.7794,57.9329,49.1905,66.0368
3921.875,64.204,73.893,61.4228,61.4374,56.6341,74.4988,72.2376,48.4268,66.3297,60.2468,73.6585,70.7119,53.7525,57.0269,55.0428,61.1887,74.2889
3937.5,58.868,67.0639,53.7121,51.222,56.7442,65.4368,78.1941,60.5293,70.703,53.2296,69.624,74.082,60.7735,62.9686,58.9978,55.7834,72.2971
3953.125,53.369,86.0903,59.4326,69.7241,60.295,74.3058,68.0181,65.5691,72.6847,67.9017,71,72.2313,59.3938,54.7146,57.739,54.7508,71.6132
3968.75,60.7317,71.5529,63.2227,59.8291,60.7364,77.533,81.2329,59.3772,78.813,49.2131,76.9089,77.2412,61.2654,53.2187,60.0311,69.439,75.8443
3984.375,60.4618,74.6789,59.4387,56.4334,59.783,70.8388,75.4908,62.7217,75.5524,70.1546,75.4748,76.1803,58.9514,65.2021,59.9457,56.119,73.8694
4000,59.4682,78.8764,63.9388,58.7768,60.9787,83.7165,69.51,58.8295,76.5848,61.0433,75.5024,77.407,63.4332,59.4522,61.5336,63.5588,77.0469
4015.625,58.6869,69.1704,60.4231,66.7523,59.6322,68.4599,77.2217,65.3525,76.2538,60.204,72.7913,72.6735,57.9494,60.8632,64.7105,63.409,76.7031
4031.25,59.1374,79.1074,62.4224,56.1559,60.1301,76.3927,79.9707,60.7029,72.0156,60.448,74.783,74.5574,59.6932,60.6622,55.9308,58.3304,73.7312
4046.875,60.185,73.8816,51.7581,53.3974,55.526,71.8295,67.9482,48.7001,71.5192,52.4909,71.42,70.7991,56.9269,57.2719,63.7322,60.9655,75.494
4062.5,57.1669,69.8187,61.8109,64.1653,59.9224,69.4007,73.7696,66.1765,66.914,65.0333,67.6999,69.7846,61.3277,56.6992,48.9327,50.3037,66.5087
4078.125,50.0124,71.9378,59.0983,56.0143,54.5538,68.1316,70.4557,53.9131,75.8276,51.1556,74.771,70.4971,55.7118,56.8076,58.4208,56.8565,68.2478
4093.75,60.2996,63.0071,50.3672,52.6849,54.0639,66.7524,64.8866,51.5562,61.2001,55.1754,62.8683,63.9925,56.5781,56.8411,51.1937,58.5494,71.6525
4109.375,46.9245,71.026,51.5581,50.5178,49.5465,60.687,61.3158,51.9058,65.0866,54.7049,61.0082,62.874,44.0821,45.1736,51.9208,44.3318,58.0293
4125,46.7389,45.0269,47.8113,46.8455,52.0024,57.2695,61.151,54.0538,54.8991,45.6657,60.8001,59.887,53.6993,47.2246,53.6261,54.8918,62.1415
4140.625,45.9541,64.6623,52.343,45.6836,44.174,58.3067,51.1526,39.6578,58.5522,52.3982,51.1481,55.0638,43.7197,49.8868,48.4245,45.3086,55.5195
4156.25,49.2381,47.6834,48.9592,53.4303,44.7375,53.9209,56.304,46.6481,56.7508,35.7365,59.9962,51.3434,46.4501,45.4147,40.8944,43.3245,50.7528
4171.875,35.48,52.7117,36.5881,36.213,40.3835,46.3669,47.6662,49.7589,42.0129,48.6087,39.1378,48.9004,36.9332,39.0009,38.9794,45.2049,45.3083
4187.5,42.8158,38.6251,37.3361,38.7015,39.6673,41.0533,41.3415,33.4642,45.9636,33.5609,49.0323,43.3402,40.7898,38.6118,46.5009,34.6684,44.32
4203.125,32.8993,42.7678,39.5035,36.7493,35.1106,40.5049,43.1674,35.6882,36.6935,37.139,37.4809,37.3125,40.9125,34.9076,33.6352,35.5383,41.2227
4218.75,33.0613,28.9982,31.5435,34.6436,33.4876,32.2815,37.2381,29.6138,37.1282,35.1852,33.8183,35.5449,28.99,34.5291,35.2698,36.3257,30.9135
4234.375,34.6279,35.202,33.9708,29.0541,30.134,35.2711,23.4149,33.2294,32.7733,29.2001,32.7798,38.4599,34.4485,29.3503,26.9498,31.317,38.4301
4250,30.0856,28.5453,24.2302,30.6013,29.6812,26.3119,31.5634,29.8845,30.4591,32.0355,30.7687,18.6471,25.7206,30.312,29.602,29.1465,23.2163
4265.625,25.48,27.0848,29.7932,26.0067,26.3776,23.1258,22.5109,20.8827,19.8441,25.686,22.6386,28.0888,27.3359,28.4011,25.4489,27.9011,25.7831
4281.25,28.4059,8.4405,21.2086,20.1185,23.3122,14.2477,15.831,31.7352,20.5974,26.8452,14.4608,15.1329,25.3039,20.6412,24.8641,24.6329,19.3832
4296.875,22.5365,29.0714,20.3113,21.688,24.0077,18.5591,17.6458,20.1577,12.936,23.0255,22.9054,20.3823,24.0195,23.5691,23.0166,17.5259,16.1382
4312.5,21.0356,6.3089,28.4278,36.8426,22.417,18.3304,13.4577,19.2333,19.3425,20.7969,10.8357,15.6759,17.9683,24.2917,21.9813,28.0825,12.5117
4328.125,19.6457,16.5669,24.6029,18.3532,20.1486,11.8888,7.9017,30.4158,11.4019,16.2985,9.4064,6.4174,26.4133,17.5716,13.6566,15.1754,13.3633
4343.75,23.6801,6.7093,16.1787,25.3993,18.6309,9.5379,12.9114,15.0142,13.1925,27.9625,14.5655,8.2938,13.284,22.5347,22.1263,23.1464,8.7913
4359.375,12.0939,7.5956,23.0075,10.586,20.341,6.1509,2.7359,20.3573,13.8685,11.8934,6.811,9.916,19.5984,13.8955,20.9747,15.2864,8.3044
4375,22.0103,8.0202,14.3301,27.2631,18.8346,7.695,10.7982,21.6781,14.5561,24.4896,5.6055,11.2414,15.1604,21.7436,16.5349,17.1865,5.2404
4390.625,20.6617,10.2329,19.0535,19.6007,18.0669,2.1728,3.1249,16.3562,6.6985,17.092,14.3372,8.9392,23.7088,15.1671,15.6485,18.7591,8.0786
4406.25,19.188,6.5035,20.5955,13.3897,16.0786,17.573,6.5861,25.1731,6.2844,12.658,9.0761,13.9028,15.0393,18.4688,26.0196,21.9846,4.2392
4421.875,11.9695,7.8977,17.7008,14.8043,18.2562,2.2977,12.2788,7.9465,10.5604,12.6287,14.9287,4.0784,15.8477,17.9693,10.751,13.8589,12.0546
4437.5,23.4505,15.7553,15.6781,17.6617,15.8532,13.3633,6.8421,23.5248,13.0344,23.2131,5.4466,7.7138,16.9999,14.2471,16.2017,19.4463,6.3877
4453.125,18.6416,6.5239,24.01,20.0124,18.0286,7.4081,3.9637,13.9797,10.262,15.5709,8.2252,17.2835,21.3098,16.249,16.6093,14.6389,5.6777
4468.75,13.9379,5.1091,13.3554,16.7214,14.5541,7.7146,12.6659,17.0695,12.2988,17.2516,11.3333,4.9626,14.5349,24.7411,19.8127,20.3049,9.0659
4484.375,22.6917,14.1498,18.962,25.7959,19.0203,14.6846,6.8327,13.3589,13.5696,23.6545,12.4699,9.4259,11.0159,13.0779,18.6742,14.5265,9.0199
4500,15.6838,6.9984,13.4042,7.387,16.3909,9.3076,13.2815,25.5065,6.8583,10.9478,9.129,11.2896,22.4646,18.9026,14.4556,19.4245,9.192
4515.625,16.8682,14.179,16.2453,22.7586,17.548,13.3049,5.3805,18.8691,10.0679,17.2811,12.4365,7.1051,14.4007,14.6567,19.9053,18.5563,11.2308
4531.25,19.6022,10.8576,22.1204,18.1545,18.9717,9.1929,18.4698,14.9824,13.0569,20.2825,10.2611,16.195,20.2858,17.7641,18.1005,15.2483,12.3277
4546.875,20.5916,13.616,22.4704,24.7871,20.1581,20.9318,12.0863,22.6236,14.727,22.1158,17.3248,16.6585,21.4696,22.7418,24.4428,19.6577,19.0927
4562.5,14.0487,12.1666,16.7411,17.0794,20.3445,9.7206,14.6121,20.5456,18.7233,13.7076,13.026,11.7622,20.9039,22.1369,16.9976,23.9529,8.2467
4578.125,30.2903,24.844,16.7612,23.8995,19.7388,26.8205,17.3162,20.2138,19.939,28.176,22.7216,20.138,20.6754,20.8554,25.5533,20.6637,16.8751
4593.75,25.1082,14.1988,26.8661,26.9243,28.0425,18.4206,13.2945,22.0674,17.7655,21.2527,16.5146,23.7482,22.6292,27.1412,22.5575,22.1488,25.7242
4609.375,25.5085,25.3028,25.9627,22.5557,22.966,22.7758,26.4016,33.0386,21.2614,27.9118,27.7991,19.8224,25.3126,22.4554,27.9604,25.1939,18.0215
4625,23.5462,20.9915,29.9102,31.3613,29.579,30.9927,26.2631,20.9188,27.0851,26.8316,24.9058,23.6181,28.04,30.3287,25.9135,28.0668,26.6613
4640.625,32.1415,29.3998,28.6548,29.0991,30.6618,24.694,25.8953,32.3359,25.7584,31.332,27.0455,28.3861,30.118,31.3379,28.8242,32.3078,28.6353
4656.25,31.7475,32.8171,27.9397,42.2612,33.2847,29.1476,33.3036,37.2409,35.4209,26.9878,29.9184,30.252,33.5215,34.9971,30.8195,28.95,32.8872
4671.875,39.1435,27.3419,35.4145,29.529,29.7588,32.7231,30.137,26.9044,29.4592,36.7803,33.6228,35.6003,29.0164,31.587,34.9037,34.3562,23.4763
4687.5,30.6439,40.8815,39.0209,45.2917,39.9071,36.9305,39.1271,39.1306,34.5583,38.0965,34.1157,30.4479,41.5826,33.8828,39.1648,39.3839,39.7038
4703.125,41.0604,41.1073,36.6407,29.8039,35.5274,33.7237,32.1796,39.8253,30.1065,35.3524,37.3084,37.2425,31.8581,38.2382,34.9414,30.1139,38.4546
4718.75,37.4337,29.3429,48.5371,48.6366,42.2123,44.0144,42.7553,41.4054,47.7578,46.1084,37.3749,37.6582,47.7629,39.9865,37.6522,48.8594,36.8157
4734.375,40.9453,45.7853,32.9953,27.5029,39.5162,35.3243,41.0572,40.5922,39.9038,43.6117,43.0167,43.3955,38.4811,41.2793,46.93,42.6865,42.716
4750,44.0201,45.9262,45.6264,60.6408,46.292,43.4937,40.377,44.3452,41.7194,47.1975,43.6733,38.5805,46.8889,41.8701,44.135,38.6088,46.0047
4765.625,46.5234,34.2859,48.7693,45.491,40.2018,42.0473,43.921,45.0282,45.071,33.4877,43.453,44.6698,43.1973,43.0146,41.4438,48.9529,42.7932
4781.25,42.0621,51.2248,47.4249,41.6717,47.4244,44.9138,46.9626,45.4696,47.4258,58.4966,44.1263,47.2228,45.131,48.2794,47.0915,44.2132,41.9078
4796.875,46.8644,47.4425,46.0583,46.5988,44.2106,44.8332,42.3489,50.6824,43.2756,46.3431,44.946,43.5046,47.8524,44.7897,45.4084,47.8991,47.7926
4812.5,45.0153,41.7962,52.4171,47.8362,48.6116,53.6123,50.8032,47.6488,43.345,46.741,46.1234,46.0332,48.1417,50.8854,53.5086,47.9686,45.7182
