Block,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13
0,29.267471,-0.981313,0.561442,-0.182587,-0.143952,0.100361,0.101722,-0.134484,-0.103836,-0.101250,0.000014,0.101254,0.103827
1,25.307102,-0.007914,0.050359,0.284835,-0.026587,0.053980,-0.028735,-0.093002,-0.331662,-0.200048,0.000010,0.200051,0.331655
2,25.709461,0.344645,0.316502,0.107381,-0.175767,-0.236922,-0.451222,-0.514451,0.181374,0.255509,0.000011,-0.255506,-0.181380
3,26.019767,-0.301648,-0.107942,0.287305,-0.434756,0.150556,-0.007463,-0.421727,0.119287,0.136343,0.000011,-0.136340,-0.119294
4,26.464904,-0.164462,0.172719,0.836410,-0.154599,-0.107393,-0.347908,-0.169644,-0.316890,0.120038,0.000011,-0.120035,0.316883
5,25.255186,0.296064,0.294353,0.273562,-0.130804,-0.106711,-0.067594,-0.076705,-0.244145,-0.064249,0.000010,0.064252,0.244138
6,26.188123,-0.010577,0.261440,0.714488,-0.340037,-0.034236,-0.094645,0.012515,0.074183,0.301674,0.000011,-0.301671,-0.074189
7,25.556642,-0.251564,-0.019043,0.645386,0.150519,0.057047,-0.369654,-0.002077,-0.036817,0.158851,0.000010,-0.158848,0.036810
8,25.902109,-0.106689,0.069375,0.519368,0.003742,-0.030938,-0.337552,-0.341204,-0.239195,-0.003204,0.000011,0.003207,0.239188
9,25.774898,-0.164908,0.222812,0.918542,-0.383555,-0.152328,-0.196328,0.159480,-0.123854,-0.028661,0.000010,0.028664,0.123847
10,25.366825,0.063431,0.034815,0.151854,0.000093,-0.035958,-0.212557,-0.137240,-0.239054,-0.035064,0.000010,0.035067,0.239046
11,25.673433,0.145891,0.363883,0.749220,-0.104850,-0.077127,-0.289199,0.039085,0.110892,-0.046045,0.000010,0.046047,-0.110899
12,24.904420,-0.117513,0.049330,0.450977,-0.261705,-0.075786,-0.181834,-0.061987,-0.133277,-0.139948,0.000010,0.139951,0.133270
13,26.297437,-0.130168,0.078579,0.611842,-0.103692,-0.180487,-0.360971,0.169164,0.062793,0.081827,0.000010,-0.081824,-0.062800
14,25.762063,-0.419485,-0.020464,0.826693,-0.241061,-0.055504,-0.397435,-0.180456,-0.257887,0.030469,0.000010,-0.030467,0.257880
15,26.357070,-0.092939,0.191919,0.794033,-0.005783,0.046186,-0.385540,-0.269502,-0.087475,-0.006721,0.000011,0.006723,0.087468
16,25.129943,-0.327480,-0.250817,-0.004535,-0.237656,0.268071,0.188341,-0.191632,-0.028771,0.079622,0.000011,-0.079619,0.028764
17,27.356391,-0.391106,-0.090300,0.682081,-0.034951,0.150156,-0.017604,0.115525,-0.294089,0.295123,0.000011,-0.295120,0.294082
18,26.397058,-0.370566,-0.245348,0.211132,-0.146186,0.074612,-0.141573,-0.059970,-0.071402,0.211050,0.000011,-0.211048,0.071395
19,25.757381,-0.217483,-0.064124,0.366147,-0.205705,-0.012295,-0.131599,-0.105232,-0.284502,0.121197,0.000010,-0.121194,0.284495
20,25.880691,0.297414,0.353462,0.306195,-0.203898,0.218017,-0.042864,-0.665146,0.212652,0.093196,0.000011,-0.093194,-0.212658
21,26.146547,0.030616,0.168200,0.551383,-0.004957,0.070670,-0.169139,0.070179,0.015891,-0.115506,0.000011,0.115508,-0.015898
22,25.466043,-0.108061,-0.074207,0.194643,-0.045346,-0.114928,-0.344490,-0.100956,-0.283269,-0.083480,0.000010,0.083483,0.283262
23,26.158565,0.185062,0.249622,0.407387,-0.092163,-0.106931,-0.250012,-0.140369,-0.200562,-0.047050,0.000011,0.047053,0.200555
24,25.167713,0.213291,0.258027,0.321634,-0.276324,-0.102866,-0.104452,-0.084814,0.065577,-0.017446,0.000010,0.017449,-0.065584
25,25.113122,0.264258,0.248221,0.288848,-0.054534,0.085658,0.038603,0.040623,0.115009,0.017289,0.000010,-0.017287,-0.115016
26,24.863391,-0.211134,0.112531,0.662414,-0.390998,-0.022788,-0.220388,-0.423994,-0.347756,-0.092507,0.000010,0.092509,0.347749
27,24.501312,0.120853,0.238915,0.612447,0.151669,-0.069798,-0.202927,0.137239,-0.181795,0.313868,0.000010,-0.313866,0.181788
28,25.572139,-0.179430,0.055722,0.592724,-0.189648,0.086479,-0.042147,-0.078704,-0.217929,-0.015597,0.000010,0.015599,0.217922
29,26.182514,0.041401,0.369144,0.969728,0.054263,0.067777,-0.362940,-0.187422,-0.055375,-0.095631,0.000011,0.095634,0.055368
30,25.355934,0.291505,0.527433,0.886028,0.218426,-0.259989,-0.525386,0.046377,-0.186854,-0.041777,0.000010,0.041779,0.186846
31,26.033906,0.182073,0.274328,0.539913,0.134871,0.042091,-0.276268,-0.152142,-0.135421,-0.042112,0.000011,0.042115,0.135413
32,25.714262,-0.245117,-0.016784,0.593731,0.111166,-0.020936,-0.418265,-0.201644,-0.258838,0.206852,0.000010,-0.206849,0.258831
33,26.019927,-0.163566,-0.038783,0.347450,-0.162841,0.003457,-0.085355,-0.079292,-0.244214,-0.098880,0.000011,0.098883,0.244207
34,25.455482,-0.109275,-0.021172,0.343023,-0.033424,-0.054413,-0.358788,-0.150440,-0.091225,-0.027451,0.000010,0.027453,0.091218
35,25.948638,-0.089762,0.141411,0.603739,-0.360374,-0.120259,-0.147055,0.092895,-0.012328,0.083301,0.000010,-0.083298,0.012321
36,25.884258,-0.561568,-0.269398,0.570290,-0.112882,-0.142577,-0.420831,0.030012,-0.256275,0.136053,0.000010,-0.136050,0.256268
37,25.840263,0.028278,0.241820,0.679682,-0.015951,0.032932,-0.203749,-0.153536,-0.195801,0.048071,0.000010,-0.048068,0.195794
38,24.889785,-0.215840,0.069974,0.735347,-0.121520,-0.088902,-0.284642,-0.005166,-0.167908,0.224496,0.000010,-0.224493,0.167901
39,25.256511,0.278032,0.578053,0.935414,-0.156268,0.018716,-0.168349,-0.220912,-0.040245,0.099165,0.000010,-0.099162,0.040238
40,25.775979,-0.159059,-0.169205,0.089074,0.127392,0.161483,0.007764,0.155623,0.015140,0.118305,0.000011,-0.118302,-0.015148
41,25.142265,-0.409839,-0.180379,0.490539,-0.001081,0.164567,-0.048546,0.041705,-0.201834,0.012693,0.000010,-0.012691,0.201827
42,24.850202,-0.429017,-0.025307,0.901021,-0.204697,0.119201,-0.061368,0.261243,-0.141754,0.018602,0.000010,-0.018600,0.141747
43,24.886432,-0.174474,-0.108524,0.123853,-0.322347,-0.597090,-0.519115,0.303332,0.060651,0.270919,0.000010,-0.270916,-0.060658
44,24.899890,0.012981,0.020600,0.159282,-0.258677,-0.215634,-0.137851,0.083871,-0.115603,0.040121,0.000010,-0.040118,0.115596
45,24.421497,0.118515,0.172960,0.429970,0.325447,0.159066,-0.070243,-0.013106,-0.317830,-0.217124,0.000010,0.217127,0.317823
46,24.874063,0.043210,0.179585,0.615215,0.297342,0.082257,-0.275397,0.083647,-0.140173,-0.059806,0.000010,0.059808,0.140166
