Block,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13
0,28.780487,-1.052751,-0.336383,-0.127873,-0.388721,0.157117,0.285594,0.084901,0.276700,0.117417,0.000013,-0.117414,-0.276708
1,24.257925,-0.140583,-0.184325,0.017143,0.111852,-0.049293,-0.193287,0.136744,-0.230171,-0.069559,0.000010,0.069562,0.230164
2,24.450096,-0.276138,-0.134992,0.274695,-0.398190,-0.181713,-0.187837,0.054581,0.027330,0.025227,0.000010,-0.025224,-0.027337
3,25.971849,-0.117548,-0.004484,0.350152,-0.236499,-0.243864,-0.374358,-0.034209,-0.067590,-0.022550,0.000011,0.022553,0.067582
4,23.970052,-0.161900,-0.131289,0.092313,-0.275126,-0.216203,-0.179754,0.063697,-0.111775,0.103657,0.000010,-0.103654,0.111769
5,25.321369,-0.185155,-0.017477,0.412323,-0.028097,0.106163,-0.176782,-0.372706,-0.340327,-0.193944,0.000011,0.193947,0.340320
6,26.290164,-0.186648,-0.176666,-0.018324,-0.333494,-0.034822,0.024650,0.009771,0.073163,-0.104776,0.000011,0.104779,-0.073170
7,25.424240,-0.208829,-0.128651,0.225999,-0.068387,-0.156688,-0.520304,-0.230150,-0.137019,-0.075130,0.000010,0.075132,0.137012
8,25.091911,-0.089169,0.066974,0.227553,-0.486244,0.191891,0.273836,-0.284132,-0.101707,0.024403,0.000011,-0.024401,0.101700
9,24.717731,-0.466168,-0.290954,0.196142,-0.309709,0.108586,0.030060,-0.012513,-0.240987,-0.157169,0.000010,0.157171,0.240980
10,25.414714,0.080362,0.275450,0.509908,-0.474810,-0.146204,-0.054743,-0.095293,-0.050379,0.077284,0.000010,-0.077282,0.050372
11,25.003929,-0.578732,-0.216879,0.621007,-0.426688,-0.111744,-0.264573,-0.003490,0.033247,0.258382,0.000010,-0.258380,-0.033254
12,25.059038,-0.559805,-0.317698,0.449038,-0.017416,0.074207,-0.310883,0.072546,-0.131408,-0.008286,0.000010,0.008289,0.131401
13,25.094675,-0.562917,-0.425502,0.101399,-0.202858,-0.079918,-0.317795,-0.218929,-0.233837,0.044932,0.000010,-0.044929,0.233830
14,24.995403,0.142623,0.040868,0.050161,0.080968,-0.304044,-0.400621,-0.074210,-0.380590,-0.044263,0.000010,0.044266,0.380583
15,25.290567,-0.544735,-0.291492,0.415656,0.210526,0.116648,-0.372945,-0.184725,-0.111125,0.298152,0.000010,-0.298149,0.111118
16,25.008825,0.010478,0.089824,0.395507,-0.011917,-0.084242,-0.313052,-0.023232,-0.131063,-0.168672,0.000010,0.168675,0.131056
17,24.979047,-0.423887,-0.253532,0.250517,-0.417948,-0.136361,-0.328416,-0.204238,-0.049363,0.033723,0.000010,-0.033721,0.049356
18,25.547220,-0.229820,-0.019319,0.478439,-0.269476,0.172728,0.087362,0.039145,-0.019205,0.051584,0.000011,-0.051581,0.019198
19,25.464122,0.026619,0.118640,0.324270,-0.380212,-0.226407,-0.133590,0.168824,0.028805,0.140223,0.000010,-0.140220,-0.028812
20,24.908271,-0.449720,-0.276204,0.186038,-0.542350,-0.425234,-0.224169,0.486219,0.025216,0.129464,0.000010,-0.129461,-0.025224
21,25.018516,-0.358361,-0.252766,0.152296,-0.357334,-0.171599,-0.211382,0.049384,-0.067862,0.171712,0.000010,-0.171710,0.067855
22,25.798944,0.107406,0.095854,0.109228,-0.361835,-0.406141,-0.232957,0.121892,-0.175592,0.020074,0.000010,-0.020071,0.175585
23,26.012977,-0.224500,0.015528,0.505150,-0.520585,-0.170540,-0.217519,-0.015237,-0.012313,-0.036930,0.000011,0.036933,0.012306
24,25.547468,-0.143267,0.076591,0.636791,0.077195,0.005600,-0.350989,-0.155689,-0.271925,-0.120591,0.000010,0.120594,0.271918
25,25.415597,0.098522,0.214623,0.487416,-0.185843,-0.051571,-0.173975,-0.115767,-0.092359,-0.101149,0.000010,0.101152,0.092352
26,25.031166,0.236119,0.323545,0.460167,-0.220695,-0.162229,-0.200040,0.006940,0.013890,0.005530,0.000010,-0.005528,-0.013897
27,25.764636,0.114279,0.287468,0.485469,-0.406044,0.007864,0.072577,-0.147653,-0.137431,0.016901,0.000011,-0.016898,0.137423
28,25.281135,0.036330,0.322478,0.853452,0.108085,-0.198108,-0.581802,-0.192225,-0.195506,0.186838,0.000010,-0.186835,0.195499
29,24.652196,0.226421,0.474357,0.942139,0.369294,-0.001467,-0.275140,-0.054638,-0.491077,0.130488,0.000010,-0.130485,0.491070
30,26.456007,-0.244854,-0.024205,0.524869,-0.231914,0.101384,-0.212897,-0.286300,0.011038,-0.132886,0.000011,0.132888,-0.011045
31,25.821842,-0.215153,-0.000792,0.546197,-0.079204,0.157335,-0.194035,-0.199059,0.022501,0.078189,0.000011,-0.078187,-0.022508
32,25.234394,-0.020215,0.168819,0.629977,-0.141973,0.052598,-0.209194,-0.136784,0.117601,-0.026595,0.000010,0.026597,-0.117608
33,25.138591,0.025230,0.274366,0.810735,0.123219,0.241672,-0.108800,-0.055655,-0.097875,-0.164311,0.000010,0.164313,0.097868
34,25.260400,0.053160,0.022456,0.164727,0.134466,-0.203662,-0.369039,0.140214,-0.251236,-0.201357,0.000010,0.201360,0.251229
35,25.356540,-0.007202,0.296998,0.685382,-0.553476,-0.297552,-0.091286,0.174063,-0.068587,0.059423,0.000010,-0.059420,0.068580
36,25.225770,-0.084277,-0.010711,0.276683,-0.196657,-0.149421,-0.191401,0.008047,-0.220472,0.015138,0.000010,-0.015136,0.220465
37,25.699592,0.123292,0.359219,0.816416,0.201028,0.142187,-0.182715,-0.067331,-0.279687,-0.300067,0.000010,0.300069,0.279679
38,25.013957,0.211251,0.340933,0.616413,-0.002809,-0.153605,-0.407254,-0.086903,-0.002062,0.005010,0.000010,-0.005008,0.002055
39,25.878868,-0.074322,0.134181,0.649393,-0.193596,-0.196996,-0.078922,0.445759,-0.178587,0.327809,0.000010,-0.327806,0.178580
40,26.011522,0.332448,0.425115,0.505523,-0.198117,-0.241320,-0.189769,-0.026697,-0.257948,-0.018123,0.000010,0.018126,0.257941
41,24.782400,0.276157,0.563830,0.839006,-0.232104,-0.118195,-0.218277,-0.142697,0.004789,0.164592,0.000010,-0.164590,-0.004795
42,24.065103,-0.011947,-0.106910,-0.104196,-0.226542,-0.233851,-0.230946,0.061862,0.079748,0.161648,0.000010,-0.161646,-0.079755
43,25.108795,0.076998,0.510295,1.186457,0.024824,0.189455,-0.211682,-0.302009,-0.139828,-0.036807,0.000010,0.036810,0.139821
44,24.437377,-0.054451,-0.079400,0.149979,0.255454,0.037656,-0.174891,0.206632,0.021277,0.225371,0.000010,-0.225368,-0.021284
45,25.941921,-0.461670,-0.126488,0.663631,-0.065690,0.328760,-0.020452,-0.124559,-0.098507,0.194860,0.000011,-0.194858,0.098500
46,24.935764,-0.026255,0.198853,0.646535,-0.231385,-0.143858,-0.217233,0.046406,-0.208135,-0.138713,0.000010,0.138715,0.208128
47,25.397695,-0.361527,-0.130371,0.515252,0.254861,0.371832,-0.033392,-0.089904,-0.176424,0.096357,0.000010,-0.096355,0.176416
48,24.220920,-0.326311,-0.311855,-0.101023,-0.266020,-0.184878,-0.048581,0.191654,-0.305322,-0.214524,0.000010,0.214527,0.305315
49,25.036262,-0.572697,-0.459784,0.067239,0.073297,0.159431,-0.162848,0.067114,0.037393,-0.039718,0.000010,0.039720,-0.037400
