Block,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13
0,29.669841,-0.650564,-0.091627,0.208404,-0.034213,0.168900,0.146453,0.071144,0.053134,-0.042021,0.000013,0.042024,-0.053142
1,29.091815,-0.788672,-0.799915,-0.402514,0.596028,0.126203,-0.251606,0.317061,-0.418630,-0.066239,0.000012,0.066243,0.418621
2,30.904151,-1.341803,-1.355703,-1.054689,0.739785,0.359427,0.049213,0.593668,-0.129808,0.042834,0.000013,-0.042831,0.129799
3,25.892784,-1.242733,-1.205010,-0.748528,0.480700,0.041781,-0.342343,0.392156,-0.438422,-0.174775,0.000011,0.174778,0.438414
4,26.019184,-0.144438,-0.450170,-0.639361,0.360787,-0.148143,-0.280442,0.220581,-0.254822,0.144806,0.000010,-0.144803,0.254815
5,23.419212,0.283039,0.150023,0.062426,0.348487,0.021934,-0.240051,-0.015224,0.004611,0.133200,0.000009,-0.133197,-0.004617
6,22.977436,-0.278501,-0.358624,-0.167428,0.452954,0.151903,-0.173878,0.182825,0.034272,0.171169,0.000009,-0.171166,-0.034279
7,25.182647,-0.479782,-0.902987,-1.276674,0.351992,-0.113958,-0.090429,0.376315,-0.176797,0.236417,0.000010,-0.236414,0.176789
8,24.066431,-0.348144,-0.625867,-0.762268,0.593719,0.063921,-0.230730,0.358185,-0.158139,0.046451,0.000010,-0.046448,0.158132
9,25.988325,-0.422137,-0.662873,-0.831669,0.733205,0.163720,-0.297787,0.171451,-0.021046,0.278011,0.000011,-0.278008,0.021038
10,24.026838,-0.304427,-0.494667,-0.657391,0.499485,0.035582,-0.468867,-0.114603,0.093101,0.297059,0.000010,-0.297056,-0.093108
11,25.148965,-0.300274,-0.407239,-0.370774,0.318612,0.319463,-0.068389,-0.057302,0.099317,-0.025842,0.000011,0.025845,-0.099324
12,26.783752,-0.282690,-0.788453,-1.466855,0.644830,-0.065522,-0.353725,0.286914,-0.043850,0.116246,0.000011,-0.116242,0.043842
13,25.284645,-0.096059,-0.377522,-0.688750,0.738333,0.059567,-0.495538,-0.008722,0.002339,0.181913,0.000010,-0.181910,-0.002347
14,24.091827,-0.505347,-0.668554,-0.763833,0.619987,0.206362,-0.368393,0.092899,0.199913,0.116991,0.000010,-0.116988,-0.199920
15,25.129274,-0.011936,-0.265844,-0.482467,0.770633,0.078631,-0.341144,0.053796,-0.012251,0.408872,0.000010,-0.408869,0.012244
16,24.028036,-0.421592,-0.538965,-0.432342,0.113607,-0.204411,-0.446889,0.159815,0.143931,0.232476,0.000010,-0.232473,-0.143938
17,23.268127,0.137864,-0.023207,-0.141283,0.503578,0.032131,-0.451606,-0.036708,0.138109,0.235280,0.000009,-0.235278,-0.138115
18,23.468990,-0.206769,-0.330928,-0.208178,0.484488,-0.090583,-0.376351,0.498787,0.042887,0.163697,0.000009,-0.163695,-0.042894
19,23.252260,0.420070,0.288333,0.155134,0.247971,-0.051675,-0.090912,0.200511,-0.154852,-0.089795,0.000009,0.089797,0.154845
20,23.915990,-0.354458,-0.610764,-0.685601,0.370963,-0.193894,-0.432200,0.245679,-0.170251,0.184429,0.000010,-0.184426,0.170245
21,23.792751,0.155270,0.118193,0.200203,0.298376,-0.003271,-0.288348,-0.208700,-0.170276,0.308503,0.000009,-0.308500,0.170270
22,22.287452,0.201199,0.073330,0.031429,0.092717,-0.298085,-0.290647,0.260518,-0.040366,0.226608,0.000009,-0.226606,0.040360
23,24.621118,-0.250765,-0.324899,-0.171209,0.455740,0.304415,0.027661,0.088867,-0.195683,-0.037755,0.000010,0.037758,0.195676
24,23.839969,-0.167640,-0.386931,-0.439648,0.556580,0.022225,-0.271603,0.023500,-0.272294,0.357599,0.000010,-0.357596,0.272288
