Block,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13
0,28.041973,-1.459035,-0.529751,-0.315848,-0.445477,0.403220,0.587723,0.298620,0.379397,0.187527,0.000013,-0.187524,-0.379405
1,15.929981,0.029878,-0.052544,-0.156938,-0.191319,0.003725,-0.067454,-0.410745,-0.257862,-0.213584,0.000007,0.213585,0.257858
2,15.747097,-0.886120,-0.725472,-0.156201,-0.496141,-0.073558,-0.013582,0.198671,0.014235,-0.056111,0.000007,0.056113,-0.014239
3,15.390025,-0.660828,-0.458391,0.173383,-0.383605,-0.044866,-0.085639,0.024236,0.015617,0.109125,0.000006,-0.109124,-0.015622
4,15.110223,-0.335199,-0.375258,-0.243191,-0.226324,0.007620,-0.016783,-0.115573,-0.034767,0.081227,0.000006,-0.081226,0.034763
5,16.251819,-0.475397,-0.302875,0.170793,-0.337577,0.146973,0.232482,0.240554,0.082450,-0.053683,0.000007,0.053685,-0.082455
6,16.193668,-0.778666,-0.464166,0.313233,-0.379460,0.213838,0.088906,0.052711,-0.084975,-0.204768,0.000007,0.204769,0.084970
7,16.311716,-0.740530,-0.474334,0.257362,-0.479654,0.024606,-0.172974,-0.121923,-0.000996,-0.083645,0.000007,0.083646,0.000992
8,15.649247,-0.742629,-0.572002,0.087930,-0.083863,0.047028,-0.177880,0.074743,-0.056569,0.083278,0.000007,-0.083276,0.056565
9,15.113949,-0.125455,0.023867,0.292245,-0.538596,-0.146281,-0.015074,0.038046,0.019866,0.028035,0.000006,-0.028034,-0.019870
10,15.773715,-0.321256,-0.173587,0.348841,0.010893,0.214662,0.100591,0.203893,-0.173826,0.013503,0.000006,-0.013501,0.173821
11,16.020971,-0.760885,-0.467490,0.309892,-0.381732,0.204737,0.067224,-0.004649,0.141411,0.051786,0.000007,-0.051785,-0.141415
12,18.209966,-1.041583,-0.811093,-0.215328,-0.466474,0.301503,0.231623,-0.125797,0.116186,-0.094841,0.000008,0.094842,-0.116192
13,22.179925,-0.901991,-0.595028,0.264321,-0.294469,-0.152804,-0.345744,0.297477,-0.149203,-0.228347,0.000009,0.228349,0.149196
14,17.374551,-0.526629,-0.411283,0.025250,-0.409741,-0.249261,-0.278242,0.147709,0.112188,0.052795,0.000007,-0.052793,-0.112193
15,15.736275,-0.041117,-0.066800,0.083536,-0.050916,-0.087536,-0.077853,0.143408,-0.108766,0.013917,0.000006,-0.013916,0.108761
16,15.278184,-0.290184,-0.222665,-0.020846,-0.325631,0.183971,0.169276,-0.050512,0.063114,-0.191735,0.000007,0.191736,-0.063119
17,14.662103,0.299954,0.083805,-0.104747,0.252895,0.041126,-0.000170,0.189304,0.022590,0.055386,0.000006,-0.055384,-0.022594
18,16.118793,-0.740562,-0.639187,-0.188401,-0.495182,-0.183517,-0.160415,0.214886,0.219570,0.057008,0.000007,-0.057006,-0.219575
19,15.478053,-0.457862,-0.326923,0.190562,-0.030306,0.157740,0.088908,0.474868,0.157486,0.029386,0.000006,-0.029384,-0.157491
20,16.851469,-0.873404,-0.596689,0.121199,-0.287602,0.304620,0.209418,0.055474,-0.040510,-0.113411,0.000007,0.113412,0.040505
21,17.923259,-0.761354,-0.428563,0.325770,-0.201480,0.291916,0.263785,0.081293,-0.402992,0.017657,0.000008,-0.017655,0.402987
22,19.762697,-0.833467,-0.496744,-0.092661,-0.536377,0.204014,0.333583,-0.396255,-0.697968,0.011775,0.000009,-0.011773,0.697962
23,16.227312,-0.141068,-0.119848,0.064645,-0.044429,0.195775,0.017339,-0.297050,-0.131341,-0.133771,0.000007,0.133772,0.131337
24,15.789896,-0.481116,-0.234304,0.460358,-0.182742,-0.041849,-0.230248,0.046412,-0.053963,0.007350,0.000006,-0.007349,0.053958
25,15.425079,-0.463798,-0.187333,0.537099,-0.159361,0.085238,-0.077837,0.029414,-0.179957,0.075436,0.000006,-0.075434,0.179953
26,16.130743,-0.483792,-0.442593,0.020394,0.141277,-0.051038,-0.274162,0.235266,-0.135156,0.059874,0.000006,-0.059872,0.135152
27,15.785139,-0.540578,-0.418687,0.140738,-0.046508,-0.167585,-0.439352,0.081889,-0.030487,0.048324,0.000006,-0.048322,0.030482
28,16.574102,-0.413495,-0.212166,0.339997,-0.210163,0.064761,-0.141607,-0.066748,0.267503,0.289906,0.000007,-0.289905,-0.267507
29,16.195152,-0.651581,-0.422742,0.262593,-0.111675,0.238508,-0.023208,0.028182,0.108265,0.109887,0.000007,-0.109885,-0.108270
30,15.187578,-0.584237,-0.435821,0.153282,0.018266,0.082603,-0.076581,0.415260,-0.074538,-0.092836,0.000006,0.092838,0.074533
31,16.041112,-0.106054,-0.232207,-0.186301,0.066595,-0.213635,-0.303116,0.186443,-0.230190,-0.073338,0.000006,0.073340,0.230185
32,13.605564,-0.787408,-0.545403,0.233785,-0.112915,0.109117,-0.188052,0.043449,-0.239496,-0.157510,0.000006,0.157511,0.239492
33,17.922206,-0.614721,-0.505861,-0.131289,-0.198600,0.152213,0.139845,0.262874,-0.010500,-0.187974,0.000008,0.187976,0.010494
34,19.844474,-0.819790,-0.541558,0.090148,-0.103379,0.530111,0.504522,0.089255,-0.014911,0.194285,0.000009,-0.194283,0.014905
35,16.090625,-0.387276,-0.256168,0.261919,0.118901,0.167249,0.005776,0.226760,-0.130454,0.064506,0.000007,-0.064505,0.130450
36,16.403173,-0.647917,-0.396258,0.367008,-0.162332,-0.025805,-0.166954,0.251180,0.005644,0.088358,0.000007,-0.088356,-0.005649
37,15.307797,-0.530578,-0.425371,-0.026945,-0.453668,-0.151778,-0.093912,0.196800,0.073051,0.048394,0.000006,-0.048393,-0.073055
38,17.267522,-0.597243,-0.614025,-0.469620,-0.546778,-0.096169,0.051281,0.067187,0.204118,0.006119,0.000007,-0.006117,-0.204123
39,17.375598,-0.952248,-0.869377,-0.481221,-0.538582,-0.199028,-0.387831,-0.137929,0.388816,0.188903,0.000008,-0.188901,-0.388821
40,16.093820,-0.672995,-0.530768,0.016388,-0.296093,0.018450,-0.091776,0.033908,0.044872,0.087054,0.000007,-0.087052,-0.044877
41,15.160068,-0.881440,-0.487680,0.418292,-0.267250,0.452260,0.250516,-0.012885,0.072470,-0.035572,0.000007,0.035573,-0.072475
42,15.406126,-1.155345,-0.807774,0.172304,-0.111681,0.170700,-0.086796,0.098763,-0.240145,-0.123463,0.000007,0.123464,0.240141
43,19.032634,-1.028113,-0.643490,0.101284,-0.671148,0.089163,0.269775,0.105482,-0.376699,0.018830,0.000008,-0.018828,0.376694
44,18.691993,-0.262592,-0.058240,0.146255,-0.484006,0.158942,0.318451,-0.295586,-0.387120,-0.083311,0.000008,0.083313,0.387115
45,16.600870,-0.340512,-0.340347,-0.088687,-0.171023,-0.010048,0.078393,0.349827,0.055894,0.040303,0.000007,-0.040301,-0.055899
46,26.570484,0.271648,-0.098053,-0.638472,0.061523,-0.284465,-0.363794,-0.209193,-0.129148,0.150613,0.000011,-0.150610,0.129141
47,27.672803,0.276828,0.118148,-0.106183,-0.098211,-0.088699,-0.043686,0.038255,0.033464,0.121532,0.000011,-0.121528,-0.033472
48,25.040805,0.417323,0.013738,-0.577416,0.197871,-0.135389,-0.213490,0.052755,0.032928,-0.106421,0.000010,0.106424,-0.032935
49,24.631504,-0.033719,-0.074218,0.055470,0.071585,-0.152088,-0.416937,-0.065730,0.083885,0.181312,0.000010,-0.181310,-0.083892
