Block,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13
0,28.892635,-0.934506,-0.227837,-0.114439,-0.362680,0.203482,0.199555,-0.023205,0.123343,-0.029321,0.000013,0.029323,-0.123351
1,24.693424,0.294711,0.304254,0.275515,-0.237653,-0.261679,-0.252921,-0.230382,-0.204915,-0.123479,0.000010,0.123482,0.204909
2,25.115619,-0.032352,-0.052711,0.088027,0.009464,0.024898,-0.074593,-0.078046,-0.345514,-0.037611,0.000010,0.037614,0.345507
3,25.991489,0.154618,-0.066247,-0.356242,0.023377,-0.152994,-0.112782,0.082244,-0.402880,-0.255094,0.000011,0.255097,0.402872
4,25.373298,-0.007999,-0.100509,-0.154696,-0.184898,0.144414,0.076538,-0.175789,0.091711,-0.037797,0.000011,0.037800,-0.091718
5,26.588756,0.166939,0.151592,0.156780,-0.135764,-0.046390,-0.088761,-0.152822,-0.275342,-0.121805,0.000011,0.121808,0.275335
6,25.144412,0.336905,0.171219,-0.051252,-0.041887,-0.179421,-0.201461,-0.213296,-0.163764,0.058296,0.000010,-0.058294,0.163758
7,25.391632,0.226570,0.160413,0.204141,0.172452,-0.070716,-0.255883,-0.155466,-0.273021,0.113619,0.000010,-0.113617,0.273014
8,25.147884,0.346724,0.282718,0.208845,-0.038414,-0.095529,-0.173931,-0.190865,-0.249187,-0.154989,0.000010,0.154992,0.249180
9,25.165882,0.354183,0.306359,0.199102,-0.125681,-0.249424,-0.253776,-0.180532,-0.056735,0.266855,0.000010,-0.266852,0.056728
10,26.897903,0.101083,-0.241079,-0.714955,0.032548,0.007306,0.130104,0.085385,0.007293,0.164245,0.000011,-0.164242,-0.007300
11,26.078554,0.207022,0.028999,-0.274180,-0.038299,0.199137,0.079480,-0.319099,0.061735,0.026900,0.000011,-0.026897,-0.061742
12,25.515943,0.214913,0.084833,-0.099701,-0.224765,-0.156534,-0.108782,-0.078792,-0.102779,-0.137714,0.000010,0.137716,0.102772
13,25.351810,0.294067,0.204062,0.006698,-0.234410,-0.139886,-0.225605,-0.449131,-0.167233,-0.114962,0.000011,0.114965,0.167226
14,25.584857,0.159275,0.057743,0.018589,0.003450,-0.154564,-0.306240,-0.216813,-0.244248,0.059404,0.000010,-0.059401,0.244241
15,26.288719,-0.134605,-0.386609,-0.581203,0.199424,-0.140733,-0.490591,-0.085169,-0.030559,-0.066535,0.000011,0.066538,0.030551
16,25.920759,0.191642,0.221617,0.375499,0.039745,-0.280638,-0.427545,0.025791,-0.167003,-0.109112,0.000010,0.109115,0.166995
17,24.769170,0.064821,0.002154,-0.100317,-0.279531,0.131483,0.210300,-0.133011,0.147089,0.128415,0.000010,-0.128413,-0.147096
18,25.165557,0.664626,0.595959,0.205211,-0.175158,0.137402,0.241067,-0.405996,-0.024722,-0.094428,0.000011,0.094430,0.024716
19,25.186920,-0.006796,-0.182445,-0.459792,-0.407856,-0.109566,0.167925,0.041346,0.261923,0.126462,0.000011,-0.126459,-0.261930
20,25.481578,0.392071,0.419980,0.368550,-0.239922,-0.213629,-0.176018,-0.160986,-0.125532,-0.054437,0.000010,0.054440,0.125525
21,25.180906,0.285282,0.144442,-0.055080,0.025427,0.100385,0.107862,-0.161967,-0.177420,-0.075286,0.000010,0.075289,0.177413
22,25.573421,0.194342,0.077673,0.022947,0.002571,-0.193470,-0.285952,0.067557,-0.052651,-0.088807,0.000010,0.088809,0.052644
23,26.104293,0.013910,-0.139649,-0.256321,0.042694,0.090854,-0.087768,-0.151643,-0.043002,-0.069203,0.000011,0.069206,0.042995
24,24.327981,-0.021296,-0.172216,-0.205127,-0.026818,-0.078944,-0.132643,-0.007685,-0.180214,-0.020135,0.000010,0.020137,0.180208
