Block,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13
0,28.735055,-1.049350,-0.279833,-0.175983,-0.411466,0.282774,0.308598,0.078421,0.211255,0.068729,0.000013,-0.068726,-0.211263
1,24.476303,-0.413547,-0.437471,-0.223251,-0.285578,-0.149987,-0.153231,0.075796,0.117041,0.244720,0.000010,-0.244717,-0.117047
2,24.883422,-0.328850,-0.162410,0.405179,0.200502,-0.021365,-0.441114,-0.098210,-0.150048,0.127014,0.000010,-0.127011,0.150041
3,24.872165,-0.248173,-0.228426,0.078022,-0.008502,-0.077782,-0.320592,-0.031571,-0.081787,0.137584,0.000010,-0.137582,0.081780
4,25.251262,0.122211,0.052832,0.022869,-0.282756,-0.505757,-0.395304,0.031636,-0.271192,0.145926,0.000010,-0.145923,0.271186
5,24.821813,0.338451,0.185309,-0.226545,-0.325990,-0.177273,0.146485,-0.137257,-0.228559,0.184298,0.000010,-0.184296,0.228552
6,25.262859,-0.197265,-0.122593,0.258864,0.256051,0.147730,-0.102499,-0.190773,-0.548660,0.053446,0.000010,-0.053444,0.548653
7,24.762454,-0.834336,-0.549086,0.264024,0.289831,0.355104,-0.185495,-0.147671,-0.295385,-0.299742,0.000011,0.299744,0.295378
8,24.902156,-0.210035,-0.189651,0.065156,-0.014559,0.237380,0.140672,0.118294,0.099421,0.126122,0.000010,-0.126119,-0.099428
9,24.810722,0.205683,0.000250,-0.398756,-0.149900,0.038596,0.264160,0.072766,-0.061648,-0.068202,0.000010,0.068204,0.061641
10,25.418243,0.118764,0.055850,0.163101,0.191941,0.108978,-0.011268,0.147370,-0.025684,0.214199,0.000010,-0.214196,0.025677
11,25.458925,0.162878,0.065878,0.026512,0.005400,0.052100,-0.149253,-0.003488,0.134411,-0.205969,0.000011,0.205971,-0.134418
12,25.222404,0.053329,0.151404,0.294363,-0.186636,0.272479,0.240910,-0.202923,-0.052144,0.080561,0.000011,-0.080558,0.052138
13,25.589536,0.175738,0.227989,0.358483,-0.022328,0.121851,0.100431,0.055251,-0.342240,-0.133460,0.000010,0.133464,0.342233
14,27.593050,-0.467670,-0.412305,-0.072886,-0.059005,0.159413,0.007809,-0.156685,-0.090770,0.237652,0.000012,-0.237649,0.090762
15,26.772357,-0.412346,-0.125224,0.598220,0.191327,0.088169,-0.421640,-0.267027,-0.187714,0.257259,0.000011,-0.257256,0.187706
16,25.381458,0.454531,0.444596,0.338955,-0.068947,0.047701,0.057951,-0.211331,-0.129174,0.017836,0.000010,-0.017833,0.129167
