Block,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13
0,30.474590,-1.014261,-0.207865,-0.814718,-0.434030,0.322483,0.289704,-0.010773,0.275523,0.155430,0.000014,-0.155427,-0.275531
1,28.870477,-0.492796,-0.536853,-0.630092,-0.332161,0.223438,0.107214,-0.618278,-0.005967,0.063910,0.000013,-0.063908,0.005960
2,28.849349,-0.366238,-0.571940,-0.874516,-0.541647,-0.173008,-0.001026,-0.255108,0.060155,-0.058545,0.000012,0.058547,-0.060163
3,29.376380,-0.277789,-0.325252,-0.497197,-0.521814,0.056860,0.479241,0.272830,0.270210,-0.034875,0.000013,0.034878,-0.270218
4,28.818695,-0.688453,-0.657642,-0.458901,-0.330186,0.239621,0.334755,0.014793,0.122919,0.176576,0.000012,-0.176573,-0.122926
5,28.993057,-0.229497,-0.347160,-0.417049,0.022312,0.251408,0.171616,-0.163676,-0.060822,-0.047451,0.000012,0.047454,0.060814
6,29.431806,0.048044,-0.295302,-0.897154,-0.335525,-0.224780,0.089191,0.030202,0.054313,0.224188,0.000012,-0.224185,-0.054321
7,28.360763,-0.918214,-0.767425,-0.225717,-0.278472,0.075239,-0.070245,-0.172698,-0.162344,0.082008,0.000012,-0.082005,0.162336
8,29.225088,-0.658185,-0.643332,-0.666805,-0.605673,0.171389,0.514307,0.087395,0.290685,0.157043,0.000013,-0.157040,-0.290693
9,29.357336,-0.248201,-0.374438,-0.422530,-0.029399,0.107849,0.062785,0.059321,0.295285,0.386806,0.000012,-0.386803,-0.295293
10,29.197637,-0.529268,-0.490212,-0.367770,-0.412579,0.236665,0.383345,0.041439,0.122942,-0.041011,0.000013,0.041014,-0.122951
11,29.764631,-0.402712,-0.482743,-0.486924,-0.061218,0.240041,0.170093,-0.183978,-0.067658,0.061499,0.000013,-0.061496,0.067649
12,29.006959,-0.063119,-0.047392,-0.048220,-0.331544,0.221923,0.197499,-0.333286,0.037111,-0.083734,0.000012,0.083737,-0.037119
13,29.302320,-0.326475,-0.222906,0.068183,-0.378603,0.059250,0.019114,-0.008506,0.459767,0.380552,0.000012,-0.380549,-0.459775
14,29.857019,-0.324505,-0.353948,-0.293507,-0.242084,0.206347,0.196433,-0.174995,0.090342,0.068779,0.000013,-0.068776,-0.090350
15,31.064949,-1.463071,-0.853284,0.460439,-0.623608,0.151533,-0.075730,-0.092281,-0.041872,0.378305,0.000013,-0.378302,0.041863
16,30.163883,-0.952115,-0.546033,0.383942,-0.673036,-0.052309,-0.179712,-0.122203,0.029128,0.186605,0.000013,-0.186601,-0.029137
17,29.654735,-1.080064,-0.899173,-0.564460,-0.978899,0.039521,0.165150,-0.383302,0.166276,0.074961,0.000013,-0.074958,-0.166284
18,30.568780,-0.804039,-0.632823,-0.371945,-1.115349,-0.195484,0.063618,-0.229807,0.176637,0.067577,0.000013,-0.067574,-0.176646
19,30.616720,-0.906968,-0.806341,-0.603875,-0.874213,0.099487,0.237303,-0.345919,0.246506,-0.093244,0.000014,0.093246,-0.246514
20,30.501081,-0.373946,-0.368556,-0.249737,-0.500528,-0.049825,-0.203303,-0.377118,0.268636,0.096927,0.000013,-0.096925,-0.268644
21,30.670021,-0.294027,-0.347681,-0.525377,-0.521830,0.152486,0.291334,-0.346256,0.147932,0.156302,0.000013,-0.156299,-0.147940
22,29.756511,-0.473175,-0.368200,-0.154093,-0.675847,-0.010195,0.160538,-0.079589,0.017942,0.144103,0.000013,-0.144100,-0.017950
23,31.050743,-0.773312,-0.620138,-0.016462,-0.229022,0.066049,0.104173,0.291992,-0.157685,0.230720,0.000013,-0.230717,0.157676
24,30.676399,-1.162055,-0.874396,-0.101462,-0.288337,0.317288,0.072029,-0.105833,0.011408,0.193685,0.000013,-0.193682,-0.011416
25,27.875404,-0.970028,-0.697595,0.004871,-0.653276,0.061175,0.099675,0.257223,0.253472,-0.021000,0.000012,0.021002,-0.253480
26,29.353107,-0.471068,-0.342299,-0.032882,-0.521411,0.124585,0.086750,-0.229200,0.154099,0.143312,0.000012,-0.143310,-0.154107
27,30.362459,-1.317666,-0.784988,0.398093,-0.817804,0.173828,0.080508,0.057672,0.198621,0.223383,0.000013,-0.223381,-0.198629
28,29.065193,-0.892574,-0.530051,0.325592,-0.523209,-0.041302,-0.169918,-0.192019,-0.294640,-0.024036,0.000012,0.024039,0.294632
29,29.259717,-0.694649,-0.557220,-0.071000,-0.373828,0.133065,0.021640,0.003670,0.276907,0.177247,0.000012,-0.177245,-0.276915
30,31.152793,-1.640418,-1.009175,0.214325,-0.520211,0.545897,0.258154,-0.196755,0.424619,0.491678,0.000014,-0.491675,-0.424627
31,30.040513,-1.096543,-0.775030,-0.068558,-0.182226,0.565643,0.227997,-0.361672,0.127221,0.094975,0.000013,-0.094972,-0.127229
32,28.670970,-0.707626,-0.548766,-0.311204,-0.797493,0.133242,0.313799,-0.272252,0.216656,0.268774,0.000012,-0.268771,-0.216663
33,29.484201,-1.052335,-0.909370,-0.437339,-0.691372,-0.001806,-0.033585,-0.179779,0.305020,0.115397,0.000013,-0.115394,-0.305028
34,29.805358,-0.438277,-0.422737,-0.344712,-0.712795,-0.203982,-0.111521,-0.345608,0.114763,0.181847,0.000013,-0.181844,-0.114771
35,28.829927,-0.143949,0.040456,0.341384,-0.628806,-0.273055,-0.183142,-0.182960,-0.136348,0.045730,0.000012,-0.045727,0.136340
36,29.074890,0.067246,0.026865,-0.007441,-0.036855,0.166854,0.052591,-0.390843,-0.125060,0.123649,0.000012,-0.123645,0.125052
37,29.355207,-0.207967,-0.229887,-0.100507,-0.244636,-0.034894,-0.194168,-0.238802,0.041856,0.066059,0.000012,-0.066056,-0.041864
38,29.654916,-0.437740,-0.432880,-0.206517,-0.095510,-0.150018,-0.419109,-0.111657,0.247042,0.370839,0.000012,-0.370836,-0.247050
39,29.194658,-0.198125,-0.297352,-0.373862,-0.377645,-0.229777,-0.158445,-0.318362,-0.234463,0.133145,0.000012,-0.133142,0.234455
40,29.993103,-0.824328,-0.809468,-0.678043,-0.843458,-0.201337,-0.069031,-0.291894,0.328962,0.167946,0.000013,-0.167943,-0.328970
41,29.444082,-0.566761,-0.536995,-0.373820,-0.489475,0.063505,0.010515,-0.370139,-0.006020,0.033493,0.000013,-0.033490,0.006013
42,29.499015,-0.271307,-0.443630,-0.825710,-0.203147,0.287496,0.396924,-0.269315,0.031035,-0.073989,0.000013,0.073992,-0.031043
43,29.218166,-0.884266,-0.683938,-0.070711,-0.175021,0.310786,0.110178,-0.078902,-0.044165,-0.103664,0.000013,0.103667,0.044156
44,29.989440,-0.726239,-0.636207,-0.360488,-0.171381,0.478446,0.222856,-0.347894,0.252340,-0.032339,0.000013,0.032342,-0.252349
45,30.546033,-0.481397,-0.424423,-0.300440,-0.363044,0.255849,0.298633,-0.274621,0.032240,0.239209,0.000013,-0.239206,-0.032248
46,29.440832,-0.860839,-0.547291,0.203660,-0.683371,-0.007867,0.076616,0.211754,0.199994,0.237095,0.000012,-0.237092,-0.200002
47,31.331439,-1.129271,-0.878661,-0.278928,-0.654161,0.009189,-0.057453,-0.271847,0.134091,0.387224,0.000013,-0.387221,-0.134099
48,31.095048,-0.821215,-0.607285,0.018772,-0.583045,-0.081100,-0.061619,0.065872,0.138699,0.254595,0.000013,-0.254592,-0.138708
49,31.374435,-0.382504,-0.408072,-0.290801,-0.230873,0.016241,-0.000713,-0.236817,-0.274550,0.022644,0.000013,-0.022641,0.274542
