Block,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13
0,30.605777,-0.982893,-0.556348,-0.365376,-0.512938,0.253157,0.223895,-0.077609,-0.035152,-0.002651,0.000013,0.002654,0.035144
1,30.226499,-1.219055,-0.786743,0.220710,-0.844053,-0.129996,-0.089089,0.119299,0.013977,0.268160,0.000013,-0.268157,-0.013985
2,30.243480,-1.053554,-0.740584,0.031901,-0.567817,0.118814,-0.047084,-0.284123,-0.221796,-0.061472,0.000013,0.061475,0.221788
3,31.112001,-0.455618,-0.495348,-0.553260,-0.793776,-0.355823,0.045831,0.100099,0.083157,0.115702,0.000013,-0.115699,-0.083166
4,29.922542,-0.365481,-0.336840,-0.048565,-0.224219,-0.146636,0.108362,0.614994,0.137502,0.257392,0.000012,-0.257389,-0.137511
5,30.106386,-0.846167,-0.639219,-0.015393,-0.154513,0.261237,0.055520,-0.050591,0.160343,0.327055,0.000013,-0.327052,-0.160351
6,31.113616,-0.255540,-0.348942,-0.313550,-0.250300,-0.097393,0.042427,0.174036,0.003294,0.279017,0.000013,-0.279014,-0.003303
7,30.020193,-0.403975,-0.272623,0.112218,-0.316509,0.202638,0.259785,0.181115,0.099833,-0.076888,0.000013,0.076890,-0.099841
8,30.761550,-0.631673,-0.585818,-0.270816,-0.240008,0.158758,0.001976,-0.036098,0.198229,0.178122,0.000013,-0.178119,-0.198238
9,29.898960,-0.551683,-0.318345,0.282676,-0.598261,-0.187960,-0.103722,0.107158,-0.212010,0.092675,0.000012,-0.092671,0.212002
10,30.424268,-0.545115,-0.353536,0.097842,-0.518395,0.146841,0.081862,-0.268885,-0.132436,-0.090160,0.000013,0.090163,0.132428
11,29.865268,-0.203724,-0.121728,0.097502,-0.137596,0.260655,0.141322,-0.223572,-0.125254,-0.079880,0.000013,0.079882,0.125246
12,29.855281,-0.105138,-0.168117,-0.091812,-0.098141,0.017933,-0.074257,-0.041114,0.062627,0.063427,0.000012,-0.063424,-0.062636
13,30.967613,0.182075,0.078541,-0.382458,-0.662281,-0.074434,0.275342,-0.232124,0.129525,-0.039635,0.000013,0.039638,-0.129534
14,30.126014,-0.572012,-0.634473,-0.591258,-0.657755,-0.247799,-0.150412,-0.178775,0.070487,0.041442,0.000013,-0.041439,-0.070495
15,29.802364,-1.094342,-0.991599,-0.638437,-0.456107,0.208353,0.182940,-0.150058,0.091399,0.145640,0.000013,-0.145637,-0.091407
16,31.156101,-0.495235,-0.425482,-0.238304,-0.634505,0.020027,0.043444,-0.378555,0.040176,0.012015,0.000013,-0.012012,-0.040184
17,30.475837,-0.393542,-0.548692,-0.607674,-0.250078,-0.115059,-0.113793,-0.092912,-0.049026,0.075706,0.000013,-0.075703,0.049018
18,30.096349,-0.438629,-0.475391,-0.335952,-0.093725,0.140658,-0.120412,-0.136608,0.195866,0.143454,0.000013,-0.143451,-0.195874
19,30.344465,-0.557537,-0.370595,-0.082556,-0.713915,0.170276,0.394459,-0.000930,0.230985,0.226229,0.000013,-0.226226,-0.230994
20,30.856101,-0.296700,-0.328314,-0.307924,-0.527088,-0.144671,0.022937,-0.043742,0.130543,0.138195,0.000013,-0.138193,-0.130552
21,30.302148,-0.539935,-0.483225,-0.198359,-0.388296,-0.041256,0.084378,0.058220,-0.191275,0.140925,0.000013,-0.140922,0.191266
22,30.749338,-0.928178,-0.723200,-0.184994,-0.804299,-0.218191,-0.040660,0.096754,-0.163438,-0.010079,0.000013,0.010083,0.163429
23,29.784734,-0.409479,-0.343839,-0.146853,-0.705936,-0.099081,-0.044088,-0.291873,0.070406,-0.135839,0.000013,0.135842,-0.070415
24,30.435600,-0.702845,-0.492036,0.027464,-0.754931,-0.176208,-0.259086,-0.308450,0.101752,0.144589,0.000013,-0.144586,-0.101760
25,30.342624,-0.483811,-0.394922,-0.008024,-0.425663,-0.120556,-0.171720,-0.025914,-0.072576,0.048321,0.000013,-0.048318,0.072567
26,30.519287,-0.010756,-0.117728,-0.220036,-0.288357,0.028660,-0.105566,-0.221581,0.330619,-0.094358,0.000013,0.094361,-0.330627
27,30.386850,-0.234770,-0.285805,-0.306759,-0.637054,-0.625339,-0.455471,-0.024773,0.011913,0.239582,0.000012,-0.239578,-0.011921
28,30.290988,-0.389013,-0.195919,0.212859,-0.376016,0.219109,0.303724,0.160148,-0.006245,-0.094086,0.000013,0.094089,0.006237
