Block,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13
0,30.993804,-0.784672,0.202583,-0.015247,-0.381419,0.110387,0.085168,-0.391665,-0.025664,0.146174,0.000014,-0.146171,0.025656
1,30.035961,-0.961795,-0.737206,-0.177469,-0.747906,-0.005175,0.014543,-0.184392,0.025148,0.025987,0.000013,-0.025984,-0.025157
2,29.753646,-0.494840,-0.374022,-0.125731,-0.560856,0.151246,0.314241,-0.048239,0.193570,0.152084,0.000013,-0.152081,-0.193578
3,29.921932,-1.037598,-0.810811,-0.174161,-0.346952,0.129895,-0.169390,-0.400907,-0.009889,0.114079,0.000013,-0.114076,0.009881
4,30.177742,-0.608544,-0.255084,0.399331,-0.966326,-0.287001,-0.225098,-0.077033,0.119959,-0.034081,0.000013,0.034084,-0.119967
5,30.847150,-1.375326,-0.833409,0.340758,-0.544059,0.441434,0.249169,-0.074924,-0.041793,-0.049890,0.000013,0.049892,0.041784
6,31.043596,-0.654787,-0.378692,0.398549,-0.306818,-0.003137,-0.187989,0.001087,-0.024520,-0.004419,0.000013,0.004423,0.024511
7,30.151454,-0.694906,-0.522725,-0.152116,-0.752146,-0.060129,0.171245,0.044587,0.101249,0.198723,0.000013,-0.198720,-0.101257
8,30.072139,-0.410046,-0.366833,-0.113512,-0.294034,-0.030261,-0.107119,-0.214487,-0.114481,0.151494,0.000013,-0.151491,0.114473
9,30.494846,-0.859363,-0.505439,0.237798,-0.633737,0.319777,0.232886,-0.272010,0.036391,-0.142972,0.000013,0.142975,-0.036399
10,29.994346,-0.390075,-0.260218,0.097798,-0.403197,0.087276,0.073680,-0.024549,0.134263,0.274386,0.000012,-0.274383,-0.134272
11,30.356506,-0.129612,-0.101343,-0.010013,-0.356177,0.035533,0.060544,-0.192272,0.037908,0.133753,0.000013,-0.133750,-0.037916
12,30.376951,-0.296944,-0.337051,-0.290393,-0.458264,-0.225801,-0.163086,-0.250431,-0.096011,0.286830,0.000013,-0.286827,0.096003
13,29.431364,-0.181053,-0.097083,-0.043618,-0.650166,-0.244217,0.202379,0.264648,-0.080161,0.252554,0.000012,-0.252551,0.080153
14,30.194110,-0.475364,-0.299525,-0.037526,-0.752200,0.055766,0.235555,-0.196389,-0.010555,0.045598,0.000013,-0.045595,0.010547
15,29.892488,-0.662209,-0.535959,-0.164927,-0.434378,0.235514,0.344008,0.171277,0.282739,0.209509,0.000013,-0.209506,-0.282747
16,29.535423,-0.868935,-0.697965,-0.113133,-0.519023,-0.094187,0.039870,0.193506,-0.059457,0.173849,0.000012,-0.173846,0.059449
17,30.115785,-0.689022,-0.547105,0.088083,-0.084373,0.061562,-0.143553,0.160907,-0.068702,0.142223,0.000012,-0.142219,0.068693
18,30.316728,-0.995898,-0.560862,0.449089,-0.812670,-0.020773,-0.247251,-0.204796,0.149446,-0.025273,0.000013,0.025276,-0.149455
19,31.124773,-0.836767,-0.290388,0.721193,-0.900948,0.135798,-0.011175,-0.350654,-0.013949,-0.050510,0.000013,0.050513,0.013941
20,31.289443,-0.955209,-0.376892,0.627279,-1.147886,0.279910,0.313050,-0.238477,0.244231,-0.114014,0.000014,0.114016,-0.244239
21,30.914886,-1.133776,-0.431394,1.036269,-0.916249,0.364658,0.150447,-0.142229,0.479411,-0.133239,0.000013,0.133241,-0.479419
22,29.805620,-0.879839,-0.704025,-0.184631,-0.600926,0.159874,0.034222,-0.235213,0.255278,-0.118053,0.000013,0.118056,-0.255286
23,29.521987,-1.748848,-0.705250,1.360231,-1.153474,0.267980,-0.119789,-0.167605,-0.019628,-0.153245,0.000013,0.153247,0.019620
24,27.322410,-1.035610,-0.372735,0.927169,-0.748768,0.108955,-0.190258,-0.270481,-0.134054,0.120524,0.000011,-0.120521,0.134047
25,26.343873,-0.955988,-0.399874,0.698439,-0.615703,0.216780,-0.068448,-0.394652,-0.140779,0.038689,0.000011,-0.038686,0.140772
26,27.614385,-1.468136,-0.726257,0.642581,-1.048557,0.191124,-0.076132,-0.503550,0.009340,0.208305,0.000012,-0.208302,-0.009347
27,25.877912,-1.082156,-0.661415,0.364910,-0.589248,0.073339,-0.207289,-0.119594,0.104424,0.086283,0.000011,-0.086281,-0.104431
28,25.668533,-1.126477,-0.723627,-0.019371,-1.012182,-0.008498,0.031302,-0.399674,-0.336489,-0.213460,0.000011,0.213462,0.336481
29,24.788593,-1.190577,-0.853703,0.039709,-0.736593,-0.126166,-0.211892,0.062528,0.151892,0.232570,0.000010,-0.232567,-0.151899
30,25.150342,-1.225182,-0.946437,-0.140158,-0.565459,0.038507,-0.106476,-0.017033,0.126957,0.205552,0.000011,-0.205549,-0.126964
31,26.244295,-0.952082,-0.502860,0.544188,-0.485521,0.045394,-0.033549,0.227053,-0.322618,-0.241229,0.000011,0.241231,0.322611
32,25.576118,-1.011762,-0.696767,0.043117,-0.835068,-0.029591,0.022270,-0.046124,0.094044,0.088227,0.000011,-0.088225,-0.094051
33,26.878799,-1.056619,-0.749613,0.022142,-0.722785,-0.015547,0.003258,0.040157,-0.031022,-0.046532,0.000011,0.046535,0.031015
34,27.133575,-0.952873,-0.580798,0.334361,-0.548575,0.169053,-0.053236,-0.161496,0.031705,0.077697,0.000012,-0.077694,-0.031712
35,26.848873,-0.793739,-0.644387,-0.039791,-0.477262,-0.200233,-0.218420,0.228006,-0.018211,0.132894,0.000011,-0.132891,0.018203
36,27.337188,-0.466495,-0.348078,-0.245627,-0.801959,-0.062506,0.263539,-0.128283,-0.035482,0.077572,0.000012,-0.077569,0.035475
37,27.507499,-0.445530,-0.247003,0.067233,-0.724652,0.177522,0.365154,-0.078313,0.403916,0.183544,0.000012,-0.183541,-0.403923
38,26.380128,-0.514373,-0.247835,0.316464,-0.482150,0.190539,0.109413,-0.180320,-0.061543,-0.156493,0.000011,0.156495,0.061535
39,27.511360,-1.080564,-0.874240,-0.392118,-0.771562,0.082640,0.295094,0.065531,0.111619,-0.128092,0.000012,0.128095,-0.111627
40,27.620784,-0.717122,-0.614046,-0.207740,-0.489103,0.005614,-0.035764,-0.088431,0.201559,0.235892,0.000012,-0.235889,-0.201567
41,26.662033,-0.581655,-0.449551,-0.041717,-0.498189,-0.084921,-0.065046,-0.164110,-0.225704,0.080300,0.000011,-0.080297,0.225697
42,26.867763,-1.118302,-0.882373,-0.171060,-0.721220,-0.215090,-0.310513,-0.191932,-0.070705,0.001619,0.000011,-0.001617,0.070698
43,29.198040,-1.319196,-0.798384,0.405832,-0.586587,0.234850,-0.039577,-0.154264,0.048777,0.135119,0.000013,-0.135116,-0.048785
44,30.043157,-1.697924,-1.000905,0.619577,-0.684818,-0.002573,-0.192451,0.335055,0.054288,0.278727,0.000013,-0.278724,-0.054297
45,29.126499,-1.403577,-0.723826,0.817373,-0.709436,0.126045,-0.042083,0.406201,0.221513,0.212762,0.000012,-0.212760,-0.221522
46,28.338905,-1.422935,-0.668999,0.857314,-0.995846,0.169719,-0.018968,-0.034929,-0.046421,0.086217,0.000012,-0.086215,0.046413
47,28.908973,-1.329455,-0.743335,0.481455,-1.071366,0.056246,-0.050362,-0.156906,0.255489,0.058003,0.000012,-0.058000,-0.255496
