Block,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13
0,27.997142,-1.463662,-0.515284,-0.310575,-0.433042,0.413581,0.574382,0.299469,0.399251,0.187244,0.000013,-0.187242,-0.399259
1,15.386171,-0.978379,-0.660386,0.172782,-0.235307,0.328211,0.229747,0.168426,-0.072653,-0.030577,0.000007,0.030579,0.072649
2,15.326759,-0.192964,-0.225581,-0.054946,-0.234023,-0.275555,-0.269868,-0.008778,-0.108558,0.133694,0.000006,-0.133692,0.108554
3,14.992809,-1.081168,-0.725474,0.275600,-0.312612,0.057502,-0.121049,0.448690,0.300706,0.094488,0.000006,-0.094486,-0.300711
4,15.536405,-0.326303,-0.279909,0.028728,-0.239276,0.010296,-0.039260,0.104599,0.129288,0.002585,0.000006,-0.002583,-0.129292
5,16.039548,-0.552119,-0.359782,0.237237,-0.337187,0.014376,-0.062950,-0.011384,-0.063246,0.069011,0.000007,-0.069009,0.063242
6,15.306271,-0.862107,-0.591843,0.264287,0.345916,0.347583,-0.093610,0.225163,0.111861,0.138374,0.000006,-0.138372,-0.111866
7,13.532517,-1.205523,-0.805192,0.104348,-0.737625,0.009094,0.250238,0.489466,0.187811,0.051863,0.000006,-0.051862,-0.187816
8,14.796971,-0.584362,-0.446966,0.143310,-0.093523,0.013018,-0.093587,0.352418,-0.033119,0.023826,0.000006,-0.023824,0.033115
9,15.576756,-0.548769,-0.463690,0.077005,0.069673,0.101362,0.007064,0.348218,-0.059093,0.226735,0.000006,-0.226733,0.059089
10,16.045183,-0.546836,-0.415213,0.090644,-0.062947,0.261913,0.122880,0.071158,-0.030852,-0.067623,0.000007,0.067624,0.030848
11,14.377061,-0.530643,-0.315571,0.259677,-0.390827,0.011878,-0.025811,-0.088245,-0.158043,-0.242664,0.000006,0.242665,0.158039
12,14.862359,-0.789515,-0.630804,0.065382,-0.048559,0.007181,-0.241894,0.176735,-0.031458,0.069120,0.000006,-0.069119,0.031454
13,15.831336,-0.889420,-0.508644,0.367413,-0.428467,0.350451,0.127610,-0.166425,-0.055162,-0.123719,0.000007,0.123720,0.055158
14,14.609964,-1.049098,-0.816490,-0.087986,-0.489731,-0.032177,-0.138077,0.144517,0.064020,-0.107022,0.000006,0.107023,-0.064024
15,15.322349,-1.016984,-0.759413,-0.161929,-0.714573,0.008436,0.156983,-0.000011,-0.073527,0.049560,0.000007,-0.049559,0.073522
16,14.402308,-1.093364,-0.655205,0.435046,-0.480629,0.198787,-0.064981,-0.061060,0.085999,0.013678,0.000006,-0.013677,-0.086003
17,14.886123,-0.940503,-0.632276,0.232244,-0.468457,0.020067,-0.144473,0.025163,-0.063190,-0.006575,0.000006,0.006577,0.063185
18,16.671573,-0.731819,-0.491986,0.242022,-0.163409,0.198377,-0.085237,0.006997,0.121624,0.171423,0.000007,-0.171422,-0.121628
19,14.833977,-0.557697,-0.381612,0.112200,-0.334866,0.253856,0.321958,0.300927,0.242215,-0.038362,0.000006,0.038363,-0.242220
20,13.162835,-0.821462,-0.479637,0.392512,-0.400398,0.199645,0.067589,0.098333,0.233310,0.118310,0.000006,-0.118309,-0.233314
21,15.588303,-0.703034,-0.578581,-0.106260,-0.314422,0.124415,0.119749,0.063903,0.025872,-0.001245,0.000007,0.001246,-0.025876
22,15.918914,-0.688462,-0.398472,0.414780,-0.203893,-0.020910,-0.293146,0.073117,-0.098838,-0.166400,0.000007,0.166401,0.098833
23,15.636002,-0.670160,-0.487293,0.126954,-0.253710,0.132391,0.117445,0.347191,0.297818,0.182210,0.000007,-0.182208,-0.297822
24,14.198010,-0.150660,-0.039493,0.184725,-0.403309,0.046969,0.090679,-0.043613,0.046415,-0.054552,0.000006,0.054554,-0.046419
25,14.764079,-0.854265,-0.629360,0.063409,-0.099481,0.242866,0.131626,0.210329,-0.141559,-0.132246,0.000006,0.132248,0.141555
26,15.964398,-0.716942,-0.713480,-0.483926,-0.336908,-0.048871,0.016141,0.096548,-0.134943,-0.175533,0.000007,0.175535,0.134938
27,14.132776,-0.712186,-0.528266,0.086895,-0.369774,-0.133790,-0.348484,-0.066374,-0.022193,-0.205100,0.000006,0.205102,0.022189
28,16.432666,-0.249452,-0.324004,-0.130795,0.124829,-0.025215,-0.125915,0.249952,-0.024936,0.066157,0.000007,-0.066156,0.024931
29,15.865247,-1.107316,-0.693207,0.403767,-0.240601,0.071808,-0.231851,0.185061,-0.029718,-0.010401,0.000007,0.010403,0.029713
30,15.542746,-0.797254,-0.493139,0.302006,-0.378937,0.194668,-0.015597,-0.019097,0.382883,0.190065,0.000007,-0.190063,-0.382887
31,15.639801,-0.900175,-0.505504,0.514960,-0.107982,0.237797,0.200171,0.421646,-0.175519,0.067257,0.000006,-0.067255,0.175515
32,15.314834,-0.850242,-0.467738,0.454000,-0.360875,0.188352,0.136888,0.482127,0.149810,-0.081638,0.000006,0.081639,-0.149815
33,15.502728,-0.388784,-0.337467,0.144172,0.178429,-0.054463,-0.229528,0.285431,-0.245853,0.098597,0.000006,-0.098596,0.245849
34,15.565032,-0.612340,-0.503620,-0.013895,-0.154258,0.114353,-0.020738,0.237646,0.144671,-0.015149,0.000007,0.015151,-0.144676
35,16.278789,-0.634035,-0.612342,-0.297693,0.037944,0.200317,-0.093557,-0.040567,0.164108,0.148539,0.000007,-0.148538,-0.164113
36,15.542117,-0.478687,-0.278671,0.304805,0.015647,0.228557,-0.050363,0.016080,0.152278,0.353952,0.000006,-0.353951,-0.152283
37,14.099511,-0.548063,-0.200476,0.663977,-0.121719,0.342172,0.082903,0.141478,0.073901,-0.009553,0.000006,0.009554,-0.073905
38,15.138119,-0.656712,-0.543971,0.033479,-0.098435,-0.045986,-0.166102,0.090767,-0.305226,0.255364,0.000006,-0.255362,0.305222
39,14.012346,-0.813254,-0.600323,0.123635,-0.297521,-0.013221,-0.079190,0.216033,0.040240,0.137807,0.000006,-0.137805,-0.040245
40,14.837631,-0.595805,-0.451300,0.070644,-0.321606,-0.003461,0.024355,0.329185,0.240330,0.153554,0.000006,-0.153553,-0.240334
41,15.308990,-1.050293,-0.587721,0.519061,-0.413719,0.225763,0.109743,0.229219,0.013391,0.172786,0.000006,-0.172784,-0.013395
42,15.495491,-0.648989,-0.393636,0.220515,-0.418203,0.150460,-0.031928,-0.322155,-0.145229,-0.141885,0.000007,0.141886,0.145225
43,15.979569,-0.711042,-0.394908,0.496118,0.003686,0.083261,-0.326130,-0.050820,-0.344076,-0.113468,0.000007,0.113470,0.344072
44,15.510002,-0.669376,-0.342980,0.484048,-0.348194,0.009289,-0.236402,-0.075119,-0.070151,0.159354,0.000006,-0.159352,0.070146
45,14.403378,-0.697671,-0.395756,0.355198,-0.415771,0.344368,0.230111,0.109427,0.271000,-0.031243,0.000006,0.031244,-0.271004
46,14.569809,-0.967423,-0.568102,0.439874,-0.394181,0.241072,-0.062997,0.037528,0.449721,-0.001099,0.000006,0.001100,-0.449725
47,14.812447,-0.609659,-0.366843,0.304281,-0.001233,0.373847,0.216462,0.168214,-0.055881,-0.097134,0.000006,0.097135,0.055877
48,15.585362,-0.815905,-0.467165,0.425167,-0.382536,0.123029,-0.040184,0.181377,0.315881,0.177849,0.000007,-0.177848,-0.315886
49,15.935534,-0.761641,-0.460540,0.335217,-0.445909,-0.218583,-0.251134,0.431265,0.194135,0.145175,0.000006,-0.145174,-0.194139
