Block,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13
0,27.399089,-2.180863,-0.113203,-0.795420,-0.332668,0.636833,0.800610,0.308859,0.430502,0.396942,0.000014,-0.396939,-0.430510
1,15.183477,-0.805202,-0.420591,0.472925,-0.405827,0.224709,0.053451,-0.006291,0.224134,0.107583,0.000007,-0.107581,-0.224139
2,15.878110,-0.597261,-0.539413,-0.089329,0.015987,0.005713,-0.114638,0.410566,0.028282,-0.058001,0.000007,0.058002,-0.028287
3,13.789088,-0.756152,-0.187300,0.965746,-0.235370,0.482981,0.055622,-0.287365,-0.162024,-0.110148,0.000006,0.110149,0.162021
4,10.711537,-0.805364,-0.596054,0.115687,-0.178203,0.099939,-0.131459,0.090810,-0.083446,-0.141704,0.000005,0.141705,0.083443
5,15.818285,-0.909657,-0.637474,0.170054,-0.211345,0.168847,-0.188680,-0.133948,0.164793,0.048536,0.000007,-0.048535,-0.164797
6,15.588936,-0.431471,-0.209897,0.320741,-0.427832,0.119674,0.162499,0.275754,0.299360,-0.024652,0.000007,0.024653,-0.299364
7,14.825699,-1.198782,-0.748421,0.390320,0.168568,0.495264,-0.005600,0.021079,-0.020926,-0.088366,0.000007,0.088367,0.020922
8,15.742691,-1.028359,-0.888559,-0.163110,0.159119,0.046764,-0.181774,0.266102,-0.176427,0.152740,0.000006,-0.152738,0.176422
9,14.798309,-1.125768,-0.774883,0.149538,-0.700036,-0.282645,-0.305799,-0.002232,-0.144712,0.182774,0.000006,-0.182773,0.144707
10,15.933234,-0.808543,-0.590988,0.127885,-0.335599,-0.065590,0.044115,0.408252,-0.116632,0.209186,0.000006,-0.209184,0.116628
11,15.360339,-0.996745,-0.649835,0.321387,-0.254671,0.008115,-0.334753,-0.008673,0.099935,0.109286,0.000006,-0.109284,-0.099939
12,15.095899,-0.636983,-0.488673,0.066373,-0.312952,-0.001862,-0.125804,0.154719,0.159910,-0.005963,0.000006,0.005964,-0.159914
13,13.847490,-0.063163,-0.101781,-0.014655,-0.217546,-0.081864,-0.089503,-0.034173,0.015602,0.079645,0.000006,-0.079643,-0.015606
14,15.971094,-0.619129,-0.450577,0.257416,0.174505,-0.016803,-0.289024,0.197374,-0.176710,0.225907,0.000006,-0.225905,0.176706
15,15.507051,-0.560306,-0.458196,0.029103,-0.100491,0.017895,-0.185629,0.214122,0.206615,0.056590,0.000006,-0.056589,-0.206620
16,14.881598,-0.274558,-0.344658,-0.156148,0.025876,-0.089376,-0.220589,0.049296,-0.198280,-0.045139,0.000006,0.045140,0.198275
17,15.447499,-0.339143,-0.229507,0.161767,-0.267264,0.056686,-0.002071,0.052008,0.098256,0.178475,0.000006,-0.178473,-0.098260
18,15.808391,-0.595279,-0.450145,-0.042644,-0.308059,0.300957,0.127933,-0.372796,0.013225,-0.175769,0.000007,0.175771,-0.013229
19,15.180683,-0.468870,-0.391712,-0.085009,-0.319844,0.077413,0.219215,0.305409,0.051484,0.065420,0.000006,-0.065419,-0.051489
20,14.935337,-0.786258,-0.636028,-0.071449,-0.062562,0.363712,0.245664,0.224529,0.232363,0.079332,0.000007,-0.079331,-0.232368
21,15.959389,-1.014509,-0.760905,-0.013219,-0.188947,0.322917,0.102651,0.022210,0.259977,0.174661,0.000007,-0.174660,-0.259981
22,15.722674,-0.860300,-0.518237,0.428586,0.141959,0.142872,-0.308425,0.208510,-0.165756,-0.236791,0.000007,0.236792,0.165751
23,16.186454,-0.600419,-0.552601,-0.125427,-0.128641,-0.041412,-0.078282,0.255117,-0.100139,-0.089689,0.000007,0.089691,0.100134
