Block,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13
0,27.991531,-1.461126,-0.516173,-0.312557,-0.435958,0.401330,0.568903,0.297751,0.400137,0.182402,0.000013,-0.182400,-0.400144
1,13.582252,-0.177980,-0.169663,0.004137,-0.242842,0.024522,-0.048405,-0.123261,-0.063286,-0.106810,0.000006,0.106811,0.063282
2,14.571001,-0.607921,-0.346507,0.397573,-0.091245,0.288420,0.251918,0.470985,0.299105,0.279372,0.000006,-0.279370,-0.299109
3,15.267827,-0.985614,-0.608538,0.391309,-0.124305,0.288070,0.009554,0.047370,-0.043656,0.109444,0.000007,-0.109443,0.043651
4,15.477362,-0.650606,-0.265483,0.559981,-0.645209,0.042990,-0.073472,-0.100095,0.236041,0.094318,0.000007,-0.094317,-0.236045
5,13.242033,-0.916841,-0.687456,-0.046844,-0.241538,0.274363,0.298632,0.223646,-0.049995,0.101982,0.000006,-0.101981,0.049991
6,13.912468,-0.769666,-0.404546,0.491098,-0.288756,0.296913,0.130660,0.137763,0.115039,-0.046792,0.000006,0.046793,-0.115043
7,15.174340,-1.036090,-0.681907,0.228133,-0.044051,0.531042,0.130982,-0.010698,0.330195,0.129663,0.000007,-0.129662,-0.330199
8,15.751244,-1.014547,-0.500354,0.661941,-0.403908,0.337641,0.111049,0.066450,-0.058780,0.115123,0.000007,-0.115122,0.058775
9,14.950020,-0.764540,-0.572492,0.099279,-0.150435,0.133726,-0.021101,0.147416,-0.046127,0.057936,0.000006,-0.057934,0.046123
10,12.277168,-0.604695,-0.432057,0.156644,-0.170866,0.131918,-0.002142,0.095041,-0.041693,-0.071061,0.000005,0.071062,0.041689
11,15.833594,-0.698883,-0.497825,0.014563,-0.249617,0.265960,0.107355,-0.303624,-0.250107,-0.150189,0.000007,0.150190,0.250102
12,15.599976,-0.803463,-0.485505,0.280461,-0.375691,0.218702,0.082291,-0.112159,-0.090092,0.095293,0.000007,-0.095292,0.090088
13,13.972401,-0.964196,-0.589489,0.392700,-0.314326,0.217421,0.013001,0.107921,0.007186,0.009003,0.000006,-0.009002,-0.007190
14,15.097675,-1.031874,-0.590394,0.357604,-0.539432,-0.128456,0.058985,0.561052,-0.138923,-0.200114,0.000006,0.200115,0.138918
15,16.012699,-0.678997,-0.319551,0.631710,-0.070988,0.016560,-0.280699,0.173833,-0.097416,-0.033052,0.000006,0.033054,0.097411
16,14.934766,-0.498652,-0.157619,0.613499,-0.369782,0.028651,-0.194778,-0.171718,-0.040616,-0.031611,0.000006,0.031613,0.040612
17,15.360184,-0.842208,-0.363069,0.736781,-0.169842,0.235219,-0.285247,-0.296580,-0.033398,0.059651,0.000007,-0.059650,0.033393
18,15.019231,-0.772403,-0.326889,0.775377,0.057726,0.127046,-0.384990,0.154171,0.058379,0.061426,0.000006,-0.061425,-0.058384
19,15.205595,-0.850854,-0.448910,0.550718,-0.381094,0.066005,-0.051380,0.200676,0.016914,0.273166,0.000006,-0.273165,-0.016918
20,14.975768,-1.155279,-0.632938,0.559793,-0.573979,0.194748,0.173263,0.323828,-0.074963,0.080253,0.000006,-0.080252,0.074959
21,15.187382,-0.847490,-0.498414,0.460056,-0.008871,0.258840,-0.150385,-0.007459,-0.032055,0.025987,0.000006,-0.025986,0.032051
22,15.135548,-0.604619,-0.469346,0.125100,0.311966,0.337522,0.031697,0.300388,0.144114,0.154537,0.000006,-0.154536,-0.144119
23,14.428723,-0.697443,-0.563155,-0.037519,-0.178081,0.134291,-0.075715,-0.042994,0.116760,0.075793,0.000006,-0.075792,-0.116764
24,14.027496,-0.865749,-0.597942,0.281254,-0.068956,0.075532,-0.228631,0.145058,-0.072720,0.066772,0.000006,-0.066770,0.072716
25,16.237691,-0.934630,-0.639254,0.223593,-0.273638,0.116712,0.058566,0.315622,0.033028,0.060616,0.000007,-0.060615,-0.033033
26,15.764112,-0.899220,-0.765617,-0.255254,-0.464773,-0.039165,0.053059,0.423343,0.295458,0.099820,0.000007,-0.099818,-0.295463
27,15.612518,-0.991148,-0.678830,0.056417,-0.358736,0.406111,0.301240,0.020773,0.249402,0.322795,0.000007,-0.322794,-0.249406
28,16.243843,-0.898265,-0.579259,0.359619,-0.023373,0.051937,-0.307868,0.034539,-0.023341,0.146271,0.000007,-0.146270,0.023336
29,14.672708,-1.013555,-0.950056,-0.462198,0.004093,0.000487,-0.361263,-0.017318,-0.078479,0.020832,0.000006,-0.020830,0.078474
30,13.668144,-0.737416,-0.502992,0.208166,-0.287075,-0.061278,-0.320277,-0.061420,0.049857,0.176229,0.000006,-0.176227,-0.049861
31,15.566114,-0.700650,-0.341636,0.590092,-0.080566,0.157895,-0.147025,0.076543,0.013078,0.036871,0.000006,-0.036869,-0.013082
32,15.220072,-0.402037,-0.190721,0.383592,-0.198778,0.176445,0.010721,0.077963,-0.029263,-0.203450,0.000006,0.203451,0.029258
33,14.349925,-0.564544,-0.412693,0.138310,-0.203971,0.001391,-0.092035,0.209731,-0.007929,-0.159405,0.000006,0.159406,0.007924
34,15.223445,-0.266468,-0.365532,-0.318275,-0.005860,-0.100807,-0.265657,0.308989,0.134097,-0.121399,0.000006,0.121400,-0.134101
35,14.765339,-0.814059,-0.552267,0.285769,-0.047692,0.098180,-0.171593,0.223244,-0.009185,0.023442,0.000006,-0.023441,0.009181
36,14.901400,-0.567483,-0.479802,-0.008975,0.092148,0.298810,0.030741,0.078976,0.036318,-0.049810,0.000006,0.049811,-0.036322
37,14.244027,-1.001626,-0.756280,-0.020347,-0.274634,0.239921,0.090946,0.160166,0.174807,-0.115867,0.000006,0.115868,-0.174811
38,15.107835,-0.962438,-0.554456,0.505523,0.271158,0.247854,-0.266932,0.014217,0.037996,0.183104,0.000006,-0.183103,-0.038000
39,14.213014,-0.662081,-0.538806,0.014601,-0.014892,0.075588,-0.167697,0.032649,-0.123500,-0.048752,0.000006,0.048753,0.123496
40,15.499567,-0.768070,-0.517969,0.254440,-0.150604,0.099853,-0.038911,0.426887,-0.031945,-0.098699,0.000006,0.098700,0.031940
41,15.591949,-0.817730,-0.576976,0.064817,-0.314413,0.248331,0.312999,0.283545,-0.036132,-0.039357,0.000007,0.039358,0.036128
42,15.630228,-0.400100,-0.466999,-0.363388,-0.383067,-0.223153,-0.201934,-0.073731,-0.128732,0.142394,0.000006,-0.142393,0.128727
