Block,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13
0,28.001461,-1.457232,-0.514312,-0.305859,-0.434220,0.397877,0.562829,0.295740,0.402106,0.180314,0.000013,-0.180312,-0.402114
1,15.488267,-0.419913,-0.184880,0.379416,-0.187867,0.412685,0.342848,0.000424,0.093904,-0.114749,0.000007,0.114750,-0.093908
2,13.820551,-0.465131,-0.407797,0.024819,0.604455,0.019325,-0.445221,0.381023,-0.338113,-0.208629,0.000005,0.208631,0.338108
3,15.561512,-0.526913,-0.262614,0.528470,0.114982,0.263253,-0.025078,0.161490,-0.098098,0.116629,0.000006,-0.116627,0.098094
4,15.665981,-0.422380,0.002235,0.858332,-0.252160,0.385924,0.106089,-0.161408,-0.069220,-0.160629,0.000007,0.160630,0.069215
5,15.892352,-0.715576,-0.380267,0.396755,-0.309324,0.386252,0.352117,0.234434,0.178816,0.184794,0.000007,-0.184793,-0.178821
6,14.675003,-0.536704,-0.469075,-0.008536,0.099293,0.153329,0.148750,0.472129,-0.231168,0.003190,0.000006,-0.003189,0.231164
7,14.025212,-0.806840,-0.442719,0.453822,-0.090859,0.288179,0.127023,0.232610,-0.203679,-0.159131,0.000006,0.159132,0.203675
8,16.384126,-0.243884,-0.015749,0.583576,-0.105854,0.021143,-0.266790,-0.012599,-0.051838,-0.060780,0.000007,0.060781,0.051833
9,15.750034,-0.295899,-0.199039,0.149819,-0.164876,0.267673,0.163537,0.006446,0.104247,-0.094697,0.000007,0.094698,-0.104252
10,15.492596,-1.119262,-0.825471,0.122153,-0.178960,0.026429,-0.144456,0.550299,0.120433,0.104273,0.000006,-0.104271,-0.120438
11,15.350605,-0.273584,-0.373449,-0.236645,0.097648,0.045280,-0.040711,0.258170,0.096724,0.234660,0.000006,-0.234658,-0.096728
12,14.517491,-1.143575,-0.674457,0.569447,0.012571,0.253867,0.014872,0.505381,-0.037297,0.050707,0.000006,-0.050706,0.037293
13,15.073734,-0.670758,-0.523325,0.064097,0.104185,0.237140,-0.030182,-0.016042,-0.190949,0.068100,0.000006,-0.068098,0.190945
14,14.743556,-0.669230,-0.595082,-0.186962,-0.008998,0.385221,0.121067,0.105760,0.443091,0.087900,0.000007,-0.087899,-0.443095
15,14.942320,-0.395809,-0.260558,0.238367,0.095065,0.250249,0.101633,0.195494,0.015632,-0.018087,0.000006,0.018088,-0.015637
